time,gyro x,gyro y,gyro z,accel x,accel y,accel z
12.861280,-4.528968811,9.908897400,-0.172111511,-0.296988398,0.132342041,0.888723373
12.870902,-0.676124573,-3.091590881,-0.194999695,-0.225943476,0.196795166,0.893239975
12.871528,1.139671326,-3.663795471,-0.004264832,-0.224234492,0.199480712,0.896902084
12.872154,2.810508728,-3.656166077,-0.194999695,-0.222403437,0.203142822,0.902273178
12.872779,3.985435486,-3.846900940,-0.080558777,-0.215811640,0.205462158,0.915578842
12.873405,5.053550720,-4.251258850,0.026252747,-0.218741328,0.210467041,0.927419662
12.874036,5.496055603,-4.281776428,-0.042411804,-0.217642695,0.227434814,0.939748764
12.874662,6.480247498,-4.754798889,-0.057670593,-0.218497187,0.244768798,0.950246811
12.875287,6.617576599,-4.731910706,0.171211243,-0.220938593,0.261370361,0.969900131
12.875914,6.159812927,-4.693763733,0.148323059,-0.217886835,0.277117431,0.982839584
12.876539,5.618125916,-4.869239807,-0.065299988,-0.216177851,0.282854736,0.997365952
12.877166,4.679710388,-5.166786194,0.102546692,-0.217520624,0.282488525,1.007619858
12.877791,3.962547302,-5.273597717,0.270393372,-0.213492304,0.278948486,1.011892319
12.878416,3.420860291,-5.433815002,0.049140930,-0.214468867,0.275042236,1.012258530
12.879042,2.833396912,-5.471961975,0.125434875,-0.217154413,0.267107666,1.006521225
12.880721,2.474815369,-6.006019592,-0.065299988,-0.212393671,0.250261962,0.983449936
12.881346,2.741844177,-6.097572327,0.125434875,-0.209097773,0.242815673,0.969289780
12.881973,3.405601501,-5.990760803,0.155952454,-0.203360468,0.239641845,0.956838608
12.882598,3.657371521,-6.013648987,0.056770325,-0.199820429,0.237810791,0.945486069
12.883224,4.313499451,-5.975502014,-0.103446960,-0.197623163,0.243426025,0.941823959
12.883849,4.817039490,-5.609291077,0.056770325,-0.192862421,0.250017822,0.938161850
12.884475,5.183250427,-5.319374084,0.232246399,-0.194937617,0.252215087,0.939626694
12.885100,5.633384705,-4.899757385,-0.034782410,-0.188589960,0.257708251,0.939748764
