Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g)
8.365,-0.0000,0.0001,0.0000,0.0110,0.0027,1.0304
8.368,-0.0000,-0.0002,-0.0002,0.0134,0.0147,1.0184
8.371,0.0005,-0.0007,-0.0008,0.0158,0.0099,1.0041
8.374,-0.0003,-0.0005,-0.0005,0.0158,0.0099,1.0017
8.377,-0.0006,0.0001,-0.0008,0.0253,0.0075,1.0160
8.381,-0.0006,0.0006,-0.0008,0.0277,0.0051,1.0089
8.384,-0.0006,0.0003,0.0000,0.0134,-0.0020,1.0232
8.387,-0.0008,-0.0002,0.0003,0.0158,-0.0044,1.0304
8.390,-0.0008,0.0003,0.0006,0.0062,-0.0044,1.0520
8.393,-0.0008,0.0001,0.0000,0.0062,-0.0092,1.0496
8.396,-0.0003,0.0001,0.0003,-0.0010,-0.0092,1.0304
8.399,-0.0000,-0.0002,-0.0002,0.0014,-0.0092,1.0304
8.402,-0.0000,0.0006,-0.0002,0.0062,-0.0116,1.0328
8.406,0.0005,-0.0002,0.0000,0.0038,0.0099,1.0184
8.409,0.0005,0.0001,0.0003,-0.0010,0.0051,1.0137
8.412,0.0005,-0.0002,0.0003,0.0014,-0.0044,1.0304
8.415,-0.0000,-0.0005,0.0006,-0.0010,-0.0068,1.0280
8.418,0.0002,0.0001,0.0003,-0.0178,-0.0092,1.0256
8.421,0.0005,-0.0002,0.0003,-0.0201,0.0027,1.0328
8.424,-0.0003,0.0003,0.0003,-0.0058,0.0075,1.0232
8.427,-0.0000,-0.0002,0.0000,-0.0058,0.0075,1.0184
8.431,-0.0003,-0.0002,0.0003,0.0062,0.0147,1.0208
8.434,-0.0003,0.0001,-0.0002,0.0038,0.0003,1.0160
8.437,0.0002,0.0001,0.0000,-0.0010,-0.0116,1.0065
8.440,-0.0000,0.0003,0.0006,0.0062,-0.0044,1.0137
8.443,-0.0003,0.0006,-0.0002,-0.0106,-0.0044,1.0137
8.446,-0.0000,0.0003,0.0000,-0.0058,-0.0116,1.0304
8.449,0.0002,0.0003,0.0003,-0.0106,-0.0140,1.0400
8.452,0.0010,0.0003,0.0006,-0.0010,-0.0020,1.0304
8.456,0.0002,0.0003,0.0008,0.0086,0.0027,1.0424
8.459,-0.0006,-0.0002,0.0000,-0.0010,0.0003,1.0352
8.462,-0.0008,-0.0002,0.0000,-0.0058,-0.0020,1.0256
8.465,-0.0006,-0.0002,-0.0002,-0.0130,-0.0092,1.0208
8.468,-0.0006,-0.0002,0.0000,-0.0154,0.0027,1.0232
8.471,0.0005,-0.0002,-0.0002,-0.0082,-0.0020,1.0448
8.474,-0.0000,-0.0002,0.0000,-0.0082,-0.0068,1.0424
8.477,-0.0000,0.0001,0.0000,-0.0082,-0.0044,1.0376
8.481,-0.0008,0.0001,0.0000,-0.0010,0.0003,1.0352
8.484,-0.0003,-0.0002,0.0000,0.0062,-0.0116,1.0496
8.487,-0.0008,0.0003,-0.0002,-0.0058,-0.0068,1.0400
8.490,-0.0003,-0.0005,0.0000,-0.0010,0.0027,1.0520
8.493,0.0002,-0.0007,-0.0005,-0.0058,0.0003,1.0448
8.496,0.0005,-0.0002,-0.0002,-0.0058,-0.0068,1.0448
8.499,0.0008,0.0001,0.0000,-0.0201,-0.0020,1.0520
8.503,0.0005,0.0006,0.0003,-0.0201,-0.0116,1.0424
8.506,0.0008,-0.0002,0.0006,-0.0273,-0.0092,1.0352
8.509,0.0002,0.0006,0.0003,-0.0249,0.0003,1.0232
8.512,-0.0000,0.0014,0.0006,-0.0273,0.0051,1.0328
8.515,0.0002,0.0009,0.0011,-0.0154,0.0075,1.0184
8.518,-0.0000,0.0006,0.0014,-0.0154,0.0075,1.0184
8.521,-0.0000,0.0009,0.0011,-0.0130,-0.0020,1.0160
8.524,-0.0000,0.0009,0.0008,-0.0010,0.0075,1.0328
8.528,-0.0003,0.0009,0.0003,0.0014,0.0147,1.0352
8.531,-0.0003,0.0001,0.0006,0.0086,0.0099,1.0448
8.534,-0.0003,0.0001,0.0008,0.0086,0.0003,1.0376
8.537,0.0002,0.0003,0.0006,-0.0010,0.0075,1.0376
8.540,-0.0000,0.0011,0.0006,0.0014,0.0147,1.0184
8.543,0.0002,0.0009,0.0008,0.0038,0.0219,1.0424
8.546,-0.0000,0.0009,0.0011,0.0158,0.0291,1.0352
8.549,-0.0000,0.0009,0.0008,0.0158,0.0243,1.0424
8.552,-0.0000,0.0009,0.0003,0.0086,0.0219,1.0328
8.556,-0.0000,0.0006,0.0000,0.0038,0.0099,1.0280
8.559,-0.0003,0.0009,0.0003,0.0062,0.0075,1.0280
8.562,-0.0003,0.0009,0.0003,-0.0058,0.0027,1.0232
8.565,0.0002,-0.0002,0.0003,0.0134,-0.0020,1.0137
8.568,0.0008,-0.0010,0.0008,0.0158,0.0075,1.0208
8.571,0.0013,-0.0002,0.0011,0.0086,0.0075,1.0256
8.574,0.0005,0.0006,0.0006,0.0110,0.0099,1.0256
8.577,-0.0000,0.0001,0.0008,-0.0010,0.0099,1.0304
8.580,-0.0000,-0.0002,0.0006,-0.0010,0.0051,1.0304
8.584,-0.0003,-0.0002,0.0011,0.0014,0.0123,1.0400
8.587,0.0002,0.0003,0.0008,0.0038,0.0195,1.0496
8.590,-0.0000,0.0001,0.0003,-0.0034,0.0171,1.0448
8.593,0.0002,0.0001,0.0003,-0.0010,0.0243,1.0424
8.596,0.0008,0.0003,-0.0002,0.0014,0.0123,1.0304
8.599,-0.0000,0.0001,-0.0002,-0.0058,0.0147,1.0232
8.602,-0.0003,-0.0002,-0.0005,-0.0010,0.0075,1.0065
8.605,-0.0003,-0.0005,-0.0002,0.0062,0.0147,0.9969
8.609,-0.0000,-0.0005,0.0000,0.0086,0.0219,1.0137
8.612,-0.0000,-0.0007,0.0000,-0.0034,0.0147,1.0160
8.615,-0.0003,-0.0005,-0.0002,0.0014,0.0123,1.0184
8.618,0.0002,-0.0002,-0.0002,0.0182,0.0123,1.0256
8.621,-0.0000,-0.0007,0.0003,0.0158,0.0099,1.0280
8.624,-0.0006,0.0003,0.0003,0.0110,0.0075,1.0304
8.627,0.0002,0.0001,-0.0002,0.0110,0.0027,1.0328
8.630,-0.0000,-0.0002,0.0000,0.0086,0.0027,1.0232
8.634,-0.0000,-0.0005,0.0003,0.0086,-0.0068,1.0089
8.637,0.0002,0.0001,0.0000,0.0134,0.0003,0.9897
8.640,-0.0000,0.0003,-0.0005,0.0134,-0.0092,0.9993
8.643,0.0005,0.0001,-0.0008,-0.0010,-0.0020,1.0065
8.646,-0.0000,0.0003,-0.0008,-0.0010,-0.0020,1.0065
8.649,0.0002,-0.0005,-0.0005,-0.0034,-0.0092,1.0304
8.652,-0.0000,0.0001,0.0000,-0.0106,-0.0020,1.0376
8.655,-0.0000,0.0001,0.0000,-0.0178,0.0003,1.0256
8.659,-0.0000,0.0003,0.0006,-0.0225,-0.0068,1.0304
8.662,0.0002,0.0003,0.0003,-0.0201,-0.0020,1.0328
8.665,-0.0000,0.0006,0.0006,-0.0106,0.0027,1.0448
8.668,-0.0000,0.0001,0.0008,-0.0058,-0.0068,1.0544
8.671,0.0005,0.0003,0.0008,0.0038,-0.0044,1.0400
8.674,0.0008,-0.0002,0.0014,0.0086,0.0027,1.0400
8.677,0.0005,-0.0005,0.0006,0.0086,0.0027,1.0472
8.680,0.0002,-0.0002,0.0008,0.0086,0.0099,1.0304
8.683,-0.0000,0.0006,0.0011,-0.0034,0.0219,1.0113
8.687,-0.0000,0.0003,0.0006,0.0038,0.0147,1.0113
8.690,-0.0003,0.0009,0.0000,0.0038,0.0027,1.0160
8.693,-0.0003,0.0006,0.0000,0.0038,0.0051,1.0208
8.696,0.0002,-0.0002,0.0003,0.0086,0.0051,1.0256
8.699,0.0005,0.0003,0.0000,0.0206,0.0027,1.0304
8.702,0.0005,0.0006,0.0006,0.0253,0.0075,1.0256
8.705,0.0008,0.0003,0.0003,0.0277,0.0051,1.0065
8.708,0.0005,0.0006,0.0006,0.0110,0.0027,1.0041
8.712,0.0008,-0.0002,0.0008,0.0086,0.0099,0.9969
8.715,0.0002,0.0001,0.0011,0.0086,0.0051,1.0065
8.718,-0.0000,-0.0005,0.0006,0.0038,0.0147,1.0280
8.721,-0.0000,-0.0007,0.0003,0.0038,0.0171,1.0256
8.724,0.0005,-0.0015,0.0006,0.0062,0.0171,1.0232
8.727,-0.0000,-0.0010,0.0003,-0.0034,0.0027,1.0184
8.730,-0.0000,-0.0015,0.0011,-0.0154,-0.0092,1.0328
8.733,-0.0000,-0.0007,0.0008,-0.0082,-0.0164,1.0424
8.736,-0.0000,-0.0002,0.0008,-0.0106,-0.0116,1.0328
8.740,-0.0003,0.0001,0.0003,-0.0154,0.0003,1.0280
8.743,-0.0003,-0.0005,0.0006,-0.0106,-0.0068,1.0256
8.746,-0.0008,-0.0002,0.0006,-0.0201,-0.0044,1.0280
8.749,-0.0008,-0.0002,0.0003,-0.0178,-0.0044,1.0400
8.752,-0.0003,-0.0002,-0.0002,-0.0225,-0.0020,1.0424
8.755,-0.0000,-0.0005,-0.0002,-0.0178,0.0075,1.0304
8.758,0.0005,-0.0007,-0.0005,-0.0201,0.0051,1.0280
8.762,-0.0000,-0.0005,-0.0008,-0.0154,0.0027,1.0328
8.765,0.0005,-0.0005,-0.0010,-0.0058,-0.0068,1.0376
8.768,0.0005,0.0001,-0.0010,0.0014,-0.0140,1.0280
8.771,-0.0000,0.0001,-0.0005,0.0086,-0.0044,1.0137
8.774,-0.0000,0.0003,-0.0008,0.0014,-0.0044,1.0208
8.777,0.0002,0.0006,-0.0013,-0.0034,-0.0044,1.0352
8.780,0.0002,-0.0002,-0.0010,-0.0034,0.0123,1.0304
8.783,-0.0000,0.0001,-0.0008,0.0014,0.0147,1.0232
8.787,0.0002,0.0003,-0.0005,0.0014,0.0123,1.0352
8.790,-0.0000,0.0003,-0.0005,0.0014,0.0171,1.0328
8.793,-0.0003,0.0003,-0.0002,-0.0058,0.0147,1.0280
8.796,-0.0003,0.0001,-0.0005,-0.0034,0.0123,1.0208
8.799,-0.0006,-0.0002,-0.0005,0.0038,0.0075,1.0256
8.802,-0.0006,0.0001,-0.0008,0.0086,0.0075,1.0328
8.805,-0.0006,0.0003,-0.0005,0.0134,0.0099,1.0304
8.809,-0.0008,0.0006,-0.0005,0.0206,0.0171,1.0232
8.812,-0.0003,0.0003,0.0000,0.0158,0.0147,1.0280
8.815,-0.0003,-0.0002,-0.0002,0.0038,0.0075,1.0328
8.818,-0.0003,-0.0005,-0.0002,-0.0058,0.0027,1.0448
8.821,-0.0003,-0.0002,0.0006,-0.0058,0.0027,1.0304
8.824,0.0002,-0.0002,0.0006,-0.0225,-0.0044,1.0137
8.827,-0.0000,0.0001,0.0006,-0.0178,-0.0044,1.0089
8.830,-0.0003,0.0003,0.0008,-0.0082,-0.0068,1.0137
8.834,-0.0006,0.0001,0.0003,0.0014,-0.0140,1.0280
8.837,-0.0000,0.0001,0.0008,0.0014,-0.0116,1.0304
8.840,-0.0000,-0.0002,0.0008,0.0038,-0.0068,1.0352
8.843,0.0002,-0.0005,0.0008,-0.0106,-0.0140,1.0041
8.846,-0.0000,0.0001,0.0008,-0.0010,-0.0092,1.0160
8.849,-0.0000,-0.0002,0.0008,-0.0034,-0.0020,1.0376
8.852,-0.0003,0.0006,0.0003,-0.0106,-0.0044,1.0376
8.855,-0.0000,0.0003,-0.0002,-0.0130,-0.0092,1.0400
8.859,0.0002,0.0001,0.0000,-0.0106,-0.0044,1.0328
8.862,0.0005,0.0001,0.0003,-0.0058,-0.0020,1.0208
8.865,0.0005,0.0001,-0.0005,-0.0106,0.0051,1.0160
8.868,0.0008,0.0011,-0.0008,-0.0130,-0.0044,1.0113
8.871,0.0010,0.0009,-0.0013,-0.0106,-0.0020,1.0208
8.874,0.0010,0.0006,-0.0013,-0.0010,0.0123,1.0041
8.877,0.0010,0.0006,-0.0005,0.0038,0.0051,0.9993
8.880,0.0013,0.0011,-0.0008,0.0229,0.0051,1.0065
8.884,0.0013,0.0003,-0.0008,0.0206,-0.0020,1.0160
8.887,0.0010,0.0006,-0.0008,0.0110,-0.0068,1.0232
8.890,0.0005,-0.0005,-0.0008,-0.0130,-0.0044,1.0256
8.893,0.0002,0.0001,-0.0016,-0.0273,0.0003,1.0280
8.896,0.0008,0.0003,-0.0013,-0.0106,-0.0068,1.0448
8.899,0.0008,0.0003,-0.0016,-0.0178,-0.0020,1.0591
8.902,0.0005,-0.0002,-0.0021,0.0014,0.0075,1.0520
8.905,0.0005,0.0003,-0.0024,0.0086,0.0195,1.0304
8.909,0.0008,-0.0002,-0.0029,0.0038,0.0075,1.0065
8.912,0.0008,-0.0010,-0.0021,0.0038,0.0099,1.0065
8.915,0.0008,-0.0005,-0.0018,0.0110,0.0147,1.0160
8.918,0.0005,0.0001,-0.0021,0.0014,-0.0068,1.0017
8.921,0.0008,0.0001,-0.0021,0.0062,-0.0164,0.9921
8.924,0.0010,0.0006,-0.0021,0.0110,-0.0140,1.0137
8.927,0.0005,0.0006,-0.0018,0.0182,-0.0044,1.0113
8.930,0.0005,0.0003,-0.0021,0.0134,0.0003,1.0232
8.934,0.0005,0.0011,-0.0018,0.0086,0.0075,1.0280
8.937,0.0002,0.0006,-0.0021,-0.0010,0.0099,1.0280
8.940,0.0008,0.0003,-0.0024,0.0062,0.0051,1.0256
8.943,0.0002,0.0003,-0.0024,0.0038,-0.0092,1.0232
8.946,0.0005,-0.0005,-0.0018,0.0086,-0.0260,1.0280
8.949,0.0008,-0.0002,-0.0018,0.0086,-0.0188,1.0208
8.952,0.0005,-0.0005,-0.0018,-0.0034,-0.0044,1.0137
8.955,0.0005,-0.0007,-0.0018,0.0014,-0.0044,1.0065
8.959,-0.0000,-0.0002,-0.0018,-0.0154,-0.0068,1.0184
8.962,-0.0006,-0.0002,-0.0016,-0.0106,-0.0164,1.0160
8.965,-0.0006,0.0003,-0.0016,-0.0130,-0.0164,1.0089
8.968,-0.0003,-0.0002,-0.0008,-0.0058,0.0027,1.0232
8.971,-0.0008,0.0001,-0.0010,-0.0082,0.0027,1.0352
8.974,-0.0008,0.0003,-0.0008,-0.0034,-0.0020,1.0208
8.977,-0.0008,-0.0002,-0.0008,-0.0034,0.0003,1.0113
8.981,-0.0003,-0.0007,-0.0008,-0.0010,-0.0068,1.0137
8.984,-0.0003,-0.0007,-0.0016,-0.0034,-0.0068,1.0113
8.987,-0.0000,-0.0010,-0.0013,0.0062,-0.0068,1.0184
8.990,-0.0000,-0.0007,-0.0010,0.0086,-0.0068,1.0256
8.993,-0.0003,-0.0005,-0.0010,0.0062,-0.0044,1.0328
8.996,-0.0003,-0.0007,-0.0010,0.0134,-0.0068,1.0328
8.999,-0.0000,-0.0002,-0.0002,0.0110,-0.0068,1.0256
9.002,-0.0000,-0.0005,0.0000,0.0134,-0.0044,1.0184
9.006,-0.0003,-0.0010,0.0003,0.0229,-0.0092,1.0041
9.009,0.0002,-0.0010,-0.0002,0.0134,-0.0020,1.0065
9.012,0.0005,-0.0005,-0.0005,0.0062,-0.0020,1.0041
9.015,0.0002,-0.0002,-0.0005,0.0062,0.0123,1.0137
9.018,-0.0000,-0.0007,-0.0010,0.0158,0.0123,1.0089
9.021,0.0005,0.0003,-0.0008,0.0253,0.0147,1.0160
9.024,0.0008,-0.0005,-0.0002,0.0182,0.0075,1.0208
9.028,0.0008,-0.0010,-0.0005,0.0086,0.0051,1.0160
9.031,0.0008,-0.0002,-0.0008,0.0038,0.0003,1.0232
9.034,0.0002,0.0003,-0.0005,-0.0010,-0.0020,1.0089
9.037,-0.0000,0.0003,-0.0013,-0.0178,-0.0044,0.9993
9.040,-0.0000,0.0009,-0.0013,-0.0106,0.0003,0.9993
9.043,-0.0003,0.0003,-0.0008,-0.0082,0.0075,1.0113
9.046,-0.0006,0.0009,-0.0008,-0.0106,0.0171,1.0304
9.049,-0.0008,0.0006,-0.0010,-0.0130,0.0027,1.0184
9.053,-0.0003,0.0001,-0.0010,0.0014,0.0027,1.0113
9.056,-0.0003,-0.0005,-0.0013,0.0062,0.0003,1.0137
9.059,-0.0003,-0.0002,-0.0010,-0.0034,-0.0044,1.0160
9.062,-0.0000,0.0001,-0.0010,0.0014,-0.0068,0.9969
9.065,0.0005,0.0003,-0.0016,0.0110,-0.0020,0.9993
9.068,0.0002,0.0003,-0.0016,0.0206,0.0099,1.0017
9.071,-0.0003,-0.0002,-0.0018,0.0182,0.0123,1.0065
9.074,0.0002,-0.0005,-0.0021,0.0158,0.0147,1.0089
9.078,-0.0003,-0.0002,-0.0016,0.0086,0.0267,1.0113
9.081,-0.0008,-0.0005,-0.0013,0.0086,0.0195,1.0113
9.084,-0.0003,-0.0005,-0.0016,0.0062,0.0099,1.0017
9.087,-0.0003,0.0003,-0.0016,0.0038,-0.0020,0.9969
9.090,-0.0000,0.0003,-0.0018,0.0206,0.0051,1.0041
9.093,-0.0003,0.0001,-0.0013,0.0325,0.0075,0.9921
9.096,-0.0006,0.0003,-0.0010,0.0349,0.0051,1.0017
9.099,-0.0008,0.0003,-0.0008,0.0349,0.0051,0.9945
9.103,-0.0006,0.0006,-0.0002,0.0158,0.0027,1.0041
9.106,-0.0000,-0.0002,0.0000,0.0229,-0.0044,1.0065
9.109,-0.0003,-0.0005,0.0003,0.0277,0.0099,1.0089
9.112,-0.0003,-0.0007,0.0003,0.0277,0.0147,0.9993
9.115,0.0002,-0.0002,0.0006,0.0229,0.0075,1.0113
9.118,0.0002,0.0003,0.0006,0.0134,0.0219,1.0328
9.121,0.0002,-0.0002,0.0008,0.0062,0.0243,1.0400
9.124,0.0002,0.0001,0.0003,0.0110,0.0219,1.0424
9.128,-0.0000,0.0001,0.0000,0.0158,0.0147,1.0352
9.131,-0.0000,0.0003,0.0006,0.0062,0.0123,1.0280
9.134,0.0002,-0.0002,0.0011,0.0086,0.0147,1.0208
9.137,-0.0000,0.0003,0.0011,-0.0034,0.0099,1.0113
9.140,-0.0000,-0.0002,0.0014,-0.0058,0.0195,1.0160
9.143,-0.0000,0.0001,0.0011,-0.0130,0.0123,1.0184
9.146,-0.0006,0.0003,0.0008,-0.0154,-0.0020,1.0256
9.149,-0.0008,0.0003,0.0011,-0.0106,0.0003,1.0160
9.152,-0.0011,0.0006,0.0006,-0.0082,0.0003,1.0208
9.156,-0.0006,0.0006,0.0008,-0.0154,0.0003,1.0280
9.159,-0.0008,0.0001,0.0011,-0.0106,0.0027,1.0208
9.162,-0.0008,0.0006,0.0014,0.0014,0.0099,0.9969
9.165,-0.0003,0.0009,0.0011,-0.0058,0.0147,1.0041
9.168,-0.0003,0.0009,0.0011,0.0086,0.0171,0.9945
9.171,-0.0006,0.0011,0.0014,0.0014,0.0099,0.9969
9.174,-0.0008,0.0017,0.0016,-0.0034,0.0099,1.0089
9.177,-0.0000,0.0011,0.0008,-0.0154,0.0027,1.0208
9.181,-0.0000,0.0017,0.0006,-0.0178,0.0003,1.0232
9.184,0.0002,0.0009,0.0008,-0.0154,0.0075,1.0089
9.187,-0.0000,0.0006,0.0008,-0.0130,0.0123,0.9969
9.190,0.0005,-0.0005,0.0011,-0.0034,0.0027,1.0065
9.193,0.0002,-0.0005,0.0006,-0.0178,0.0003,0.9993
9.196,0.0005,-0.0005,0.0008,-0.0297,-0.0116,1.0065
9.199,0.0005,-0.0013,0.0006,-0.0297,-0.0140,0.9969
9.202,0.0008,-0.0010,0.0003,-0.0273,-0.0140,1.0089
9.206,0.0008,-0.0002,-0.0002,-0.0345,-0.0236,1.0160
9.209,0.0002,0.0001,0.0006,-0.0297,-0.0308,1.0137
9.212,-0.0003,0.0001,0.0003,-0.0178,-0.0284,1.0184
9.215,-0.0003,0.0001,-0.0005,-0.0106,-0.0140,1.0208
9.218,-0.0006,0.0006,-0.0002,-0.0225,-0.0140,1.0352
9.221,0.0002,0.0001,-0.0008,-0.0345,-0.0044,1.0256
9.224,-0.0003,-0.0002,0.0000,-0.0297,-0.0020,1.0232
9.227,-0.0003,0.0001,-0.0002,-0.0249,-0.0140,1.0376
9.231,-0.0008,0.0006,-0.0010,-0.0393,-0.0188,1.0280
9.234,-0.0008,0.0001,-0.0010,-0.0345,0.0027,1.0208
9.237,-0.0014,0.0009,-0.0013,-0.0178,0.0027,1.0280
9.240,-0.0006,0.0003,-0.0010,-0.0082,0.0123,1.0089
9.243,-0.0003,0.0003,-0.0013,-0.0082,0.0147,0.9993
9.246,-0.0003,0.0006,-0.0010,-0.0058,0.0075,1.0017
9.249,-0.0008,0.0003,-0.0013,-0.0130,0.0051,1.0256
9.253,-0.0006,0.0003,-0.0016,-0.0106,0.0051,1.0304
9.256,-0.0003,0.0011,-0.0016,-0.0058,-0.0044,1.0184
9.259,-0.0006,0.0006,-0.0008,-0.0034,-0.0068,1.0304
9.262,-0.0000,0.0009,-0.0010,-0.0034,-0.0092,1.0256
9.265,-0.0003,0.0009,-0.0010,-0.0010,-0.0092,1.0304
9.268,-0.0003,0.0017,-0.0013,0.0014,-0.0068,1.0376
9.271,-0.0003,0.0011,-0.0010,0.0134,0.0027,1.0376
9.274,-0.0003,0.0006,-0.0005,0.0110,0.0099,1.0304
9.278,-0.0003,0.0003,-0.0005,0.0038,0.0051,1.0256
9.281,-0.0011,0.0003,-0.0002,0.0134,0.0171,1.0280
9.284,-0.0008,0.0009,0.0000,0.0134,0.0243,1.0352
9.287,-0.0006,0.0003,0.0000,0.0110,0.0267,1.0424
9.290,-0.0000,0.0006,-0.0002,0.0134,0.0219,1.0400
9.293,0.0002,0.0009,0.0000,0.0206,0.0147,1.0232
9.296,-0.0003,0.0001,0.0003,0.0182,0.0243,1.0137
9.299,-0.0003,0.0001,0.0011,0.0014,0.0219,1.0304
9.303,-0.0000,0.0001,0.0003,-0.0106,0.0147,1.0328
9.306,0.0002,0.0001,-0.0002,-0.0130,0.0171,1.0184
9.309,-0.0000,0.0011,-0.0002,-0.0297,0.0147,1.0089
9.312,0.0008,0.0014,-0.0002,-0.0417,0.0075,1.0208
9.315,0.0002,0.0006,-0.0002,-0.0417,0.0147,1.0184
9.318,0.0005,0.0014,-0.0002,-0.0369,0.0051,1.0256
9.321,-0.0000,0.0001,-0.0002,-0.0393,0.0003,1.0352
9.324,-0.0006,0.0001,-0.0008,-0.0393,-0.0044,1.0328
9.328,-0.0006,0.0001,-0.0002,-0.0393,-0.0116,1.0352
9.331,-0.0006,-0.0002,-0.0008,-0.0369,-0.0116,1.0304
9.334,-0.0000,0.0003,-0.0008,-0.0225,-0.0140,1.0160
9.337,-0.0000,-0.0002,-0.0008,-0.0297,-0.0116,1.0280
9.340,-0.0003,0.0001,-0.0005,-0.0249,-0.0068,1.0232
9.343,-0.0006,0.0003,-0.0002,-0.0201,-0.0188,1.0232
9.346,-0.0008,0.0001,-0.0005,-0.0058,-0.0140,1.0137
9.349,-0.0006,0.0003,-0.0005,0.0014,-0.0068,1.0017
9.353,-0.0003,0.0003,-0.0010,-0.0034,0.0051,0.9945
9.356,-0.0003,0.0003,-0.0010,-0.0034,0.0051,1.0065
9.359,-0.0006,0.0006,-0.0016,0.0014,0.0099,1.0160
9.362,-0.0003,0.0001,-0.0018,0.0038,0.0147,1.0113
9.365,-0.0000,-0.0002,-0.0018,0.0110,0.0147,1.0137
9.368,0.0002,-0.0002,-0.0021,0.0182,0.0171,1.0160
9.371,-0.0003,0.0003,-0.0010,0.0229,0.0123,1.0184
9.375,-0.0003,-0.0002,-0.0008,0.0134,0.0099,1.0208
9.378,-0.0006,-0.0002,-0.0008,0.0206,0.0171,1.0232
9.381,-0.0003,0.0009,-0.0010,0.0301,0.0099,1.0089
9.384,-0.0008,0.0009,-0.0010,0.0253,-0.0068,1.0089
9.387,-0.0003,0.0009,-0.0008,0.0277,-0.0044,1.0089
9.390,0.0002,0.0011,-0.0010,0.0134,-0.0068,1.0280
9.393,0.0002,0.0006,-0.0005,-0.0082,0.0075,1.0208
9.396,-0.0000,0.0001,-0.0002,-0.0034,0.0027,1.0184
9.400,-0.0000,0.0001,-0.0008,0.0110,-0.0068,1.0208
9.403,-0.0003,0.0006,-0.0010,0.0062,-0.0116,1.0256
9.406,-0.0003,0.0006,-0.0010,-0.0106,-0.0212,1.0041
9.409,-0.0003,0.0003,-0.0010,-0.0058,-0.0236,1.0089
9.412,-0.0003,0.0009,-0.0008,-0.0058,-0.0092,1.0137
9.415,0.0002,0.0006,-0.0008,0.0014,-0.0092,1.0160
9.418,-0.0000,0.0006,-0.0005,0.0062,-0.0140,1.0280
9.421,-0.0003,0.0009,-0.0010,-0.0058,-0.0116,1.0160
9.425,-0.0003,0.0001,-0.0008,-0.0154,-0.0116,1.0017
9.428,-0.0003,0.0001,-0.0008,-0.0082,0.0027,1.0113
9.431,-0.0006,0.0001,-0.0008,-0.0082,-0.0116,1.0065
9.434,0.0002,0.0009,-0.0005,-0.0106,-0.0116,1.0065
9.437,-0.0000,0.0009,-0.0010,-0.0082,-0.0068,0.9969
9.440,0.0005,0.0011,-0.0016,-0.0154,-0.0068,1.0137
9.443,0.0005,0.0009,-0.0010,-0.0178,-0.0188,1.0232
9.447,-0.0003,0.0009,-0.0013,-0.0154,-0.0140,1.0113
9.450,0.0002,0.0011,-0.0013,-0.0058,-0.0140,1.0017
9.453,-0.0000,0.0009,-0.0010,-0.0082,-0.0068,1.0041
9.456,-0.0000,0.0001,-0.0008,0.0014,-0.0164,0.9873
9.459,-0.0006,0.0006,-0.0010,-0.0010,-0.0140,0.9945
9.462,-0.0000,0.0001,-0.0010,0.0062,-0.0116,0.9945
9.465,-0.0003,-0.0007,-0.0008,-0.0034,-0.0116,1.0041
9.468,-0.0003,-0.0002,-0.0005,-0.0082,-0.0044,1.0376
9.472,-0.0011,-0.0005,-0.0005,-0.0010,-0.0020,1.0280
9.475,-0.0008,-0.0002,-0.0013,0.0182,0.0051,1.0017
9.478,-0.0006,0.0001,-0.0013,0.0206,0.0003,1.0160
9.481,-0.0000,-0.0005,-0.0008,0.0062,0.0051,1.0376
9.484,0.0002,-0.0002,-0.0008,0.0086,0.0099,1.0304
9.487,-0.0000,0.0001,-0.0005,0.0325,0.0051,1.0184
9.490,-0.0000,0.0001,-0.0008,0.0469,0.0051,1.0160
9.494,-0.0006,-0.0002,-0.0002,0.0469,0.0123,1.0232
9.497,-0.0003,-0.0010,-0.0002,0.0469,0.0147,1.0232
9.500,-0.0000,-0.0013,-0.0005,0.0253,0.0075,1.0256
9.503,-0.0003,-0.0010,-0.0008,0.0253,0.0147,1.0376
9.506,-0.0003,-0.0005,-0.0010,0.0206,0.0123,1.0496
9.509,-0.0000,0.0001,-0.0010,0.0229,0.0099,1.0567
9.512,-0.0006,-0.0002,-0.0005,0.0301,0.0027,1.0639
9.515,-0.0000,-0.0005,-0.0002,0.0349,0.0027,1.0567
9.519,-0.0006,-0.0005,-0.0005,0.0158,0.0027,1.0424
9.522,-0.0006,-0.0007,-0.0002,0.0134,-0.0020,1.0304
9.525,-0.0006,-0.0007,-0.0002,0.0301,0.0003,1.0184
9.528,-0.0006,-0.0007,-0.0002,0.0301,0.0027,1.0208
9.531,-0.0006,-0.0007,-0.0002,0.0134,0.0003,1.0304
9.534,-0.0008,-0.0005,0.0000,0.0062,-0.0068,1.0256
9.537,-0.0006,0.0003,-0.0002,0.0062,-0.0164,1.0256
9.540,-0.0003,0.0003,0.0003,0.0038,-0.0020,1.0280
9.544,-0.0000,0.0001,0.0000,0.0062,-0.0164,1.0376
9.547,-0.0000,-0.0002,0.0003,-0.0130,-0.0164,1.0065
9.550,-0.0000,-0.0005,0.0003,-0.0058,-0.0188,1.0184
