Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g)
11.619,-0.1231,-0.0306,0.0309,0.6574,-1.6900,0.8963
11.622,-0.1189,-0.0284,0.0019,0.7652,-1.6086,0.9179
11.625,-0.1157,-0.0236,-0.0258,0.8777,-1.4912,0.9562
11.629,-0.1170,-0.0178,-0.0522,0.9519,-1.4003,0.9466
11.632,-0.1136,-0.0098,-0.0804,0.9615,-1.3572,0.9777
11.635,-0.1133,-0.0002,-0.1233,0.9327,-1.3979,0.9873
11.638,-0.1096,0.0019,-0.1598,0.8561,-1.5487,0.9634
11.641,-0.1088,-0.0002,-0.2017,0.7221,-1.7426,1.0065
11.644,-0.1064,-0.0050,-0.2470,0.6478,-1.8384,0.9849
11.647,-0.1042,-0.0023,-0.2928,0.5928,-1.8504,0.9490
11.651,-0.1010,0.0009,-0.3346,0.5401,-1.7355,1.0256
11.654,-0.1010,0.0022,-0.3677,0.5090,-1.5415,1.0711
11.657,-0.1029,0.0014,-0.3885,0.4946,-1.3141,1.0041
11.660,-0.1005,0.0041,-0.3938,0.4443,-1.0579,0.9514
11.663,-0.0981,0.0097,-0.3877,0.4084,-0.9382,0.9682
11.666,-0.0970,0.0150,-0.3767,0.3940,-0.8640,0.9825
11.669,-0.0986,0.0206,-0.3634,0.4324,-0.8568,1.0280
11.672,-0.1016,0.0278,-0.3466,0.4826,-0.9071,1.1022
11.675,-0.1080,0.0296,-0.3306,0.5688,-0.9693,1.1022
11.679,-0.1114,0.0382,-0.3115,0.6837,-1.0172,1.0735
11.682,-0.1154,0.0470,-0.2880,0.7556,-1.0914,1.0975
11.685,-0.1205,0.0494,-0.2558,0.8322,-1.2303,1.0951
11.688,-0.1237,0.0494,-0.2310,0.8274,-1.3548,1.0448
11.691,-0.1242,0.0486,-0.2086,0.7939,-1.4314,0.9849
11.694,-0.1223,0.0499,-0.1910,0.7221,-1.5104,0.9610
11.697,-0.1202,0.0488,-0.1793,0.6407,-1.5343,0.9945
11.700,-0.1191,0.0486,-0.1758,0.6023,-1.5343,1.0304
11.704,-0.1165,0.0467,-0.1753,0.6071,-1.4984,1.0591
11.707,-0.1162,0.0456,-0.1772,0.6311,-1.4697,1.0975
11.710,-0.1186,0.0451,-0.1772,0.6383,-1.4170,1.0711
11.713,-0.1197,0.0526,-0.1732,0.6957,-1.3260,0.9442
11.716,-0.1178,0.0587,-0.1665,0.6790,-1.2231,0.9155
11.719,-0.1152,0.0624,-0.1574,0.6239,-1.1297,0.8820
11.722,-0.1120,0.0640,-0.1487,0.4874,-1.0435,0.9251
11.725,-0.1072,0.0590,-0.1407,0.3294,-0.9765,0.9179
11.728,-0.1029,0.0534,-0.1367,0.1810,-0.9573,0.9275
11.732,-0.0973,0.0456,-0.1377,0.0948,-0.9789,0.9251
11.735,-0.0925,0.0414,-0.1425,0.0541,-0.9909,0.9538
11.738,-0.0885,0.0403,-0.1519,0.0325,-1.0435,0.9394
11.741,-0.0858,0.0435,-0.1609,0.0445,-1.1010,0.9227
11.744,-0.0826,0.0526,-0.1718,0.0182,-1.1824,0.9131
11.747,-0.0778,0.0603,-0.1828,-0.0154,-1.2686,0.9179
11.750,-0.0667,0.0635,-0.1929,-0.0728,-1.3500,0.9059
11.753,-0.0464,0.0632,-0.2022,-0.1183,-1.3739,0.8461
11.757,-0.0174,0.0635,-0.2091,-0.1399,-1.3596,0.7814
11.760,0.0343,0.0680,-0.2126,-0.1279,-1.3093,0.7072
11.763,0.0802,0.0749,-0.2097,-0.0848,-1.2877,0.6880
11.766,0.1297,0.0864,-0.2014,-0.0273,-1.2662,0.6617
11.769,0.1806,0.1021,-0.1894,0.0182,-1.2159,0.7072
11.772,0.2273,0.1202,-0.1726,0.0158,-1.1680,0.7958
11.775,0.2696,0.1386,-0.1566,-0.0178,-1.1201,0.8604
11.778,0.3064,0.1567,-0.1428,-0.0776,-1.0675,0.9227
11.782,0.3392,0.1762,-0.1337,-0.1351,-1.0220,0.9394
11.785,0.3698,0.1943,-0.1305,-0.1877,-0.9693,0.9370
11.788,0.4103,0.2191,-0.1343,-0.2117,-0.9118,0.8939
11.791,0.4404,0.2362,-0.1412,-0.2117,-0.8520,0.8556
11.794,0.4695,0.2524,-0.1511,-0.2117,-0.8137,0.8508
11.797,0.4977,0.2647,-0.1633,-0.2165,-0.7897,0.8485
11.800,0.5228,0.2719,-0.1793,-0.2380,-0.7682,0.8772
11.803,0.5449,0.2737,-0.1958,-0.2739,-0.7299,0.8820
11.807,0.5641,0.2689,-0.2113,-0.3027,-0.7059,0.8485
11.810,0.5816,0.2620,-0.2243,-0.3266,-0.6844,0.7431
11.813,0.6040,0.2426,-0.2363,-0.3458,-0.6341,0.7527
11.816,0.6182,0.2151,-0.2385,-0.3170,-0.5336,0.8365
11.819,0.6272,0.1794,-0.2329,-0.2524,-0.4162,0.8987
11.822,0.6333,0.1392,-0.2206,-0.2045,-0.3133,0.9394
11.825,0.6376,0.0957,-0.2059,-0.1830,-0.2295,0.8724
11.828,0.6392,0.0590,-0.1956,-0.1925,-0.1505,0.8078
11.832,0.6395,0.0241,-0.1894,-0.2165,-0.0978,0.8269
11.835,0.6365,-0.0138,-0.1857,-0.2189,-0.0811,0.8772
11.838,0.6291,-0.0684,-0.1801,-0.1446,-0.0475,0.9586
11.841,0.6219,-0.1062,-0.1713,-0.0297,-0.0188,0.9370
11.844,0.6142,-0.1388,-0.1582,0.0852,0.0027,0.9370
11.847,0.6030,-0.1651,-0.1439,0.1714,0.0434,0.9825
11.850,0.5862,-0.1803,-0.1313,0.2312,0.1272,1.1166
11.853,0.5611,-0.1817,-0.1241,0.2456,0.2182,1.2555
11.857,0.5313,-0.1691,-0.1241,0.2336,0.2565,1.3584
11.860,0.5012,-0.1452,-0.1273,0.1977,0.2517,1.4039
11.863,0.4705,-0.1017,-0.1327,0.0732,0.1632,1.4063
11.866,0.4572,-0.0681,-0.1300,-0.0585,0.0841,1.3800
11.869,0.4537,-0.0364,-0.1185,-0.2141,0.0219,1.2914
11.872,0.4577,-0.0085,-0.0988,-0.4391,0.0027,1.2124
11.875,0.4668,0.0155,-0.0754,-0.6690,0.0243,1.1358
11.878,0.4772,0.0363,-0.0493,-0.8581,0.1033,1.1286
11.882,0.4841,0.0550,-0.0255,-0.9683,0.2086,1.1334
11.885,0.4855,0.0723,-0.0026,-1.0042,0.3092,1.1717
11.888,0.4799,0.0928,0.0264,-0.9850,0.4074,1.1836
11.891,0.4700,0.1059,0.0469,-0.9228,0.4385,1.1693
11.894,0.4583,0.1168,0.0656,-0.8509,0.4840,1.1429
11.897,0.4434,0.1234,0.0813,-0.7911,0.5199,1.1070
11.900,0.4279,0.1274,0.0938,-0.7097,0.5558,1.0663
11.903,0.4146,0.1306,0.1005,-0.5948,0.6204,1.0376
11.906,0.4039,0.1312,0.1005,-0.5110,0.7018,1.0256
11.909,0.3933,0.1280,0.0936,-0.4367,0.7880,1.0376
11.913,0.3850,0.1242,0.0794,-0.3745,0.8192,1.0232
11.916,0.3802,0.1221,0.0589,-0.3218,0.7880,0.9490
11.919,0.3810,0.1197,0.0277,-0.3290,0.6923,0.9035
11.922,0.3858,0.1131,0.0043,-0.3721,0.6468,0.8556
11.925,0.3943,0.1032,-0.0168,-0.4224,0.6133,0.8293
11.928,0.4052,0.0901,-0.0357,-0.5110,0.6109,0.8245
11.931,0.4162,0.0731,-0.0514,-0.6235,0.6348,0.8245
11.934,0.4263,0.0528,-0.0645,-0.7408,0.6300,0.8389
11.937,0.4335,0.0326,-0.0756,-0.8701,0.6228,0.8772
11.940,0.4351,0.0150,-0.0863,-0.9874,0.6540,0.9179
11.944,0.4271,0.0049,-0.0959,-1.1023,0.7210,1.0113
11.947,0.4098,0.0006,-0.1036,-1.1957,0.8024,1.0711
11.950,0.3762,-0.0013,-0.1063,-1.2795,0.9149,1.1022
11.953,0.3480,-0.0010,-0.1015,-1.3106,1.0035,1.1310
11.956,0.3186,-0.0005,-0.0906,-1.3465,1.1065,1.1525
11.959,0.2912,0.0006,-0.0748,-1.4064,1.1831,1.1310
11.962,0.2659,0.0014,-0.0573,-1.4543,1.2381,1.1142
11.965,0.2456,0.0027,-0.0381,-1.5189,1.2717,1.1046
11.968,0.2291,0.0046,-0.0197,-1.5548,1.3028,1.0927
11.972,0.2155,0.0065,-0.0008,-1.5644,1.3291,1.0807
11.975,0.2065,0.0035,0.0174,-1.5309,1.3579,1.0903
11.978,0.1985,-0.0042,0.0435,-1.3896,1.3866,1.1429
11.981,0.1942,-0.0127,0.0643,-1.2675,1.3866,1.1860
11.984,0.1905,-0.0234,0.0858,-1.1191,1.3746,1.2291
11.987,0.1873,-0.0362,0.1064,-0.9922,1.3459,1.2818
11.990,0.1836,-0.0522,0.1253,-0.8892,1.2884,1.3369
11.993,0.1801,-0.0700,0.1397,-0.7959,1.2190,1.3800
11.996,0.1777,-0.0903,0.1493,-0.7193,1.1591,1.4398
11.999,0.1769,-0.1132,0.1543,-0.6570,1.1256,1.5069
12.003,0.1788,-0.1385,0.1559,-0.6091,1.1208,1.5643
12.006,0.1865,-0.1734,0.1556,-0.5541,1.1113,1.5811
12.009,0.1963,-0.1995,0.1532,-0.5469,1.1208,1.5619
12.012,0.2115,-0.2248,0.1514,-0.5612,1.0921,1.5236
12.015,0.2291,-0.2496,0.1474,-0.5948,1.0610,1.4877
12.018,0.2483,-0.2728,0.1423,-0.6259,1.0370,1.4518
12.021,0.2691,-0.2949,0.1373,-0.6546,1.0418,1.4278
12.024,0.2901,-0.3157,0.1330,-0.6642,1.0873,1.4159
12.028,0.3104,-0.3349,0.1295,-0.6642,1.1496,1.3824
12.031,0.3352,-0.3549,0.1263,-0.6043,1.2645,1.3584
12.034,0.3533,-0.3663,0.1269,-0.5493,1.3339,1.3512
12.037,0.3703,-0.3754,0.1285,-0.5181,1.3770,1.3417
12.040,0.3861,-0.3815,0.1306,-0.5134,1.4033,1.3081
12.043,0.4013,-0.3871,0.1325,-0.5564,1.4273,1.2531
12.046,0.4156,-0.3916,0.1338,-0.6139,1.4728,1.2004
12.049,0.4298,-0.3988,0.1338,-0.6762,1.5231,1.1549
12.052,0.4426,-0.4068,0.1338,-0.7312,1.5805,1.0927
12.056,0.4537,-0.4135,0.1330,-0.7623,1.6380,1.0137
12.059,0.4665,-0.4207,0.1330,-0.8126,1.6667,0.8987
12.062,0.4732,-0.4249,0.1306,-0.8485,1.6308,0.8221
12.065,0.4791,-0.4300,0.1255,-0.8725,1.5757,0.7503
12.068,0.4823,-0.4300,0.1181,-0.8390,1.5494,0.6713
12.071,0.4817,-0.4244,0.1117,-0.7743,1.5422,0.5923
12.074,0.4767,-0.4145,0.1064,-0.7001,1.5805,0.5133
12.077,0.4663,-0.4018,0.1032,-0.6379,1.6236,0.4797
12.080,0.4516,-0.3884,0.1008,-0.5804,1.6619,0.4965
12.084,0.4322,-0.3775,0.1000,-0.5349,1.6835,0.5348
12.087,0.3986,-0.3714,0.1013,-0.4655,1.6739,0.6138
12.090,0.3695,-0.3722,0.1016,-0.3769,1.6476,0.6497
12.093,0.3378,-0.3738,0.1000,-0.2476,1.6116,0.6617
12.096,0.3035,-0.3732,0.0965,-0.0824,1.6236,0.6761
12.099,0.2688,-0.3655,0.0909,0.0972,1.6308,0.6809
12.102,0.2352,-0.3530,0.0818,0.2504,1.6499,0.6952
12.105,0.2059,-0.3386,0.0696,0.3701,1.6643,0.7455
12.108,0.1825,-0.3250,0.0528,0.4611,1.6954,0.8006
12.112,0.1662,-0.3120,0.0323,0.5281,1.7122,0.8317
12.115,0.1580,-0.2984,0.0022,0.5664,1.7409,0.8892
12.118,0.1601,-0.2901,-0.0197,0.5545,1.7457,0.9466
12.121,0.1676,-0.2866,-0.0405,0.5329,1.7601,1.0232
12.124,0.1766,-0.2861,-0.0589,0.5329,1.7816,1.0879
12.127,0.1881,-0.2880,-0.0722,0.5377,1.8295,1.1621
12.130,0.1985,-0.2893,-0.0820,0.5162,1.8702,1.2459
12.133,0.2057,-0.2885,-0.0906,0.5066,1.9109,1.3081
12.136,0.2102,-0.2842,-0.0954,0.4659,1.9612,1.3417
12.139,0.2115,-0.2757,-0.0991,0.4156,2.0282,1.3800
12.143,0.2118,-0.2645,-0.1010,0.3533,2.0641,1.3800
12.146,0.2129,-0.2453,-0.1044,0.2552,2.0785,1.2914
12.149,0.2150,-0.2248,-0.1079,0.2025,2.0761,1.1789
12.152,0.2195,-0.1976,-0.1105,0.1307,2.0354,1.0256
12.155,0.2267,-0.1641,-0.1124,0.0589,1.9803,0.8580
12.158,0.2344,-0.1265,-0.1135,-0.0201,1.9444,0.7168
12.161,0.2408,-0.0860,-0.1124,-0.0896,1.9373,0.6186
12.164,0.2438,-0.0436,-0.1097,-0.1566,1.9444,0.5803
12.167,0.2422,-0.0066,-0.1058,-0.2428,1.9803,0.5827
12.171,0.2334,0.0249,-0.1018,-0.3266,2.0330,0.6090
12.174,0.2142,0.0555,-0.0964,-0.3505,2.0953,0.6306
12.177,0.1958,0.0715,-0.0924,-0.3051,2.1120,0.6426
12.180,0.1745,0.0835,-0.0890,-0.1925,2.1120,0.6186
12.183,0.1518,0.0928,-0.0842,-0.0537,2.0953,0.6186
12.186,0.1273,0.0987,-0.0810,0.1020,2.0761,0.6593
12.189,0.1009,0.0995,-0.0796,0.2504,2.0618,0.7599
12.192,0.0735,0.0920,-0.0810,0.3821,2.0641,0.8892
12.195,0.0450,0.0784,-0.0855,0.5018,2.1025,1.0256
12.198,0.0181,0.0598,-0.0940,0.6239,2.1479,1.1477
12.202,-0.0131,0.0336,-0.1095,0.7723,2.2150,1.3321
12.205,-0.0302,0.0131,-0.1249,0.8585,2.2365,1.4374
12.208,-0.0389,-0.0066,-0.1441,0.8896,2.2581,1.5404
12.211,-0.0381,-0.0244,-0.1668,0.8873,2.2724,1.6122
12.214,-0.0259,-0.0415,-0.1910,0.8370,2.2748,1.6433
12.217,-0.0024,-0.0594,-0.2150,0.7747,2.2796,1.6625
12.220,0.0309,-0.0777,-0.2363,0.7149,2.2988,1.6625
12.223,0.0727,-0.0956,-0.2531,0.6478,2.3107,1.6649
12.226,0.1201,-0.1132,-0.2664,0.5473,2.3179,1.6457
12.230,0.1726,-0.1305,-0.2768,0.4204,2.3203,1.5931
12.233,0.2459,-0.1545,-0.2859,0.2648,2.2868,1.4901
12.236,0.3013,-0.1718,-0.2909,0.1618,2.2341,1.3848
12.239,0.3560,-0.1873,-0.2939,0.0804,2.1551,1.2531
12.242,0.4074,-0.1984,-0.2968,0.0182,2.0689,1.1262
12.245,0.4511,-0.2059,-0.2973,-0.0154,2.0019,0.9849
12.248,0.4871,-0.2080,-0.2971,-0.0369,1.9277,0.8748
12.251,0.5124,-0.2056,-0.2952,-0.0369,1.8846,0.7551
12.254,0.5257,-0.2008,-0.2931,-0.0489,1.8295,0.6713
12.258,0.5281,-0.1931,-0.2907,-0.0656,1.7457,0.6138
12.261,0.5132,-0.1801,-0.2891,-0.0704,1.6476,0.5133
12.264,0.4895,-0.1657,-0.2885,-0.0513,1.5925,0.4319
12.267,0.4575,-0.1468,-0.2867,-0.0082,1.5638,0.3648
12.270,0.4191,-0.1238,-0.2840,0.0517,1.5614,0.3624
12.273,0.3746,-0.0991,-0.2829,0.1067,1.5733,0.3552
12.276,0.3256,-0.0716,-0.2835,0.1690,1.5925,0.3936
12.279,0.2739,-0.0452,-0.2869,0.2097,1.6116,0.4414
12.282,0.2233,-0.0210,-0.2928,0.2408,1.6164,0.4893
12.285,0.1764,-0.0015,-0.3008,0.3007,1.5901,0.5252
12.289,0.1241,0.0190,-0.3157,0.3438,1.5614,0.5252
12.292,0.0956,0.0302,-0.3290,0.3677,1.5542,0.5324
12.295,0.0764,0.0379,-0.3440,0.3893,1.5542,0.5133
12.298,0.0660,0.0432,-0.3586,0.4156,1.5470,0.4797
12.301,0.0631,0.0459,-0.3746,0.4204,1.5494,0.4606
12.304,0.0666,0.0470,-0.3906,0.4300,1.5518,0.4558
12.307,0.0735,0.0446,-0.4061,0.4419,1.5733,0.4869
12.310,0.0815,0.0368,-0.4207,0.4515,1.5925,0.5204
12.313,0.0919,0.0251,-0.4348,0.4395,1.6021,0.5588
12.316,0.1007,0.0081,-0.4487,0.4204,1.6308,0.5803
12.320,0.1113,-0.0178,-0.4657,0.3964,1.6547,0.5252
12.323,0.1180,-0.0351,-0.4783,0.3845,1.6859,0.4893
12.326,0.1225,-0.0492,-0.4900,0.3749,1.7074,0.4438
12.329,0.1252,-0.0602,-0.5004,0.3318,1.7146,0.4367
12.332,0.1257,-0.0695,-0.5084,0.2624,1.7170,0.4630
12.335,0.1244,-0.0775,-0.5148,0.1714,1.7290,0.4726
12.338,0.1204,-0.0847,-0.5177,0.0804,1.7553,0.4821
12.341,0.1153,-0.0913,-0.5182,0.0038,1.7936,0.4893
12.345,0.1073,-0.0988,-0.5145,-0.0872,1.8391,0.5157
12.348,0.1017,-0.1036,-0.5086,-0.1375,1.8678,0.5300
12.351,0.0972,-0.1060,-0.5009,-0.1734,1.8559,0.5181
12.354,0.0940,-0.1057,-0.4943,-0.1997,1.8367,0.4797
12.357,0.0927,-0.1020,-0.4871,-0.1877,1.8128,0.4534
12.360,0.0922,-0.0977,-0.4791,-0.1255,1.8080,0.4845
12.363,0.0810,-0.0983,-0.4639,-0.0585,1.8080,0.5133
12.366,0.0796,-0.0991,-0.4458,-0.0417,1.7433,0.4414
12.370,0.0959,-0.0985,-0.4332,0.0014,1.6691,0.4486
12.373,0.1089,-0.0932,-0.4346,0.0565,1.6739,0.4845
12.376,0.1175,-0.0836,-0.4434,0.1139,1.6978,0.5659
12.379,0.1161,-0.0727,-0.4596,0.2408,1.7649,0.6402
12.382,0.1047,-0.0609,-0.4772,0.3677,1.8223,0.7359
12.385,0.0863,-0.0522,-0.4913,0.4443,1.8199,0.8293
12.388,0.0652,-0.0490,-0.5041,0.5042,1.7960,0.8892
12.391,0.0450,-0.0530,-0.5148,0.5257,1.7744,0.8772
12.395,0.0269,-0.0633,-0.5262,0.5497,1.7649,0.8628
12.398,0.0186,-0.0743,-0.5332,0.5712,1.7912,0.8748
12.401,0.0125,-0.0865,-0.5372,0.5688,1.8199,0.8796
12.404,0.0080,-0.1036,-0.5401,0.5353,1.8247,0.8820
12.407,0.0064,-0.1209,-0.5420,0.5018,1.8247,0.8700
12.410,0.0061,-0.1382,-0.5454,0.4826,1.8104,0.8341
12.413,0.0082,-0.1526,-0.5499,0.4707,1.7864,0.8101
12.416,0.0109,-0.1627,-0.5569,0.4419,1.7553,0.7862
12.419,0.0119,-0.1691,-0.5665,0.4252,1.7242,0.7647
12.423,0.0082,-0.1734,-0.5822,0.4324,1.6907,0.7742
12.426,0.0005,-0.1718,-0.5952,0.4371,1.7026,0.8293
12.429,-0.0107,-0.1697,-0.6104,0.4324,1.7409,0.9562
12.432,-0.0264,-0.1675,-0.6251,0.3821,1.7816,1.0783
12.435,-0.0403,-0.1694,-0.6376,0.3126,1.7936,1.1477
12.438,-0.0480,-0.1742,-0.6488,0.2049,1.7912,1.1884
12.441,-0.0477,-0.1811,-0.6573,0.0900,1.7649,1.1932
12.444,-0.0387,-0.1918,-0.6643,-0.0297,1.7242,1.1980
12.447,-0.0152,-0.2118,-0.6717,-0.1973,1.6763,1.1908
12.451,0.0090,-0.2299,-0.6768,-0.3051,1.6212,1.1812
12.454,0.0383,-0.2507,-0.6818,-0.3817,1.5829,1.1142
12.457,0.0695,-0.2688,-0.6858,-0.4056,1.5446,1.0041
12.460,0.1009,-0.2824,-0.6869,-0.4008,1.5446,0.8724
12.463,0.1303,-0.2893,-0.6842,-0.3553,1.5638,0.7718
12.466,0.1556,-0.2906,-0.6786,-0.3170,1.6045,0.7144
12.469,0.1753,-0.2885,-0.6717,-0.3027,1.6212,0.6880
12.472,0.1865,-0.2848,-0.6635,-0.3218,1.6212,0.6617
12.476,0.1905,-0.2832,-0.6563,-0.3745,1.5685,0.6234
12.479,0.1862,-0.2837,-0.6533,-0.3553,1.4776,0.5875
12.482,0.1790,-0.2877,-0.6485,-0.3338,1.4249,0.4869
12.485,0.1681,-0.2893,-0.6472,-0.2859,1.4105,0.3409
12.488,0.1534,-0.2818,-0.6483,-0.2189,1.3770,0.2236
12.491,0.1348,-0.2685,-0.6528,-0.1710,1.3363,0.1517
12.494,0.1119,-0.2491,-0.6621,-0.1111,1.2860,0.1637
12.497,0.0831,-0.2291,-0.6754,-0.0776,1.2405,0.2523
12.500,0.0482,-0.2131,-0.6922,-0.0369,1.2214,0.3552
12.504,-0.0003,-0.1960,-0.7149,0.0397,1.2022,0.4893
12.507,-0.0336,-0.1905,-0.7295,0.0828,1.2022,0.5827
12.510,-0.0627,-0.1897,-0.7407,0.1115,1.2142,0.6138
12.513,-0.0850,-0.1936,-0.7487,0.1403,1.2214,0.6042
12.516,-0.0997,-0.1979,-0.7557,0.1618,1.2286,0.5899
12.519,-0.1064,-0.2027,-0.7594,0.2025,1.2118,0.5133
12.522,-0.1016,-0.2067,-0.7615,0.1929,1.1855,0.4654
12.525,-0.0901,-0.2123,-0.7636,0.1714,1.1903,0.4534
12.528,-0.0762,-0.2158,-0.7655,0.1834,1.2118,0.4055
12.532,-0.0555,-0.2152,-0.7652,0.1834,1.2788,0.3936
12.535,-0.0419,-0.2123,-0.7655,0.1522,1.3315,0.3864
12.538,-0.0304,-0.2067,-0.7652,0.1259,1.3866,0.3552
12.541,-0.0216,-0.2038,-0.7655,0.0421,1.4440,0.3505
12.544,-0.0171,-0.2022,-0.7671,-0.0441,1.4656,0.3337
12.547,-0.0152,-0.2040,-0.7687,-0.0968,1.4632,0.2834
12.550,-0.0155,-0.2048,-0.7676,-0.0632,1.4249,0.1900
12.553,-0.0182,-0.2035,-0.7618,-0.0417,1.3626,0.1278
12.556,-0.0294,-0.1974,-0.7506,0.0206,1.2693,0.0464
12.560,-0.0435,-0.1883,-0.7413,0.0373,1.2070,0.0464
12.563,-0.0635,-0.1787,-0.7365,0.0613,1.1615,0.0464
12.566,-0.0877,-0.1673,-0.7341,0.1067,1.0969,0.0727
12.569,-0.1176,-0.1598,-0.7354,0.1474,1.0107,0.1637
12.572,-0.1519,-0.1537,-0.7383,0.2121,0.9125,0.2403
12.575,-0.1887,-0.1521,-0.7405,0.2576,0.8335,0.3409
12.578,-0.2265,-0.1566,-0.7434,0.2935,0.7545,0.3864
12.581,-0.2630,-0.1635,-0.7453,0.3103,0.7018,0.4247
12.584,-0.3107,-0.1809,-0.7509,0.3270,0.6611,0.4965
12.588,-0.3438,-0.1968,-0.7570,0.3438,0.6372,0.5564
12.591,-0.3742,-0.2179,-0.7663,0.3462,0.5965,0.6186
12.594,-0.4021,-0.2437,-0.7775,0.3797,0.5702,0.6617
12.597,-0.4274,-0.2717,-0.7900,0.4108,0.5534,0.7096
12.600,-0.4501,-0.3008,-0.8034,0.4898,0.5797,0.7503
12.603,-0.4722,-0.3234,-0.8156,0.6000,0.6252,0.7647
12.606,-0.4914,-0.3383,-0.8252,0.7268,0.6492,0.7958
12.609,-0.5061,-0.3479,-0.8343,0.7987,0.6851,0.8556
12.612,-0.5212,-0.3535,-0.8508,0.8729,0.7018,0.9634
12.616,-0.5276,-0.3522,-0.8678,0.9160,0.7090,1.0591
12.619,-0.5295,-0.3469,-0.8881,0.9615,0.7282,1.1046
12.622,-0.5250,-0.3370,-0.9094,1.0046,0.7258,1.1166
12.625,-0.5124,-0.3234,-0.9313,1.0405,0.7234,1.1094
12.628,-0.4909,-0.3077,-0.9507,1.0309,0.7354,1.1046
12.631,-0.4605,-0.2901,-0.9664,1.0189,0.7497,1.0855
12.634,-0.4227,-0.2752,-0.9795,0.9687,0.7641,1.0903
12.637,-0.3813,-0.2637,-0.9904,0.9256,0.7713,1.1022
12.640,-0.3254,-0.2501,-1.0021,0.8968,0.7018,1.1142
12.644,-0.2878,-0.2405,-1.0064,0.9399,0.6348,1.1334
12.647,-0.2556,-0.2299,-1.0069,1.0165,0.5845,1.1669
12.650,-0.2303,-0.2171,-1.0053,1.0596,0.5797,1.2004
12.653,-0.2100,-0.2019,-1.0051,1.0836,0.6037,1.2435
12.656,-0.1954,-0.1854,-1.0035,1.1363,0.6396,1.3129
12.659,-0.1874,-0.1678,-0.9981,1.1746,0.6611,1.4039
12.662,-0.1852,-0.1521,-0.9888,1.1650,0.7066,1.4901
12.665,-0.1887,-0.1377,-0.9726,1.1243,0.7641,1.5356
12.669,-0.1895,-0.1332,-0.9568,1.0501,0.7952,1.5284
12.672,-0.1898,-0.1361,-0.9384,0.9734,0.8407,1.4781
12.675,-0.1882,-0.1401,-0.9158,0.9495,0.8886,1.4039
12.678,-0.1839,-0.1430,-0.8884,0.9375,0.9413,1.3177
12.681,-0.1786,-0.1476,-0.8572,0.9088,1.0035,1.2531
12.684,-0.1740,-0.1531,-0.8241,0.8633,1.0610,1.1884
12.687,-0.1687,-0.1587,-0.7916,0.7987,1.0801,1.1405
12.690,-0.1636,-0.1670,-0.7602,0.7364,1.0945,1.0807
12.693,-0.1583,-0.1755,-0.7202,0.7149,1.1184,1.0160
12.697,-0.1589,-0.1779,-0.6938,0.7604,1.1304,1.0184
12.700,-0.1647,-0.1761,-0.6709,0.8585,1.1544,1.0879
12.703,-0.1762,-0.1683,-0.6520,0.9758,1.1903,1.2267
12.706,-0.1954,-0.1566,-0.6373,1.0836,1.2286,1.4781
12.709,-0.2217,-0.1460,-0.6272,1.1817,1.2788,1.7271
12.712,-0.2500,-0.1396,-0.6187,1.2440,1.2836,1.9857
12.715,-0.2742,-0.1420,-0.6136,1.2703,1.2693,2.1988
12.718,-0.2892,-0.1491,-0.6115,1.2775,1.1998,2.3999
12.721,-0.2950,-0.1643,-0.6128,1.3134,1.0394,2.5220
12.725,-0.2838,-0.1707,-0.6152,1.3422,0.8838,2.5292
12.728,-0.2585,-0.1774,-0.6155,1.3637,0.7593,2.4837
12.731,-0.2215,-0.1825,-0.6115,1.4044,0.6468,2.4598
12.734,-0.1756,-0.1875,-0.6019,1.4236,0.5726,2.5028
12.737,-0.1274,-0.1947,-0.5875,1.4475,0.5390,2.6130
12.740,-0.0824,-0.2059,-0.5683,1.4834,0.5582,2.7375
12.743,-0.0440,-0.2195,-0.5443,1.4858,0.5917,2.8811
12.746,-0.0083,-0.2392,-0.5108,1.4834,0.6779,2.9961
12.749,0.0080,-0.2515,-0.4799,1.5050,0.7258,3.0248
12.753,0.0154,-0.2597,-0.4450,1.4954,0.7521,2.9673
12.756,0.0162,-0.2635,-0.4085,1.4882,0.7856,2.8452
12.759,0.0122,-0.2611,-0.3696,1.4834,0.8335,2.6728
12.762,0.0058,-0.2523,-0.3285,1.4595,0.8790,2.4957
12.765,-0.0027,-0.2389,-0.2853,1.4667,0.9221,2.3640
12.768,-0.0115,-0.2232,-0.2419,1.4762,0.9604,2.2443
12.771,-0.0214,-0.2070,-0.2006,1.4930,1.0322,2.1222
12.774,-0.0376,-0.1857,-0.1529,1.5792,1.1160,2.0025
12.777,-0.0531,-0.1659,-0.1225,1.6749,1.1831,1.9809
12.781,-0.0712,-0.1441,-0.0988,1.7204,1.2334,1.9857
12.784,-0.0896,-0.1244,-0.0839,1.7372,1.2669,1.9905
12.787,-0.1061,-0.1105,-0.0762,1.7324,1.2765,1.9833
12.790,-0.1191,-0.1036,-0.0700,1.7420,1.2477,1.9570
12.793,-0.1258,-0.1068,-0.0631,1.7420,1.2358,1.9426
12.796,-0.1271,-0.1201,-0.0573,1.7252,1.2118,1.9211
12.799,-0.1255,-0.1420,-0.0511,1.7372,1.2046,1.8995
12.802,-0.1184,-0.1763,-0.0426,1.7755,1.1807,1.8588
