time,type,distance
51.371482,D,60.17
51.365548,L,144.58
51.402094,R,595.02
51.415264,L,144.53
51.402458,R,607.60
51.421005,D,60.22
51.470526,D,60.19
51.464981,L,144.53
51.451814,R,620.13
51.519978,D,57.58
51.514727,L,144.67
51.500734,R,617.57
51.569570,D,60.19
51.564444,L,144.62
51.588025,R,248.13
51.614163,L,144.60
51.588246,R,255.76
51.618945,D,55.12
51.637463,R,263.19
51.668027,D,39.87
51.663884,L,144.53
51.718067,D,57.66
51.713601,L,144.55
51.696351,R,605.18
51.735986,R,278.26
51.767593,D,57.66
51.763320,L,144.53
51.785301,R,283.27
51.817119,D,57.65
51.813106,L,147.11
51.834533,R,288.42
51.866647,D,57.56
51.862819,L,147.09
51.883909,R,290.86
51.916171,D,57.56
51.912559,L,147.14
51.933289,R,295.87
51.965696,D,57.59
51.962275,L,147.09
51.982505,R,303.53
52.015220,D,57.68
52.012064,L,149.73
52.031720,R,310.96
52.064743,D,57.65
52.061851,L,152.19
52.114267,D,57.65
52.111562,L,152.27
52.129937,R,318.54
52.130157,R,326.14
52.163794,D,57.58
52.161420,L,157.37
52.179373,R,333.75
52.213243,D,55.23
52.210989,L,152.17
52.262760,D,55.11
52.260626,L,149.70
52.277585,R,341.23
52.277804,R,348.78
52.312285,D,54.99
52.310266,L,147.09
52.327018,R,356.28
52.361804,D,55.07
52.360204,L,154.83
52.376231,R,363.75
52.411402,D,57.68
52.409560,L,142.06
52.425520,R,373.87
52.460848,D,55.11
52.459132,L,136.91
52.510447,D,57.65
52.508705,L,131.88
52.523651,R,378.90
52.523942,R,388.94
52.559968,D,57.66
52.558354,L,129.27
52.609493,D,57.65
52.607925,L,124.21
52.622150,R,396.51
52.622368,R,404.06
52.659017,D,57.65
52.657573,L,121.60
52.671576,R,411.44
52.708538,D,57.65
52.707146,L,116.47
52.720208,R,398.93
52.757988,D,55.12
52.756791,L,113.98
52.770063,R,428.98
52.806605,D,23.76
52.806441,L,111.35
52.818178,R,398.88
52.857214,D,55.11
52.856086,L,108.86
52.868551,R,446.73
52.905831,D,23.74
52.905731,L,106.29
52.916303,R,403.89
52.956685,D,52.57
52.955600,L,111.37
53.006279,D,55.11
53.016058,R,461.81
53.005243,L,108.95
53.014531,R,409.02
53.055803,D,55.12
53.054889,L,106.29
53.105326,D,55.11
53.104461,L,101.26
53.112805,R,409.02
53.154851,D,55.11
53.154107,L,98.67
53.161869,R,408.88
53.204454,D,57.75
53.203750,L,96.13
53.213183,R,489.34
53.253464,D,39.87
53.253390,L,93.59
53.262071,R,484.26
53.303578,D,60.20
53.304805,L,152.26
53.303349,R,217.83
53.352732,D,47.50
53.352677,L,88.37
53.359907,R,479.32
53.402406,D,52.64
53.402388,L,88.49
53.452007,D,55.12
53.451957,L,83.38
53.457935,R,474.34
53.457865,R,471.94
53.501604,D,57.65
53.501675,L,83.34
53.506715,R,466.87
53.551274,D,62.74
53.551245,L,78.28
53.550252,R,278.16
53.600725,D,60.24
53.600813,L,73.18
53.599692,R,288.20
53.650250,D,60.20
53.650458,L,70.62
53.649086,R,298.27
53.699774,D,60.19
53.700104,L,68.07
53.698552,R,311.02
53.749301,D,60.20
53.749676,L,62.97
