Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g)
18.055,0.0006,0.0007,-0.0001,0.0125,-0.0156,1.0205
18.063,0.0004,0.0012,-0.0007,0.0053,-0.0156,1.03
18.071,0.0004,0.0009,0.0001,0.0149,-0.0012,1.0061
18.079,0.0006,0.0009,0.0009,0.0101,-0.006,1.0253
18.087,0.0004,0.0012,-0.0001,0.0029,0.0012,1.0516
18.095,0.0001,0.0007,0.0001,0.0101,-0.0012,1.0229
18.103,0.0001,0.0004,-0.0007,0.0053,0.0108,1.0229
18.111,0.0009,0.0012,0.0001,0.0053,0.0108,1.0133
18.119,0.0006,0.0009,-0.0001,-0.0019,0.0012,1.0253
18.127,0.0001,0.0007,0.0007,0.0077,-0.018,1.03
18.135,0.0001,0.0004,0.0007,0.0029,-0.0251,1.0348
18.143,0.0006,0.0007,0.0004,0.0125,-0.006,1.0468
18.151,0.0004,-0.0004,0.0007,0.0077,-0.018,1.0253
18.159,0.0001,-0.0001,0.0004,0.0053,-0.0108,1.0061
18.167,0.0001,0.0001,0.0012,0.0029,-0.0012,1.0253
18.175,0.0001,0.0007,-0.0004,0.0101,-0.0084,1.0133
18.183,0.0004,0.0007,0.0001,0.0125,0.0132,0.9846
18.191,0.0001,0.0001,-0.0001,0.0053,0.0299,1.0061
18.199,0.0004,0.0001,-0.0001,0.0173,-0.0036,1.0157
18.207,0.0004,0.0004,-0.0001,0.0245,-0.0036,1.0253
18.215,0.0006,-0.0004,-0.0007,0.0029,-0.0012,1.0229
18.223,0.0001,0.0001,-0.0009,0.0221,0.006,1.0253
18.231,-0.0004,0.0004,-0.0001,0.0245,0.0275,1.0277
18.239,0.0006,0.0001,0.0001,0.0269,0.018,1.0181
18.247,-0.0012,0.0001,0.0001,0.0197,0.0036,1.0109
18.255,0.0009,0.0004,0.0004,0.0125,-0.018,1.0253
18.263,0.0006,0.0004,0.0004,-0.009,0.0156,0.9989
18.271,-0.0012,-0.0004,-0.0004,-0.021,-0.0203,1.042
18.279,0.0006,0.0001,-0.0007,0.0005,-0.0227,1.042
18.287,0.0009,0.0015,0.0004,-0.0019,-0.006,1.0037
18.295,-0.0002,0.0012,0.0012,-0.0043,0.006,1.0037
18.303,-0.0007,0.0007,0.0004,-0.0019,0.0108,1.03
18.311,0.0012,0.0009,0.0007,0.0029,0.006,1.0109
18.319,-0.0002,0.0007,0.0007,0.0221,0.006,1.0253
18.327,0.0006,0.0004,0.0007,0.0197,-0.0132,1.0396
18.335,0.0004,0.0007,0.0004,0.0077,-0.018,1.0277
18.343,0.0004,0.0007,0.0007,0.0101,-0.0108,1.0324
18.351,-0.0002,0.0009,0.0001,-0.009,0.0012,1.0085
18.359,-0.0002,0.0007,0.0007,0.0293,0.0036,1.0013
18.367,-0.0004,0.0004,0.0001,0.0125,-0.0036,0.9941
18.375,-0.0004,0.0001,0.0001,0.0077,-0.0036,0.9846
18.383,0.0001,0.0004,-0.0007,0.0053,0.0156,1.0181
18.391,0.0006,0.0004,-0.0009,0.0005,0.0108,1.0085
18.399,-0.0002,0.0009,-0.0004,0.0149,0.0012,1.0133
18.407,0.0001,0.0009,-0.0007,0.0053,0.006,1.0229
18.415,-0.0004,0.0007,-0.0009,0.0125,-0.006,1.0085
18.423,-0.001,0.0007,-0.0004,0.0005,0.0036,1.0372
18.431,-0.0002,0.0004,-0.0001,0.0173,0.0132,1.0277
18.439,0.0001,-0.0001,0.0004,0.0221,-0.0108,1.0013
18.447,0.0004,-0.0001,0.0009,0.0077,-0.0108,0.9822
18.455,0.0004,-0.0004,0.0012,0.0125,-0.0108,0.9702
18.463,-0.0002,0.0001,0.0007,0.0197,-0.006,1.0157
18.471,-0.0002,-0.0007,0.0001,-0.0162,-0.0084,1.0324
18.479,-0.0004,-0.0004,-0.0007,-0.0186,-0.006,1.0229
18.487,-0.0002,-0.0004,-0.0007,-0.0138,0.0012,1.0181
18.495,-0.0004,0.0001,-0.0001,-0.0138,-0.006,1.0133
18.503,0.0004,0.0001,0.0001,0.0029,-0.018,1.0085
18.511,-0.0007,0.0009,0.0001,0.0293,-0.0012,1.0085
18.519,0.0004,-0.0001,-0.0004,0.0173,-0.0108,1.0109
18.527,0.0006,-0.0001,-0.0001,0.0029,0.0108,1.0085
18.535,0.0004,-0.0001,-0.0001,0.0101,0.018,1.0109
18.543,0.0004,0.0009,0.0001,0.0173,0.0108,1.0229
18.551,-0.0004,0.0012,0.0004,0.0197,-0.0036,1.0277
