time,Channel 0 (Roll),Channel 1 (Pitch),Channel 2 (Throttle),Channel 3 (Yaw),Aux 1 (Arm),Aux 2 (Angle/Horizon),Aux 3 (Failsafe)
13872,1500,1500,885,1500,1500,1200,1500
13972,1500,1500,885,1500,1500,1200,1500
14072,1500,1500,885,1500,1500,1200,1500
14172,1500,1500,885,1500,1500,1200,1500
14272,1500,1500,885,1500,1500,1200,1500
14372,1500,1500,885,1500,1500,1200,1500
14472,1500,1500,885,1500,1500,1200,1500
14572,1500,1500,885,1500,1500,1200,1500
14672,1500,1500,885,1500,1500,1200,1500
14772,1500,1500,885,1500,1500,1200,1500
14872,1500,1500,885,1500,1500,1200,1500
14972,1500,1500,885,1500,1500,1200,1500
15072,1500,1500,885,1500,1500,1200,1500
15172,1500,1500,885,1500,1500,1200,1500
15272,1500,1500,885,1500,1500,1200,1500
15372,1500,1500,885,1500,1500,1200,1500
15472,1500,1500,885,1500,1500,1200,1500
15572,1500,1500,885,1500,1500,1200,1500
15672,1500,1500,885,1500,1500,1200,1500
15772,1500,1500,885,1500,1500,1200,1500
15872,1500,1500,885,1500,1500,1200,1500
15972,1500,1500,885,1500,1500,1200,1500
16072,1500,1500,885,1500,1500,1200,1500
16172,1500,1500,885,1500,1500,1200,1500
16272,1500,1500,885,1500,1500,1200,1500
16372,1500,1500,885,1500,1500,1200,1500
16472,1500,1500,885,1500,1500,1200,1500
16572,1500,1500,885,1500,1500,1200,1500
16672,1500,1500,885,1500,1500,1200,1500
16772,1500,1500,885,1500,1500,1200,1500
16872,1500,1500,885,1500,1500,1200,1500
16972,1500,1500,885,1500,1500,1200,1500
17072,1500,1500,885,1500,1500,1200,1500
17172,1500,1500,885,1500,1500,1200,1500
17272,1500,1500,885,1500,1500,1200,1500
17372,1500,1500,885,1500,1500,1200,1500
17472,1500,1500,885,1500,1500,1200,1500
17572,1500,1500,885,1500,1500,1200,1500
17672,1500,1500,885,1500,1500,1200,1500
17772,1500,1500,885,1500,1500,1200,1500
17872,1500,1500,885,1500,1500,1200,1500
17972,1500,1500,885,1500,1500,1200,1500
18072,1500,1500,885,1500,1500,1200,1500
18172,1500,1500,885,1500,1500,1200,1500
18272,1500,1500,885,1500,1500,1200,1500
18372,1500,1500,885,1500,1500,1200,1500
18472,1500,1500,885,1500,1500,1200,1500
18572,1500,1500,885,1500,1500,1200,1500
18672,1500,1500,885,1500,1500,1200,1500
18772,1500,1500,885,1500,1500,1200,1500
18872,1500,1500,885,1500,1500,1200,1500
18972,1500,1500,885,1500,1500,1200,1500
19072,1500,1500,885,1500,1500,1200,1500
19172,1500,1500,885,1500,1500,1200,1500
19272,1500,1500,885,1500,1500,1200,1500
19372,1500,1500,885,1500,1500,1200,1500
19572,1500,1500,885,1500,1500,1200,1500
19672,1500,1500,885,1500,1500,1200,1500
19774,1500,1500,885,1500,1500,1200,1500
19872,1500,1500,885,1500,1500,1200,1500
19972,1500,1500,885,1500,1500,1200,1500
20072,1500,1500,885,1500,1500,1200,1500
20172,1500,1500,885,1500,1500,1200,1500
20372,1500,1500,885,1500,1500,1200,1500
20472,1500,1500,885,1500,1500,1200,1500
20572,1500,1500,885,1500,1500,1200,1500
20672,1500,1500,885,1500,1500,1200,1500
20772,1500,1500,885,1500,1500,1200,1500
20872,1500,1500,885,1500,1500,1200,1500
20972,1500,1500,885,1500,1500,1200,1500
21072,1500,1500,1500,1500,1500,1200,1500
21172,1500,1500,1500,1500,1500,1200,1500
21272,1500,1500,1500,1500,1500,1200,1500
21372,1500,1500,1500,1500,1500,1200,1500
21472,1500,1500,1500,1500,1500,1200,1500
21572,1500,1500,1500,1500,1500,1200,1500
21672,1500,1500,1500,1500,1500,1200,1500
21772,1500,1500,1500,1500,1500,1200,1500
21872,1500,1500,1500,1500,1500,1200,1500
21972,1500,1500,1500,1500,1500,1200,1500
22072,1500,1500,1500,1500,1500,1200,1500
22172,1500,1500,1500,1500,1500,1200,1500
22272,1500,1500,1500,1500,1500,1200,1500
22372,1500,1500,1500,1500,1500,1200,1500
22472,1500,1500,1500,1500,1500,1200,1500
22572,1500,1500,1500,1500,1500,1200,1500
22672,1500,1500,1500,1500,1500,1200,1500
22772,1500,1500,1500,1500,1500,1200,1500
22872,1500,1500,1500,1500,1500,1200,1500
22972,1500,1500,1500,1500,1500,1200,1500
23072,1500,1500,1500,1500,1500,1200,1500
23172,1500,1500,1500,1500,1500,1200,1500
23272,1500,1500,1500,1500,1500,1200,1500
