time,Channel 0 (Roll),Channel 1 (Pitch),Channel 2 (Throttle),Channel 3 (Yaw),Aux 1 (Arm),Aux 2 (Angle/Horizon),Aux 3 (Failsafe)
17719,1500,1500,1500,1500,1500,1200,1500
18119,1500,1500,1500,1500,1500,1200,1500
18319,1500,1500,1500,1500,1500,1200,1500
18519,1500,1500,1500,1500,1500,1200,1500
18719,1500,1500,1500,1500,1500,1200,1500
18919,1500,1500,1500,1500,1500,1200,1500
19119,1500,1500,1500,1500,1500,1200,1500
19319,1500,1500,1500,1500,1500,1200,1500
19519,1500,1500,1500,1500,1500,1200,1500
19719,1500,1500,1500,1500,1500,1200,1500
19919,1500,1500,1500,1500,1500,1200,1500
20119,1500,1500,1500,1500,1500,1200,1500
20319,1500,1500,1500,1500,1500,1200,1500
20519,1500,1500,1500,1500,1500,1200,1500
20719,1500,1500,1500,1500,1500,1200,1500
20919,1500,1500,1500,1500,1500,1200,1500
21119,1500,1500,1500,1500,1500,1200,1500
21319,1500,1500,1500,1500,1500,1200,1500
21519,1500,1500,1500,1500,1500,1200,1500
21719,1500,1500,1500,1500,1500,1200,1500
21919,1500,1500,1500,1500,1500,1200,1500
22119,1500,1500,1500,1500,1500,1200,1500
22319,1500,1500,1500,1500,1500,1200,1500
22519,1500,1500,1500,1500,1500,1200,1500
22719,1500,1500,1500,1500,1500,1200,1500
22919,1500,1500,1500,1500,1500,1200,1500
23119,1500,1500,1500,1500,1500,1200,1500
23319,1500,1500,1500,1500,1500,1200,1500
23519,1500,1500,1500,1500,1500,1200,1500
23719,1500,1500,1500,1500,1500,1200,1500
23919,1500,1500,1500,1500,1500,1200,1500
24119,1500,1500,1500,1500,1500,1200,1500
24319,1500,1500,1500,1500,1500,1200,1500
24519,1500,1500,1500,1500,1500,1200,1500
24719,1500,1500,1500,1500,1500,1200,1500
24919,1500,1500,1500,1500,1500,1200,1500
25119,1500,1500,1500,1500,1500,1200,1500
25319,1500,1500,1500,1500,1500,1200,1500
25519,1500,1500,1500,1500,1500,1200,1500
25719,1500,1500,1500,1500,1500,1200,1500
25919,1500,1500,1500,1500,1500,1200,1500
26119,1500,1500,1500,1500,1500,1200,1500
26319,1500,1500,1500,1500,1500,1200,1500
26519,1500,1500,1500,1500,1500,1200,1500
26719,1500,1500,1500,1500,1500,1200,1500
26919,1500,1500,1500,1500,1500,1200,1500
27119,1500,1500,1500,1500,1500,1200,1500
27319,1500,1500,1500,1500,1500,1200,1500
27519,1500,1500,1500,1500,1500,1200,1500
27719,1500,1500,1500,1500,1500,1200,1500
27919,1500,1500,1500,1500,1500,1200,1500
28119,1500,1500,1500,1500,1500,1200,1500
28319,1500,1500,1500,1500,1500,1200,1500
28519,1500,1500,1500,1500,1500,1200,1500
28719,1500,1500,1500,1500,1500,1200,1500
28919,1500,1500,1500,1500,1500,1200,1500
29119,1500,1500,1500,1500,1500,1200,1500
29319,1500,1500,1530,1499,1500,1200,1500
29519,1500,1500,1644,1483,1500,1200,1500
29719,1500,1500,1734,1220,1500,1200,1500
29919,1500,1500,1518,1162,1500,1200,1500
30119,1500,1500,1480,1502,1500,1200,1500
30319,1500,1500,1435,2115,1500,1200,1500
30519,1500,1500,1647,2115,1500,1200,1500
30719,1500,1500,2115,1439,1500,1200,1500
30919,1500,1500,1978,1037,1500,1200,1500
31119,1500,1500,1225,914,1500,1200,1500
31319,1500,1500,1361,1999,1500,1200,1500
31519,1500,1500,2115,1623,1500,1200,1500
31719,1500,1500,1533,885,1500,1200,1500
31919,1500,1500,1102,1834,1500,1200,1500
32119,1500,1500,1798,2108,1500,1200,1500
32319,1500,1500,1500,1500,1500,1200,1500
32519,1500,1500,1500,1500,1500,1200,1500
32719,1500,1500,1500,1500,1500,1200,1500
32919,1500,1500,1500,1500,1500,1200,1500
33119,1500,1500,1500,1500,1500,1200,1500
33319,1500,1500,1500,1500,1500,1200,1500
33519,1500,1500,1500,1500,1500,1200,1500
33719,1500,1500,1500,1500,1500,1200,1500
33919,1500,1500,1500,1500,1500,1200,1500
34119,1500,1500,1500,1500,1500,1200,1500
34319,1500,1500,1500,1500,1500,1200,1500
34519,1500,1500,1500,1500,1500,1200,1500
34719,1500,1500,1500,1500,1500,1200,1500
34919,1500,1500,1500,1500,1500,1200,1500
35119,1500,1500,1500,1500,1500,1200,1500
35319,1500,1500,1497,1493,1500,1200,1500
35519,1500,1500,989,1086,1500,1200,1500
35719,1500,1500,1228,1377,1500,1200,1500
35919,1500,1500,1501,1504,1500,1200,1500
36119,1500,1500,1555,1520,1500,1200,1500
36319,1500,1500,2115,1406,1500,1200,1500
36519,1500,1500,2038,1105,1500,1200,1500
36719,1500,1500,885,1646,1500,1200,1500
36919,1500,1500,1500,1500,1500,1200,1500
37119,1500,1500,1500,1500,1500,1200,1500
37319,1500,1500,1500,1500,1500,1200,1500
37519,1500,1500,1500,1500,1500,1200,1500
37719,1500,1500,1500,1500,1500,1200,1500
37919,1500,1500,1500,1500,1500,1200,1500
38119,1500,1500,1500,1500,1500,1200,1500
38319,1500,1500,1500,1500,1500,1200,1500
38519,1500,1500,1500,1500,1500,1200,1500
38719,1500,1500,1500,1500,1500,1200,1500
38919,1500,1500,1500,1500,1500,1200,1500
39119,1500,1500,1500,1500,1500,1200,1500
39319,1500,1500,1500,1500,1500,1200,1500
39519,1500,1500,1500,1500,1500,1200,1500
39719,1500,1500,1500,1500,1500,1200,1500
39919,1500,1500,1500,1500,1500,1200,1500
40119,1500,1500,1500,1500,1500,1200,1500
40319,1500,1500,1500,1500,1500,1200,1500
40519,1500,1500,1500,1500,1500,1200,1500
40719,1500,1500,1500,1500,1500,1200,1500
40919,1500,1500,1500,1500,1500,1200,1500
41119,1500,1500,1500,1500,1500,1200,1500
41319,1500,1500,1500,1500,1500,1200,1500
41519,1500,1500,1500,1500,1500,1200,1500
41719,1500,1500,1500,1500,1500,1200,1500
41919,1500,1500,1500,1500,1500,1200,1500
42119,1500,1500,1500,1500,1500,1200,1500
42319,1500,1500,1500,1500,1500,1200,1500
42519,1500,1500,1500,1500,1500,1200,1500
42719,1500,1500,1500,1500,1500,1200,1500
42919,1500,1500,1498,1937,1500,1200,1500
43119,1500,1500,1369,2105,1500,1200,1500
43319,1500,1500,1484,1487,1500,1200,1500
43519,1500,1500,1448,1304,1500,1200,1500
43719,1500,1500,1326,1269,1500,1200,1500
43919,1500,1500,1321,933,1500,1200,1500
44119,1500,1500,1034,1037,1500,1200,1500
44319,1500,1500,885,1362,1500,1200,1500
44519,1500,1500,1275,1719,1500,1200,1500
44719,1500,1500,1678,1734,1500,1200,1500
44919,1500,1500,2084,1818,1500,1200,1500
45119,1500,1500,2115,1670,1500,1200,1500
45319,1500,1500,1806,1029,1500,1200,1500
45519,1500,1500,988,1082,1500,1200,1500
45719,1500,1500,887,1292,1500,1200,1500
45919,1500,1500,885,1490,1500,1200,1500
46119,1500,1500,901,1501,1500,1200,1500
46319,1500,1500,1500,1500,1500,1200,1500
46519,1500,1500,1500,1500,1500,1200,1500
46719,1500,1500,1500,1500,1500,1200,1500
46919,1500,1500,1338,1478,1500,1200,1500
47119,1500,1500,885,1443,1500,1200,1500
47319,1500,1500,885,1442,1500,1200,1500
47519,1500,1500,885,1443,1500,1200,1500
47719,1500,1500,885,1443,1500,1200,1500
47919,1500,1500,885,1443,1500,1200,1500
48119,1500,1500,896,1443,1500,1200,1500
48319,1500,1500,917,1443,1500,1200,1500
48519,1500,1500,924,1443,1500,1200,1500
48719,1500,1500,936,1443,1500,1200,1500
48919,1500,1500,933,1443,1500,1200,1500
49119,1500,1500,885,1442,1500,1200,1500
49319,1500,1500,885,1435,1500,1200,1500
49519,1500,1500,885,1433,1500,1200,1500
49719,1500,1500,885,1430,1500,1200,1500
49919,1500,1500,885,1428,1500,1200,1500
50119,1500,1500,885,1424,1500,1200,1500
50319,1500,1500,885,1424,1500,1200,1500
50519,1500,1500,885,1423,1500,1200,1500
50719,1500,1500,885,1423,1500,1200,1500
50919,1500,1500,885,1423,1500,1200,1500
51119,1500,1500,885,1421,1500,1200,1500
51319,1500,1500,885,1418,1500,1200,1500
51519,1500,1500,900,1417,1500,1200,1500
51719,1500,1500,934,1417,1500,1200,1500
51919,1500,1500,939,1417,1500,1200,1500
52119,1500,1500,968,1417,1500,1200,1500
52319,1500,1500,986,1418,1500,1200,1500
52519,1500,1500,998,1418,1500,1200,1500
52719,1500,1500,1025,1419,1500,1200,1500
52919,1500,1500,1051,1419,1500,1200,1500
53119,1500,1500,1111,1422,1500,1200,1500
53319,1500,1500,1120,1422,1500,1200,1500
53519,1500,1500,1135,1422,1500,1200,1500
53719,1500,1500,1163,1423,1500,1200,1500
53919,1500,1500,1180,1424,1500,1200,1500
54119,1500,1500,1131,1422,1500,1200,1500
54319,1500,1500,1054,1412,1500,1200,1500
54519,1500,1500,983,1397,1500,1200,1500
54719,1500,1500,905,1369,1500,1200,1500
54919,1500,1500,896,1360,1500,1200,1500
55119,1500,1500,885,1343,1500,1200,1500
55319,1500,1500,901,1231,1500,1200,1500
55519,1500,1500,1068,1001,1500,1200,1500
55719,1500,1500,1320,937,1500,1200,1500
55919,1500,1500,1686,1088,1500,1200,1500
56119,1500,1500,1855,1465,1500,1200,1500
56319,1500,1500,1580,1875,1500,1200,1500
56519,1500,1500,1155,1831,1500,1200,1500
56719,1500,1500,958,1119,1500,1200,1500
56919,1500,1500,1608,1092,1500,1200,1500
57119,1500,1500,1870,1599,1500,1200,1500
57319,1500,1500,1192,1413,1500,1200,1500
57519,1500,1500,1063,1266,1500,1200,1500
57719,1500,1500,1711,1496,1500,1200,1500
57919,1500,1500,1500,1500,1500,1200,1500
58119,1500,1500,1500,1500,1500,1200,1500
58319,1500,1500,1500,1500,1500,1200,1500
58519,1500,1500,1500,1500,1500,1200,1500
58719,1500,1500,1500,1500,1500,1200,1500
58919,1500,1500,1500,1500,1500,1200,1500
59119,1500,1500,1500,1500,1500,1200,1500
59319,1500,1500,1500,1500,1500,1200,1500
59519,1500,1500,1500,1500,1500,1200,1500
59719,1500,1500,1500,1500,1500,1200,1500
59919,1500,1500,1500,1500,1500,1200,1500
60119,1500,1500,1500,1500,1500,1200,1500
60319,1500,1500,1500,1500,1500,1200,1500
60519,1500,1500,1500,1500,1500,1200,1500
60719,1500,1500,1500,1500,1500,1200,1500
60919,1500,1500,1500,1500,1500,1200,1500
61119,1500,1500,1500,1500,1500,1200,1500
61319,1500,1500,1500,1500,1500,1200,1500
61519,1500,1500,1500,1500,1500,1200,1500
61719,1500,1500,1500,1500,1500,1200,1500
61919,1500,1500,1500,1500,1500,1200,1500
62119,1500,1500,1500,1500,1500,1200,1500
62319,1500,1500,1500,1500,1500,1200,1500
62519,1500,1500,1500,1500,1500,1200,1500
62719,1500,1500,1500,1500,1500,1200,1500
62919,1500,1500,1500,1500,1500,1200,1500
63119,1500,1500,1500,1500,1500,1200,1500
63319,1500,1500,1500,1500,1500,1200,1500
63519,1500,1500,1500,1500,1500,1200,1500
63719,1500,1500,1500,1500,1500,1200,1500
63919,1500,1500,1500,1500,1500,1200,1500
64119,1500,1500,1500,1500,1500,1200,1500
64319,1500,1500,1500,1500,1500,1200,1500
64519,1500,1500,1500,1500,1500,1200,1500
64719,1500,1500,1500,1500,1500,1200,1500
64919,1500,1500,1500,1500,1500,1200,1500
65119,1500,1500,1500,1500,1500,1200,1500
65319,1500,1500,1500,1500,1500,1200,1500
65519,1500,1500,1500,1500,1500,1200,1500
65719,1500,1500,1500,1500,1500,1200,1500
65919,1500,1500,1500,1500,1500,1200,1500
66119,1500,1500,1500,1500,1500,1200,1500
66319,1500,1500,1500,1500,1500,1200,1500
66519,1500,1500,1500,1500,1500,1200,1500
66719,1500,1500,1500,1500,1500,1200,1500
66919,1500,1500,1500,1500,1500,1200,1500
67119,1500,1500,1500,1500,1500,1200,1500
67319,1500,1500,1500,1500,1500,1200,1500
67519,1500,1500,1500,1500,1500,1200,1500
67719,1500,1500,1500,1500,1500,1200,1500
67919,1500,1500,1500,1500,1500,1200,1500
68119,1500,1500,1500,1500,1500,1200,1500
68319,1500,1500,1500,1500,1500,1200,1500
68519,1500,1500,1500,1500,1500,1200,1500
68719,1500,1500,1500,1500,1500,1200,1500
68919,1500,1500,1500,1500,1500,1200,1500
69119,1500,1500,1500,1500,1500,1200,1500
69319,1500,1500,1500,1500,1500,1200,1500
69519,1500,1500,1500,1500,1500,1200,1500
69719,1500,1500,1500,1500,1500,1200,1500
69919,1500,1500,1500,1500,1500,1200,1500
70119,1500,1500,1500,1500,1500,1200,1500
70319,1500,1500,1500,1500,1500,1200,1500
70519,1500,1500,1500,1500,1500,1200,1500
70719,1500,1500,1500,1500,1500,1200,1500
70919,1500,1500,1500,1500,1500,1200,1500
71119,1500,1500,1500,1500,1500,1200,1500
71319,1500,1500,1500,1500,1500,1200,1500
71519,1500,1500,1500,1500,1500,1200,1500
71719,1500,1500,1500,1500,1500,1200,1500
71919,1500,1500,1500,1500,1500,1200,1500
72119,1500,1500,1500,1500,1500,1200,1500
72319,1500,1500,1500,1500,1500,1200,1500
72519,1500,1500,1500,1500,1500,1200,1500
72719,1500,1500,1500,1500,1500,1200,1500
72919,1500,1500,1500,1500,1500,1200,1500
73119,1500,1500,1500,1500,1500,1200,1500
73319,1500,1500,1500,1500,1500,1200,1500
73519,1500,1500,1500,1500,1500,1200,1500
73719,1500,1500,1500,1500,1500,1200,1500
73919,1500,1500,1500,1500,1500,1200,1500
74119,1500,1500,1500,1500,1500,1200,1500
74319,1500,1500,1500,1500,1500,1200,1500
74519,1500,1500,1500,1500,1500,1200,1500
74719,1500,1500,1500,1500,1500,1200,1500
74919,1500,1500,1500,1500,1500,1200,1500
75119,1500,1500,1500,1500,1500,1200,1500
75319,1500,1500,1500,1500,1500,1200,1500
75519,1500,1500,1500,1500,1500,1200,1500
75719,1500,1500,1500,1500,1500,1200,1500
75919,1500,1500,1500,1500,1500,1200,1500
76119,1500,1500,1500,1500,1500,1200,1500
76319,1500,1500,1500,1500,1500,1200,1500
76519,1500,1500,1500,1500,1500,1200,1500
76719,1500,1500,1500,1500,1500,1200,1500
76919,1500,1500,1500,1500,1500,1200,1500
77119,1500,1500,1500,1500,1500,1200,1500
77319,1500,1500,1500,1500,1500,1200,1500
77519,1500,1500,1500,1500,1500,1200,1500
77719,1500,1500,1500,1500,1500,1200,1500
77919,1500,1500,1500,1500,1500,1200,1500
78119,1500,1500,1500,1500,1500,1200,1500
78319,1500,1500,1500,1500,1500,1200,1500
78519,1500,1500,1500,1500,1500,1200,1500
78719,1500,1500,1500,1500,1500,1200,1500
78919,1500,1500,1500,1500,1500,1200,1500
79119,1500,1500,1500,1500,1500,1200,1500
79319,1500,1500,1500,1500,1500,1200,1500
79519,1500,1500,1500,1500,1500,1200,1500
79719,1500,1500,1500,1500,1500,1200,1500
79919,1500,1500,1500,1500,1500,1200,1500
80119,1500,1500,1500,1500,1500,1200,1500
80319,1500,1500,1500,1500,1500,1200,1500
80519,1500,1500,1500,1500,1500,1200,1500
80719,1500,1500,1500,1500,1500,1200,1500
80919,1500,1500,1500,1500,1500,1200,1500
81119,1500,1500,1500,1500,1500,1200,1500
81319,1500,1500,1500,1500,1500,1200,1500
81519,1500,1500,1500,1500,1500,1200,1500
81719,1500,1500,1500,1500,1500,1200,1500
81919,1500,1500,1500,1500,1500,1200,1500
82119,1500,1500,1500,1500,1500,1200,1500
82319,1500,1500,1500,1500,1500,1200,1500
82519,1500,1500,1500,1500,1500,1200,1500
82719,1500,1500,1500,1500,1500,1200,1500
82919,1500,1500,1500,1500,1500,1200,1500
83119,1500,1500,1500,1500,1500,1200,1500
83319,1500,1500,1500,1500,1500,1200,1500
83519,1500,1500,1500,1500,1500,1200,1500
83719,1500,1500,1500,1500,1500,1200,1500
83919,1500,1500,1500,1500,1500,1200,1500
84119,1500,1500,1500,1500,1500,1200,1500
84319,1500,1500,1500,1500,1500,1200,1500
84519,1500,1500,1500,1500,1500,1200,1500
84719,1500,1500,1500,1500,1500,1200,1500
84919,1500,1500,1500,1500,1500,1200,1500
85119,1500,1500,1500,1500,1500,1200,1500
85319,1500,1500,1500,1500,1500,1200,1500
85519,1500,1500,1500,1500,1500,1200,1500
85719,1500,1500,1500,1500,1500,1200,1500
85919,1500,1500,1500,1500,1500,1200,1500
86119,1500,1500,1500,1500,1500,1200,1500
86319,1500,1500,1500,1500,1500,1200,1500
86519,1500,1500,1500,1500,1500,1200,1500
86719,1500,1500,1500,1500,1500,1200,1500
86919,1500,1500,1500,1500,1500,1200,1500
87119,1500,1500,1500,1500,1500,1200,1500
87319,1500,1500,1500,1500,1500,1200,1500
87519,1500,1500,1500,1500,1500,1200,1500
87719,1500,1500,1500,1500,1500,1200,1500
87919,1500,1500,1500,1500,1500,1200,1500
88119,1500,1500,1500,1500,1500,1200,1500
88319,1500,1500,1500,1500,1500,1200,1500
88519,1500,1500,1500,1500,1500,1200,1500
88719,1500,1500,1500,1500,1500,1200,1500
88919,1500,1500,1500,1500,1500,1200,1500
89119,1500,1500,1500,1500,1500,1200,1500
89319,1500,1500,1500,1500,1500,1200,1500
89519,1500,1500,1500,1500,1500,1200,1500
89719,1500,1500,1500,1500,1500,1200,1500
89919,1500,1500,1500,1500,1500,1200,1500
90119,1500,1500,1500,1500,1500,1200,1500
90319,1500,1500,1500,1500,1500,1200,1500
90519,1500,1500,1500,1500,1500,1200,1500
90719,1500,1500,1500,1500,1500,1200,1500
90919,1500,1500,1500,1500,1500,1200,1500
91119,1500,1500,1500,1500,1500,1200,1500
91319,1500,1500,1500,1500,1500,1200,1500
91519,1500,1500,1500,1500,1500,1200,1500
91719,1500,1500,1500,1500,1500,1200,1500
91919,1500,1500,1500,1500,1500,1200,1500
92119,1500,1500,1500,1500,1500,1200,1500
92319,1500,1500,1500,1500,1500,1200,1500
92519,1500,1500,1500,1500,1500,1200,1500
92719,1500,1500,1500,1500,1500,1200,1500
93119,1500,1500,1500,1500,1500,1200,1500
93319,1500,1500,1500,1500,1500,1200,1500
