time,px,py,pz,vx,vy,vz
15.581864,-3.366887243169926e-268,-4.0185553392306573e-268,9.883328969131541e-268,3.8600951640868765e-272,4.607224688931134e-272,-1.1331116132925679e-271
15.58249,-9.021545418431066e-269,-1.0767684478561654e-268,2.6482294992560776e-268,1.0343091801758427e-272,1.2345018939504604e-272,-3.036162824938026e-272
15.583117,-2.417315337836722e-269,-2.8851917976089027e-269,7.095908172877856e-269,2.771422554938718e-273,3.3078372101726974e-273,-8.135372183459834e-273
15.583743,-6.477175662833264e-270,-7.730846613831736e-270,1.9013424936191995e-269,7.426002906323656e-274,8.863321362747284e-274,-2.1798659814880967e-273
15.597676,-1.7355536495600278e-270,-2.0714737029311043e-270,5.094630863262588e-270,1.9897910936193121e-274,2.3749193381626823e-274,-5.840932154167527e-274
15.598389,-4.650401081114959e-271,-5.550495975767777e-271,1.3651019592741514e-270,5.331628126451715e-275,6.363575946241913e-275,-1.5650727484768718e-274
15.599014,-1.2460709711115843e-271,-1.4872506242015732e-271,3.657778962263704e-271,1.4286051721673619e-275,1.7051147031762785e-275,-4.19359897251547e-275
15.599639,-3.3388364529510644e-272,-3.985075259660926e-272,9.800987278556818e-272,3.827935275188819e-276,4.568840186004126e-276,-1.123671238886356e-275
15.600265,-8.946383567229874e-273,-1.0677974893227683e-272,2.6261661140667702e-272,1.025691965597775e-276,1.224216799395471e-276,-3.0108674228881333e-276
15.600891,-2.397175784434081e-273,-2.8611541913540195e-273,7.036789521971606e-273,2.7483328025705287e-277,3.2802783877473477e-277,-8.067593371165626e-277
15.601518,-6.423211902657625e-274,-7.6664380545553e-274,1.885501701941098e-273,7.364134113386647e-278,8.789477735018695e-278,-2.1617047070123944e-277
15.602145,-1.7210941064208428e-274,-2.0542154848536553e-274,5.052185598165634e-274,1.9732134037487346e-278,2.3551330016060712e-278,-5.792269175366705e-278
15.602772,-4.611656859601588e-275,-5.504252728821288e-275,1.3537287869873062e-274,5.287208348984122e-279,6.310558627568134e-279,-1.552033545149278e-278
15.603398,-1.2356894902706775e-275,-1.4748597859437796e-275,3.62730464491151e-275,1.4167029309885588e-279,1.690908758223735e-279,-4.15866053931469e-279
15.604025,-3.311019364301362e-276,-3.951874115089814e-276,9.719331607240163e-276,3.796043322289736e-280,4.530775478651338e-280,-1.114309515751461e-279
15.604651,-8.871847917373794e-277,-1.0589012711824129e-276,2.604286547147798e-276,1.0171465442402533e-280,1.2140173937896226e-280,-2.985782766243465e-280
15.605278,-2.377204021143433e-277,-2.837316851339651e-277,6.978163410540184e-277,2.7254354195194918e-281,3.2529491681244394e-281,-8.000379249372654e-281
15.605904,-6.369697734644353e-278,-7.602566106948365e-278,1.8697928857917754e-277,7.302780772380888e-282,8.716249326025043e-282,-2.143694740870957e-281
15.607659,-1.7067550311149903e-278,-2.037101051411652e-278,5.010093960363273e-278,1.9567738287799323e-282,2.3355115123805015e-282,-5.744011625946543e-282
15.608286,-4.5732354306118065e-279,-5.458394751569166e-279,1.342450368829987e-278,5.243158649208279e-283,6.257983015900463e-283,-1.539102976275629e-282
15.608912,-1.2253945014089177e-279,-1.4625721803693238e-279,3.597084220434651e-279,1.404899851809052e-283,1.6768211682836845e-283,-4.124013191199181e-283
15.609538,-3.283434030166095e-280,-3.9189495816060747e-280,9.63835623969992e-280,3.764417073115141e-284,4.4930279025368675e-284,-1.1050257886148798e-283
15.610163,-8.797933251746439e-281,-1.0500791707450795e-280,2.582589267040768e-280,1.008672317967246e-284,1.2039029632264015e-284,-2.9609070992056424e-284
15.610789,-2.3573986500429293e-281,-2.813678109073239e-281,6.920025735053996e-281,2.7027288030852496e-285,3.2258476383976055e-285,-7.933725113434261e-285
15.611414,-6.316629413073876e-282,-7.539226300299469e-282,1.8542149456340038e-281,7.241938588884552e-286,8.643631010150172e-286,-2.1258348224577605e-285
15.612043,-1.6925354199801315e-282,-2.0201292046818027e-282,4.9683530036549575e-282,1.9404712180262707e-286,2.31605349708153e-286,-5.696156128124037e-286
15.61267,-4.535134104841012e-283,-5.412918834186249e-283,1.3312659153702897e-282,5.1994759438692405e-287,6.205845431213509e-287,-1.5262801367818755e-286
15.613295,-1.2151852839294503e-283,-1.450386947408313e-283,3.567115573557131e-283,1.393195108473335e-287,1.6628509472964844e-287,-4.089654503030808e-287
15.61392,-3.256078519712191e-284,-3.886299354659828e-284,9.558055508072232e-284,3.733054313988455e-288,4.4555948155223785e-288,-1.0958194076629343e-287
15.614547,-8.724634396697194e-285,-1.0413305705086095e-284,2.5610727550464318e-284,1.0002686936260185e-288,1.1938727997471119e-288,-2.9362386806045023e-288
15.615173,-2.3377582848573356e-285,-2.7902363099630603e-285,6.862372426171467e-285,2.6802113639201545e-289,3.1989719015976075e-289,-7.867626297899968e-289
15.615798,-6.264003223433625e-286,-7.476414201144313e-286,1.838766791091208e-285,7.181603304254286e-290,8.571617704481315e-290,-2.108123701669358e-289
15.616424,-1.6784342777158154e-286,-2.0032987567211599e-286,4.926959806386028e-286,1.9243044303879228e-290,2.2967575937470513e-290,-5.648699332257763e-290
15.618095,-4.4973502153901976e-287,-5.367821793589629e-287,1.32017464375336e-286,5.1561571753998344e-291,6.154142224141522e-291,-1.5135641291344758e-290
15.618721,-1.2050611232389793e-287,-1.4383032341564195e-287,3.537396606626097e-287,1.381587881708909e-291,1.6489971174177235e-291,-4.055582069876164e-291
15.619347,-3.2289509181930536e-288,-3.853921148901259e-288,9.478423791714321e-288,3.7019528496760636e-292,4.418473597482184e-292,-1.0866897284957848e-291
15.619973,-8.651946221679022e-289,-1.032654858115485e-288,2.5397355051183915e-288,9.919350830056108e-293,1.1839262012913285e-292,-2.9117757837762145e-292
15.6206,-2.318281550860983e-289,-2.766989813202413e-289,6.805199448454225e-289,2.657881525917994e-293,3.172320076559578e-293,-7.802078176188889e-293
15.621225,-6.211815482157988e-290,-7.414125412955449e-290,1.8234473408711462e-289,7.121770695327047e-294,8.500204368453383e-294,-2.090560138817381e-293
15.621852,-1.6644506173138043e-290,-1.9866085294839733e-290,4.88591147124322e-290,1.9082723342719828e-294,2.2776224517619847e-294,-5.601637916613383e-294
15.622479,-4.459881117579281e-291,-5.323100473215844e-291,1.3091757776466005e-290,5.113199311706594e-295,6.102869775722999e-295,-1.5009540632775717e-294
15.623105,-1.1950213106977503e-291,-1.4263201948151772e-291,3.507925239465031e-291,1.370077359068938e-295,1.6352587089497762e-295,-4.0217935068382285e-295
15.623731,-3.2020493268145576e-292,-3.8218126980206532e-292,9.399455516811092e-292,3.671110503233652e-296,4.381661650119833e-296,-1.0776361120823274e-295
15.624356,-8.579863638889381e-293,-1.0240514263099656e-292,2.5185760237576813e-292,9.836709027956669e-297,1.1740624716477516e-296,-2.8875166964424305e-296
15.624982,-2.2989670847815577e-293,-2.743936991654758e-293,6.748502800084626e-293,2.635737726103684e-297,3.145890297791319e-297,-7.737076160265905e-297
15.625607,-6.160062536370523e-294,-7.352355575834517e-294,1.80825552269022e-293,7.062436574124536e-298,8.429386003496064e-298,-2.0731429045417627e-297
15.626234,-1.650583459988998e-294,-1.970057354739229e-294,4.845205125051853e-294,1.892373807513267e-298,2.2586467317637117e-298,-5.554968587131174e-298
15.626859,-4.422724188762004e-295,-5.278751742799936e-295,1.2982685471853263e-294,5.070599345957559e-299,6.052024497147329e-299,-1.4884490565706921e-298
15.628501,-1.1850651435699532e-295,-1.414436990632783e-295,3.4786994092281264e-295,1.3586627348753854e-299,1.6216347602739277e-299,-3.9882864488894487e-299
15.629127,-3.175371862602138e-296,-3.7899717545897623e-296,9.321145155984949e-296,3.640525115853854e-300,4.3451563967862455e-300,-1.0686579247154606e-299
15.629753,-8.508381602914122e-297,-1.0155196728955854e-296,2.497592829908231e-296,9.754755745456064e-301,1.1642809204054771e-300,-2.863459720590424e-300
