time,type,distance
55.157817,U,106.41
55.221410,R,134.94
55.207542,U,106.27
55.236117,L,121.25
55.257263,U,106.29
55.285646,L,121.15
55.270403,R,134.85
55.335174,L,121.19
55.319390,R,134.92
55.307060,U,108.83
55.356790,U,108.85
55.368379,R,134.94
55.384706,L,121.20
55.417295,R,132.43
55.406514,U,108.88
55.434234,L,121.15
55.456241,U,108.90
55.466285,R,132.37
55.483766,L,121.08
55.515269,R,132.40
55.506041,U,111.39
55.533365,L,123.67
55.555764,U,111.44
55.564257,R,132.50
55.582890,L,123.83
55.613241,R,132.40
55.605493,U,111.42
55.634035,L,179.70
55.662226,R,132.42
55.655217,U,111.42
55.683494,L,177.19
55.732869,L,172.01
55.711141,R,129.84
55.705018,U,114.01
55.782467,L,174.56
55.760122,R,129.89
55.754671,U,111.35
55.809181,R,132.40
55.804393,U,111.34
55.831189,L,146.57
55.857291,R,102.26
55.854115,U,111.42
55.880715,L,146.55
55.905550,R,77.16
55.903843,U,111.56
55.930463,L,154.10
55.956429,R,142.46
55.953563,U,111.37
55.979695,L,144.00
56.004253,R,102.35
56.003287,U,111.42
56.029226,L,144.01
56.053602,R,114.74
56.053011,U,111.37
56.078753,L,144.19
56.102950,R,127.39
56.102809,U,113.98
56.128282,L,143.94
56.177837,L,144.06
56.152303,R,139.87
56.152533,U,113.98
56.201288,R,139.87
56.202258,U,113.98
56.227294,L,141.63
56.276815,L,141.52
56.299331,R,142.46
56.301735,U,113.98
56.326346,L,141.40
56.348323,R,142.54
56.351461,U,113.91
56.375877,L,141.49
56.397312,R,142.49
56.401184,U,113.98
56.425402,L,141.45
56.446300,R,142.49
56.450911,U,114.08
56.474859,L,138.88
56.495289,R,142.42
56.500631,U,114.00
56.524384,L,138.91
56.544274,R,142.51
56.550387,U,114.00
56.573915,L,138.95
56.593366,R,144.93
56.600115,U,114.00
56.623440,L,139.00
56.642350,R,145.00
56.649841,U,113.96
56.672967,L,138.86
56.691367,R,145.01
56.722490,L,138.97
56.699569,U,114.05
56.740351,R,145.10
56.749289,U,114.01
56.772017,L,139.04
56.789267,R,142.44
56.799014,U,114.01
56.821472,L,136.43
56.838250,R,142.47
56.848665,U,111.46
56.870996,L,136.37
56.887166,R,139.97
56.898392,U,111.53
56.920525,L,136.36
56.936154,R,139.90
56.948116,U,111.47
56.970127,L,138.90
56.985139,R,139.99
56.997793,U,108.92
57.017448,L,62.76
57.066901,L,60.17
57.031366,R,44.51
57.047520,U,108.90
57.080575,R,51.89
57.097275,U,108.92
57.116359,L,57.59
57.129848,R,62.00
57.165885,L,57.63
57.147001,U,108.81
57.215341,L,55.12
57.227893,R,64.58
57.246480,U,108.92
57.246484,U,109.05
57.264874,L,55.00
57.276884,R,64.51
57.296201,U,108.88
57.314401,L,55.12
57.325871,R,64.58
57.345923,U,108.92
57.363930,L,55.12
57.374790,R,62.00
57.413454,L,55.12
57.395576,U,106.27
57.423776,R,61.97
57.445299,U,106.36
57.462982,L,55.05
57.472833,R,64.63
57.512508,L,55.07
57.521821,R,64.58
57.495027,U,106.29
57.562036,L,55.11
57.544750,U,106.29
57.570816,R,64.52
57.611569,L,55.07
57.619805,R,64.63
57.594433,U,103.82
57.661099,L,55.11
57.668724,R,62.05
57.693866,U,103.78
57.693870,U,103.92
57.710633,L,55.11
57.717716,R,62.05
57.760161,L,55.11
57.743667,U,106.27
57.766714,R,61.98
57.793390,U,106.38
57.809694,L,55.02
57.815705,R,62.14
57.859221,L,55.12
57.864112,R,41.94
57.843115,U,106.27
57.892841,U,106.26
57.908749,L,55.19
57.913323,R,49.49
57.942642,U,108.90
57.958275,L,55.02
57.962675,R,62.07
58.007799,L,55.11
58.011814,R,67.10
57.992363,U,108.99
58.042085,U,108.81
58.057331,L,55.00
58.060804,R,67.05
58.106857,L,55.07
58.109824,R,67.08
58.091734,U,106.27
58.141461,U,106.24
58.156389,L,55.09
58.158817,R,67.01
58.205843,L,52.58
58.207808,R,67.01
58.191182,U,106.39
58.255443,L,55.12
58.256795,R,67.08
58.240902,U,106.26
58.290630,U,106.26
58.304972,L,55.00
58.305786,R,67.05
58.354501,L,55.12
58.354774,R,67.10
58.340350,U,106.29
58.390074,U,106.38
58.404030,L,55.14
58.403766,R,67.05
58.439794,U,106.36
58.453561,L,55.09
58.452755,R,66.99
58.489517,U,106.26
58.503090,L,55.09
58.501745,R,66.98
58.539239,U,106.24
58.552615,L,55.05
58.550735,R,67.10
58.599653,R,64.59
58.588959,U,106.46
58.602137,L,55.14
58.651661,L,55.12
58.648568,R,62.04
58.638684,U,106.26
58.701192,L,55.12
58.697559,R,62.02
58.688333,U,103.68
58.750644,L,52.53
58.746477,R,59.51
58.738059,U,103.82
58.799879,L,42.41
58.795536,R,62.05
58.787780,U,103.70
58.849780,L,55.09
58.844599,R,64.52
58.837503,U,103.70
58.887227,U,103.66
58.898625,L,31.40
58.893589,R,64.58
58.942578,R,64.54
58.936947,U,103.72
58.948922,L,57.54
58.991493,R,62.02
58.986669,U,103.68
58.998450,L,57.72
59.047975,L,57.61
59.040484,R,61.98
59.036391,U,103.84
59.097061,L,42.41
59.089474,R,62.02
59.086115,U,103.70
59.138466,R,62.04
59.135838,U,103.68
59.147034,L,57.54
59.196557,L,57.65
59.187456,R,62.02
59.185559,U,103.72
59.246083,L,57.66
59.236451,R,62.00
59.235281,U,103.68
59.295613,L,57.63
59.284856,R,41.90
59.284927,U,101.16
59.345139,L,57.65
59.334279,R,57.02
59.334279,U,88.39
59.383417,R,62.04
59.383558,U,73.16
59.394701,L,57.56
59.444226,L,57.66
59.432412,R,61.95
59.432981,U,62.95
59.481400,R,61.98
59.482337,U,50.18
59.493830,L,60.19
59.530388,R,62.14
59.533026,U,83.39
59.543430,L,62.67
59.579375,R,61.97
59.582673,U,80.82
59.593035,L,65.16
59.642636,L,67.86
59.628316,R,59.44
59.632325,U,78.30
59.692165,L,67.82
59.677304,R,59.43
59.682046,U,78.28
59.726292,R,59.46
59.731770,U,78.42
59.741696,L,67.74
59.791220,L,67.82
59.775282,R,59.63
59.781560,U,80.84
59.824198,R,56.99
59.840824,L,70.35
59.831286,U,80.85
59.873188,R,56.97
59.881010,U,80.85
59.890354,L,70.30
59.922104,R,54.52
59.930812,U,83.32
59.939882,L,70.43
59.989482,L,72.87
59.971095,R,54.47
59.981053,U,101.26
60.020087,R,54.45
60.039007,L,72.90
60.030777,U,101.35
60.088536,L,72.87
60.069079,R,54.45
60.080500,U,101.28
60.118070,R,54.47
60.130223,U,101.26
60.138062,L,72.94
60.187587,L,72.87
