time,type,distance
48.696477,D,755
48.710716,L,973
48.748978,R,798
48.787287,U,1910
48.8015,D,776
48.816908,L,931
48.855241,R,X
48.893555,U,1900
48.907786,D,751
48.923216,L,792
48.961553,R,680
49.015221,U,1920
49.030745,D,756
49.044986,L,750
49.083286,R,710
49.121602,U,1948
49.135849,D,746
49.151269,L,706
49.189608,R,637
49.227912,U,1944
49.242141,D,783
49.257562,L,659
49.295907,R,633
49.334218,U,1968
49.348462,D,715
49.363902,L,670
49.402232,R,599
49.440562,U,1943
49.454807,D,721
49.485946,L,641
49.524345,R,601
49.562683,U,1969
49.576918,D,752
49.59231,L,622
49.630653,R,560
49.668963,U,1964
49.683201,D,730
49.698604,L,597
49.736925,R,571
49.775267,U,1937
49.7895,D,767
49.804919,L,591
49.843282,R,549
49.881605,U,1917
49.895838,D,769
49.911247,L,568
49.949592,R,562
49.987908,U,1923
50.002134,D,754
50.017549,L,562
50.055905,R,X
50.094231,U,1893
50.108472,D,774
50.123899,L,545
50.162253,R,X
50.20059,U,1907
50.214823,D,791
50.230243,L,527
50.300911,R,X
50.339334,U,1916
50.353571,D,800
50.369013,L,528
50.407343,R,X
50.44568,U,1885
50.459898,D,799
50.475312,L,523
50.513649,R,X
50.551979,U,1856
50.566209,D,778
50.581631,L,525
50.61997,R,X
50.658313,U,1869
50.67253,D,813
50.687947,L,508
50.726297,R,X
50.764632,U,1876
50.778852,D,775
50.794268,L,528
50.832597,R,X
50.87092,U,1872
50.885133,D,778
50.900553,L,525
50.9389,R,X
50.977241,U,1865
50.991476,D,783
51.006911,L,524
51.056755,R,X
51.095131,U,1862
51.10936,D,799
51.124767,L,532
51.163111,R,X
51.201444,U,1879
51.215671,D,800
51.231086,L,541
51.269426,R,X
51.307748,U,1850
51.321994,D,787
51.337429,L,549
51.375757,R,X
51.414088,U,1889
51.4283,D,814
51.443704,L,550
51.48205,R,X
51.520349,U,1857
51.534558,D,814
51.549949,L,550
51.600079,R,X
51.638419,U,1837
51.652652,D,798
51.668066,L,564
51.706381,R,X
51.744696,U,1855
51.758928,D,835
51.774347,L,568
51.812697,R,X
51.863064,U,1841
51.877294,D,807
51.892693,L,559
51.93104,R,X
51.969334,U,1854
51.983552,D,818
51.998958,L,557
52.037289,R,X
52.075606,U,1854
52.089821,D,806
52.105247,L,558
52.143591,R,X
52.181889,U,1851
52.196094,D,819
52.211528,L,547
52.249887,R,X
52.2882,U,1882
52.302417,D,825
52.317848,L,560
52.356177,R,X
52.394494,U,1837
52.408704,D,818
52.424125,L,573
52.462489,R,X
52.500808,U,1850
52.515023,D,826
52.530476,L,544
52.568811,R,X
52.607115,U,1872
52.634849,D,785
52.649087,L,539
52.687339,R,X
52.725672,U,1874
52.739891,D,815
52.755301,L,551
52.79366,R,X
52.831982,U,1859
52.846215,D,827
52.861613,L,573
52.913417,R,X
52.95177,U,1849
52.966004,D,802
52.981432,L,573
53.019746,R,X
53.058081,U,1865
53.072292,D,833
53.087726,L,580
53.126078,R,X
53.164379,U,1870
53.178591,D,810
53.194017,L,583
53.232323,R,X
53.270665,U,1861
53.284894,D,811
53.300304,L,578
53.338655,R,X
53.376962,U,1863
53.391205,D,790
53.406632,L,593
53.458762,R,X
53.497118,U,1875
53.511334,D,811
53.526746,L,594
53.565106,R,X
53.603443,U,1857
53.617668,D,794
53.633073,L,592
53.6714,R,X
53.70969,U,1918
53.723914,D,787
53.739311,L,561
53.777664,R,X
53.815985,U,1898
53.830214,D,783
53.845625,L,578
53.883947,R,X
53.922276,U,1878
53.936495,D,840
53.95191,L,583
53.990248,R,X
54.028581,U,1872
54.042814,D,801
54.058237,L,571
54.09658,R,X
54.134893,U,1867
54.149096,D,796
54.164522,L,564
54.230969,R,X
54.269323,U,1862
54.283557,D,817
54.298966,L,559
54.337305,R,X
54.375649,U,1861
54.389869,D,808
54.405272,L,556
54.443607,R,X
54.481922,U,1847
54.496141,D,796
54.511561,L,565
54.549911,R,X
54.588242,U,1840
54.602472,D,828
54.617894,L,567
54.656211,R,X
54.694548,U,1834
54.708782,D,807
54.724217,L,565
54.762572,R,X
54.800898,U,1861
54.815115,D,794
54.830523,L,537
54.868874,R,X
54.907185,U,1876
54.921412,D,806
54.936836,L,553
54.975162,R,X
55.013495,U,1853
55.044471,D,779
55.058691,L,563
55.096931,R,X
55.135268,U,1865
55.149492,D,808
55.164907,L,560
55.203249,R,X
55.241567,U,1877
55.255809,D,804
55.271216,L,559
55.309558,R,X
55.347883,U,1869
55.362102,D,785
55.377518,L,585
55.415864,R,X
55.454159,U,1860
55.468386,D,815
