index,x,y,z,yaw,distance
41.5230,-0.0234,-0.1978,-0.2937,0.0884,0.8301
41.6230,-0.1174,-0.1957,-0.6081,0.1890,0.8588
41.7230,-0.1049,-0.1933,-0.6843,-0.4646,0.3799
41.8230,-0.1782,-0.2602,-0.7440,-0.7280,-0.2856
41.9230,-0.1859,0.1467,-0.6933,0.0741,-0.2138
42.0230,-0.1694,0.0255,-0.8079,0.1483,-0.2521
42.1230,-0.1670,-0.1746,-0.7101,0.1602,-0.5251
42.2230,-0.4263,-0.3889,-0.6246,0.2704,-0.4461
42.3230,-0.3295,-0.0862,-0.5612,0.2440,-0.1061
42.4230,-0.0964,0.0279,-0.6766,0.0812,-0.5322
42.5230,0.0113,0.1736,-1.0003,0.7588,-0.8603
42.6230,0.0678,0.0825,-0.9342,0.7109,-0.4987
42.7230,0.0121,0.1043,-0.9960,1.1921,-0.2210
42.8230,-0.0934,0.1065,-0.9681,0.8450,-0.4101
42.9230,-0.1960,-0.0782,-0.9070,0.9025,-0.6735
43.0230,0.0579,0.3202,-0.8162,0.2560,-0.1707
43.1230,-0.0492,0.4643,-0.7802,-1.1326,-1.2385
43.2230,-0.0791,0.0846,-0.5132,-0.5604,-0.6927
43.3230,-0.0122,0.1185,-0.3877,-0.6298,-0.6472
43.4230,0.0078,0.1086,-0.2694,-0.0433,-0.9393
43.5230,-0.0060,-0.1373,-0.0091,0.4260,-0.8483
43.6230,-0.0255,-0.1674,0.2702,0.7013,-0.6232
43.7230,-0.1643,-0.3886,0.5257,0.3063,0.2698
43.8230,-0.1481,-0.0185,0.6001,-0.2300,0.3488
43.9230,0.2146,0.1201,0.5905,0.4428,0.4661
44.0230,0.1498,0.0367,0.4466,0.2488,-0.0462
44.1230,0.0598,0.0452,0.5268,0.6247,0.2219
44.2230,0.0382,0.1011,0.5428,0.4978,0.4230
44.3230,-0.0529,-0.0539,0.5894,0.5433,0.4637
44.4230,-0.0370,-0.2421,0.7418,0.3302,0.4087
44.5230,0.0790,0.0127,0.6883,0.4260,0.6409
44.6230,0.1589,0.0649,0.8492,-0.2923,0.1764
44.7230,0.0803,0.0481,1.0125,-0.0193,0.9402
44.8230,0.0632,-0.0310,1.2385,0.1698,0.7103
44.9230,0.0752,0.1051,1.4181,0.0669,1.0838
45.0230,0.0347,0.0127,1.4389,-0.0624,0.7534
45.1230,0.0009,-0.0721,1.5487,-0.0097,0.3177
45.2230,0.0835,0.0814,1.6670,-0.2659,0.2890
45.3230,0.2676,0.2711,1.7376,-0.5173,1.2562
45.4230,-0.0090,0.0388,1.5958,-1.1973,0.7343
45.5230,-0.0505,0.2394,1.5252,-1.2643,0.7774
45.6230,-0.0063,0.1832,1.2739,-0.9866,0.0902
45.7230,-0.0396,0.1715,1.0163,-0.7543,0.4542
45.8240,-0.1220,-0.0633,0.7357,-0.2923,-0.4748
45.9230,-0.0980,-0.1136,0.6478,0.1124,-0.0821
46.0230,-0.1105,-0.3132,0.4724,-0.2276,-0.0438
46.1230,-0.0362,-0.0369,0.3629,-0.1031,0.5451
46.2230,-0.0932,0.1840,0.1828,-1.3457,0.5451
46.3230,-0.0969,-0.0470,0.1300,-0.7974,0.6912
46.4230,-0.0423,0.0199,-0.0051,-0.9842,-0.0223
46.5230,0.0784,-0.0353,0.0714,-0.7448,-0.7070
46.6230,-0.2339,-0.2069,-0.0626,-0.5053,-0.6759
46.7230,-0.2261,-0.0697,-0.0895,-0.0672,-1.1763
46.8230,-0.0151,0.0487,0.0996,0.4476,-0.9105
46.9230,-0.0791,-0.0870,0.1023,0.6319,-0.7812
47.0230,-0.3239,-0.2447,0.2856,0.1483,-0.2569
47.1230,-0.1955,0.0105,0.0962,0.2752,0.2028
47.2230,0.2111,0.1267,0.0418,0.0812,0.9881
47.3230,0.1219,-0.0345,-0.1087,0.0214,0.3225
47.4230,0.0763,-0.0939,-0.0328,0.9384,0.0855
47.5230,0.0763,-0.0630,0.0669,1.2209,0.2459
47.6230,-0.0034,-0.1637,0.0887,1.1945,-0.0175
47.7230,0.0110,-0.3612,0.2827,0.9934,0.0495
47.8230,0.0837,-0.0305,0.2339,0.7109,0.2219
47.9230,-0.0513,0.0841,0.4634,-0.0528,0.6050
48.0230,0.0257,0.0153,0.5404,0.6104,0.1716
48.1230,0.1075,-0.0627,0.8020,0.8977,-0.1564
48.2230,0.1773,0.0511,1.0746,1.0629,0.3823
48.3230,0.0840,0.0465,1.2193,0.6750,0.2363
48.4230,-0.0287,-0.2540,1.5066,0.8881,0.5954
48.5230,0.0984,0.1009,1.3480,0.3159,1.0120
48.6230,0.2471,0.1097,1.3805,-0.5365,0.9162
48.7230,0.1123,0.1915,1.2161,0.2081,0.6792
48.8230,0.1490,0.0369,1.1812,0.1818,0.7846
48.9230,0.0760,0.0745,1.0786,0.6391,0.7846
49.0230,0.1003,0.0127,0.9414,0.9144,0.4374
49.1230,0.0408,-0.2754,0.8489,0.3925,0.2339
49.2230,0.1080,0.0889,0.6989,0.4691,0.7271
49.3230,0.1909,0.3236,0.6115,0.0238,0.3943
49.4230,0.0009,-0.0204,0.5822,0.4045,0.2554
49.5230,-0.1142,-0.0278,0.5689,0.3685,0.2124
49.6230,-0.1209,0.0087,0.5934,0.2871,-0.3024
49.7230,-0.0332,0.0503,0.6310,0.3374,-0.0821
49.8230,0.1205,0.1273,0.3107,0.2249,-0.1516
49.9230,0.0190,-0.0356,0.3094,-1.0464,0.9953
50.0230,-0.0391,0.0377,-0.0949,0.4308,0.4159
50.1230,-0.0274,-0.0880,-0.2422,0.4643,-0.0941
50.2230,-0.0889,-0.1261,-0.2260,0.1411,0.2243
50.3230,-0.0388,-0.0542,-0.2057,-0.0457,0.3512
50.4230,-0.0220,0.0023,-0.4453,0.1842,-0.2737
50.5230,0.1469,-0.0188,-0.5276,-0.3641,-0.0726
50.6230,0.1005,-0.1635,-0.5865,0.4188,-0.4054
50.7230,-0.1246,-0.1403,-0.3528,0.0453,-0.6759
50.8230,-0.1374,0.0223,-0.2755,0.1531,-0.2832
50.9230,0.0283,0.1246,-0.4866,-0.3617,0.3033
51.0230,0.0987,-0.0795,-0.6022,-0.3114,0.0424
51.1230,-0.1721,-0.1040,-0.7653,0.4978,-0.6113
51.2230,-0.1587,-0.1973,-0.7440,0.5960,-0.3216
51.3230,-0.1942,0.0788,-0.8727,-0.1151,-0.0247
51.4230,-0.0777,0.1017,-0.8777,-0.6634,0.2459
51.5230,-0.1014,0.0878,-0.7346,-0.4215,-0.2928
51.6230,0.1325,0.1845,-0.7056,0.3398,-0.2809
51.7230,0.0526,-0.0880,-0.4914,0.0262,-0.0103
51.8230,-0.2040,-0.0659,-0.1447,0.1459,-0.4054
51.9230,0.0161,0.2565,-0.0802,-0.2970,-0.3072
52.0230,-0.0793,-0.1296,-0.1114,0.0477,-0.0079
52.1230,0.1053,0.3844,-0.1183,0.0477,0.2028
52.2230,-0.0865,-0.1123,-0.1671,0.5912,-0.2737
52.3230,-0.0708,-0.0641,-0.2161,0.1722,0.3392
52.4230,0.2143,0.2256,-0.2318,-0.7112,0.1549
52.5230,0.1488,-0.1309,-0.3603,0.7349,-0.1923
52.6230,-0.0407,-0.0771,-0.1327,-0.1175,0.6888
52.7230,0.0094,-0.0723,-0.0394,0.6894,-0.0869
52.8230,-0.0308,-0.1211,0.2561,-0.0193,-0.1037
52.9230,0.1067,0.0396,0.5497,-0.3210,0.7439
53.0230,0.1344,-0.1717,0.4167,0.7684,0.9210
53.1230,0.0166,0.1302,0.5542,-0.2061,0.7032
53.2230,-0.0367,-0.0619,0.6395,0.7516,0.7223
53.3230,-0.1137,-0.2895,0.5265,0.8067,0.9354
53.4230,-0.0881,-0.0944,0.5534,0.5361,0.7750
53.5230,-0.0924,0.0934,0.3976,0.5912,0.6912
53.6230,0.1163,0.3913,0.6158,0.4715,0.4733
53.7230,0.1144,-0.0038,0.7090,0.1986,0.4302
53.8230,0.0925,-0.0542,0.9611,0.1770,0.0950
53.9230,0.0531,0.2322,1.0989,-0.5700,1.7231
54.0230,-0.0047,-0.0769,0.7978,0.2393,0.7127
54.1230,-0.0215,0.2818,0.7701,-0.3282,0.6409
54.2230,-0.3263,-0.1872,0.6192,0.3398,0.3273
54.3230,-0.0735,-0.0803,0.1732,0.1387,0.5499
54.4230,0.0486,0.0881,-0.0029,-0.7998,1.1198
54.5230,-0.1262,-0.1099,-0.1554,0.5768,-0.0726
54.6230,0.0619,0.0814,-0.1516,0.3973,0.3345
54.7230,0.0654,-0.1094,-0.0059,0.0094,-0.0654
54.8230,-0.0553,-0.2141,0.3080,1.0222,0.2578
54.9230,0.1306,0.3079,0.1828,0.7899,0.6696
55.0230,0.0656,-0.0356,0.3006,-0.4527,0.9402
55.1230,-0.0135,0.1230,0.1378,0.5313,0.3464
55.2230,0.0331,-0.1877,0.1194,0.4619,0.2698
55.3230,0.0030,-0.0952,-0.0448,0.8234,0.3464
55.4230,0.0043,0.1736,-0.2153,0.0549,0.8564
55.5230,-0.0242,0.0971,-0.1300,-0.2875,0.1405
55.6230,0.0686,-0.0393,-0.0709,0.3590,0.4087
55.7230,-0.0037,-0.0489,0.0472,-0.1055,0.2483
55.8230,-0.0791,0.0340,0.4575,0.7420,-0.0606
55.9230,0.0507,0.1049,0.1740,0.2225,0.9426
56.0230,-0.1116,0.0153,0.1751,-0.6514,0.9522
56.1230,-0.0601,0.0401,0.1684,0.2800,-0.0390
56.2230,0.0686,0.1086,0.0639,-0.0911,0.6074
56.3230,0.0251,0.0188,0.0277,-0.7591,0.3895
56.4230,-0.0455,0.1025,-0.2835,-0.3401,-0.3072
56.5230,-0.1017,-0.0606,-0.1676,-0.2659,0.1429
56.6230,0.0499,-0.1142,-0.1364,-0.1869,0.1477
56.7230,-0.0420,-0.0401,0.0466,-0.2348,-0.3718
56.8230,-0.0585,0.1462,0.0738,-0.9746,1.2443
56.9230,0.0907,0.0010,0.0996,-0.7759,0.1836
57.0230,-0.0623,0.1560,0.0274,-0.1223,0.2219
57.1230,-0.0945,-0.2016,-0.0690,0.1315,0.5284
57.2230,0.0861,-0.0590,-0.3858,0.5457,0.2578
57.3230,0.3920,0.1350,-0.4061,-0.1845,0.4398
57.4230,-0.1625,-0.1115,-0.2430,-1.4223,-0.2354
57.5230,-0.1289,-0.1539,-0.0970,0.0405,0.3823
57.6230,-0.0031,-0.0689,0.0085,0.3590,-0.0319
57.7230,0.0547,0.0268,0.0514,0.6080,0.4422
57.8230,0.3052,0.1299,0.0496,-0.1989,0.0855
57.9230,0.0270,0.1691,-0.0949,-0.6610,0.7127
58.0230,-0.3831,-0.0028,-0.0187,-0.0504,-0.5729
58.1230,0.0161,0.0601,0.0360,-0.2132,0.1429
58.2230,0.1682,-0.0566,-0.2230,-0.3449,-0.2856
58.3230,0.0523,-0.0433,-0.3904,-1.0081,0.2818
58.4230,-0.1094,-0.0262,-0.3080,-0.5891,-0.5442
58.5230,0.1642,0.1038,-0.2470,0.4667,0.1022
58.6230,0.1019,0.0665,-0.1727,0.1195,-0.1109
58.7230,-0.1766,-0.1323,0.0823,-0.4910,-0.0271
58.8230,-0.1292,-0.0742,0.1210,-0.7807,0.5715
58.9230,-0.0362,-0.2293,0.0394,-0.4718,0.1286
59.0230,-0.0111,0.1808,0.0615,-0.1318,0.7846
59.1230,-0.0367,-0.0324,0.0117,0.5744,-0.1037
59.2230,-0.1673,-0.0204,0.0597,0.2704,0.2746
59.3230,0.0920,-0.0443,-0.0261,0.1100,0.4302
59.4230,0.2087,-0.1459,-0.0911,-0.1151,0.6601
59.5230,0.0891,0.1179,-0.0080,0.0717,-0.3120
59.6230,0.2247,0.2043,-0.0480,0.5337,-0.1324
59.7230,0.0464,-0.1280,0.0693,0.0405,0.1118
59.8230,-0.2296,-0.0651,0.1785,-0.1318,-0.0534
59.9230,-0.1454,0.2288,0.2126,-1.0105,0.5882
60.0230,0.0243,-0.0363,-0.0408,-0.2970,0.2914
60.1230,-0.0663,0.1131,-0.1452,-0.5580,0.5212
60.2230,-0.1683,-0.1957,-0.0323,0.4739,0.2267
60.3230,-0.0380,0.0644,-0.0973,-0.0840,0.3536
60.4230,0.1195,0.0732,-0.2148,-1.3385,0.8851
60.5230,-0.0932,-0.1368,-0.2433,-0.6921,-0.4077
60.6230,-0.0463,0.0047,-0.1607,0.2536,0.2147
60.7230,0.0925,-0.1992,0.0853,-0.1127,0.1214
60.8230,-0.0092,0.0441,0.3000,-0.5436,0.1453
60.9230,-0.0657,-0.2604,0.4199,0.0429,0.3823
61.0230,-0.1265,-0.1048,0.3419,-0.2132,0.8732
61.1230,-0.0593,0.1424,0.6832,-0.7041,1.4286
61.2230,0.0190,-0.0353,0.7735,-0.3114,1.7327
61.3230,0.1035,-0.2415,0.8383,0.0812,1.1820
61.4230,0.1973,-0.0883,1.1055,0.0956,0.5882
61.5230,0.1053,-0.0260,1.3923,0.3231,0.6625
61.6230,0.0712,0.0958,1.6310,-0.2444,0.9115
61.7230,0.0219,-0.1344,1.8836,0.4978,0.4781
61.8230,0.1546,0.1329,2.0222,0.5864,1.8452
61.9230,0.3260,0.2000,1.9105,-0.0480,1.4717
62.0230,0.1280,0.0596,1.9281,0.3302,1.2778
62.1230,0.0664,0.1163,1.8991,0.3925,1.5818
62.2230,-0.0002,0.0636,1.8061,0.2010,1.1605
62.3230,-0.0799,-0.1277,1.6960,0.4045,1.2227
62.4230,0.0984,0.0058,1.5974,-0.4048,0.8971
62.5230,0.1141,0.0391,1.4200,-0.0169,0.0926
62.6230,0.0949,0.3196,1.4109,0.2297,0.4709
62.7230,-0.0721,0.0566,1.2609,0.3590,-0.3311
62.8230,0.0662,0.1400,1.3107,0.5194,0.2387
62.9230,0.1091,0.0750,1.2286,0.0573,-0.0582
63.0230,-0.0378,0.1560,1.1079,-0.7256,1.4478
63.1230,-0.2317,-0.0795,0.6733,-0.6179,0.5954
63.2230,-0.3021,-0.0230,0.5625,-0.5365,0.3943
63.3230,0.0550,0.1067,0.5556,0.0908,0.2028
63.4230,-0.1705,-0.1837,0.2126,-0.1223,0.1118
63.5230,-0.0737,-0.2434,0.0149,0.3446,-0.5490
63.6230,0.1101,-0.1187,-0.0077,0.2153,-0.4508
