Timestamp(us)	AccelX(g)	AccelY(g)	AccelZ(g)	GyroX(dps)	GyroY(dps)	GyroZ(dps)
14236418	0.0015	-0.292	0.8696	-1.2207	-4.3945	-6.4697
14248418	-0.0381	-0.2554	0.9199	0.4883	3.54	-9.1553
14260462	-0.0454	-0.249	0.9878	1.6479	10.5591	-12.5732
14272414	-0.0688	-0.2178	1.1118	3.1738	12.5732	-14.1602
14284414	-0.0869	-0.2246	1.1641	2.6245	6.6528	-17.6392
14298414	-0.0923	-0.2051	1.1118	2.2583	-0.7324	-23.8037
14310414	-0.0801	-0.1582	1.0317	1.0986	-4.6387	-26.8555
14322418	-0.0532	-0.1133	0.9731	0.6714	-6.5918	-25.8789
14334418	-0.0278	-0.0664	0.9072	-2.9297	-3.8452	-20.9961
14346414	-0.0098	-0.085	0.8887	-11.9019	0.6104	-15.0757
14358414	-0.0151	-0.1128	0.9458	-16.7236	5.4932	-10.9863
14371414	-0.0356	-0.1509	1.0483	-14.8926	9.0332	-8.606
14383418	-0.0474	-0.1782	1.0898	-11.1694	8.3008	-10.5591
14395414	-0.0649	-0.1519	1.1392	-10.8643	5.4932	-12.207
14409414	-0.0488	-0.1562	1.1553	-7.8735	-0.1831	-12.5732
14422599	-0.0254	-0.1797	1.0483	-5.3101	-5.4932	-15.1978
14433732	-0.0161	-0.1689	1.0093	-4.1504	-6.1035	-17.9443
14446414	0.0039	-0.1597	0.9731	1.5869	-7.1411	-21.1182
14458414	0.0127	-0.1147	0.9282	7.019	-7.1411	-22.7051
14470418	-0.0293	-0.0449	0.9312	6.958	-2.8076	-22.0337
14482418	-0.022	-0.0415	0.9673	4.6387	-5.6763	-20.0806
14494414	-0.0645	0.0366	0.957	3.6011	-6.897	-15.1367
14506418	-0.0693	0.0317	0.9126	-2.1973	-8.3008	-7.7515
14528910	-0.083	-0.0522	0.8433	-11.1694	-7.5684	4.8828
14541423	-0.0718	-0.106	0.8218	-11.4746	-1.5869	9.2163
14553427	-0.0435	-0.1646	0.8872	-6.4087	6.0425	11.4746
14565423	-0.0337	-0.1851	0.9756	-1.0986	8.1177	10.1929
14577423	-0.0527	-0.1631	1.0151	-0.5493	4.0283	10.437
14589419	-0.0229	-0.2017	1.0029	0.4272	-2.5635	11.4746
14601423	-0.0327	-0.2378	0.9556	4.0283	-1.0986	11.9019
14613423	-0.0396	-0.2866	0.939	3.479	2.2583	9.1553
14625423	-0.0513	-0.3145	0.9922	0.7324	4.8828	3.1128
14637419	-0.0557	-0.2876	1.0405	-0.6104	4.7607	-2.8076
14651431	-0.0786	-0.228	1.0562	-2.5635	2.4414	-6.2866
14663419	-0.0732	-0.1836	1.0488	-4.3335	-2.9907	-6.3477
14675423	-0.0591	-0.1831	1.0044	-3.479	-3.6011	-4.7607
14687419	-0.0444	-0.1982	0.981	-2.0752	-0.061	-4.5166
14699427	-0.0498	-0.2095	1.0156	-1.2207	-0.1221	-5.188
14711423	-0.0337	-0.2212	0.9888	-0.6104	-2.5635	-7.6904
14723423	-0.0396	-0.2095	0.9541	-1.77	-0.8545	-8.8501
14735423	-0.0347	-0.2046	0.9722	-1.5259	1.4648	-9.3994
14747427	-0.0278	-0.2109	0.9834	-0.061	0.4883	-10.3149
14761419	-0.0205	-0.2002	1.0225	4.6997	0.7324	-11.1084
14774476	-0.022	-0.1226	1.002	8.1787	1.8311	-12.207
14785768	-0.0449	-0.0923	1.0229	6.7139	1.9531	-10.2539
14798408	-0.0303	-0.1011	1.0513	8.667	-1.5869	-8.728
14810431	-0.0303	-0.0317	0.9473	6.5308	-4.8828	-6.5918
14822404	-0.0532	-0.0361	0.9287	-0.7935	-0.6104	1.4648
14834431	-0.0322	-0.1025	0.9736	-2.4414	2.1362	5.3101
14846408	-0.0278	-0.1465	1	-2.8687	0.4883	6.4697
14858431	-0.022	-0.1616	0.9756	-4.1504	1.0986	7.8735
14872408	-0.0288	-0.1909	1.021	-8.0566	2.8687	10.2539
14884435	-0.0347	-0.2183	1.0562	-4.6997	0.7935	9.5825
14896404	-0.0303	-0.21	1.0459	-1.5259	-3.1738	6.2866
14908431	-0.0396	-0.2075	1.0381	1.2207	-7.8125	6.7139
14920404	-0.0171	-0.2046	0.9609	5.6763	-9.8877	7.2021
14932435	-0.0557	-0.1934	0.9321	6.4697	-5.7983	9.8267
14944404	-0.0459	-0.2188	0.9492	6.5308	-5.3101	10.7422
14957472	-0.0581	-0.2017	0.939	5.4321	-0.2441	10.437
14969418	-0.0527	-0.2261	0.9761	-2.3804	-1.709	11.1694
14981435	-0.0483	-0.2661	0.9995	-6.1646	-3.2349	9.5215
14995404	-0.0347	-0.2563	0.9673	-3.1738	-4.6387	7.3853
15007431	-0.0352	-0.2539	0.9468	-0.3662	-0.4883	6.2256
15019408	-0.0239	-0.271	0.9673	1.2817	3.0518	3.3569
15031435	-0.02	-0.2583	1.0107	3.2349	2.3193	-1.9531
15043404	-0.0293	-0.2178	0.9927	5.4932	2.4414	-3.6621
15055431	-0.0532	-0.21	1	0.6104	-1.5259	-3.479
15067408	-0.0254	-0.1851	0.9546	-2.3193	-3.3569	-5.8594
15079520	-0.0488	-0.1348	0.9258	-4.7607	2.1973	-3.418
15092404	-0.0483	-0.1948	0.9746	-7.9956	2.3193	-0.7935
15106435	-0.0322	-0.2451	0.9976	-8.3618	1.0986	-5.0659
15118408	-0.0298	-0.2139	0.9844	-7.9346	1.5869	-8.606
15130435	-0.0371	-0.1758	0.9839	-6.5308	3.1128	-10.5591
15143536	-0.0469	-0.1279	1.0171	-1.2207	2.1973	-11.1084
15156435	-0.0327	-0.0576	0.9624	0.2441	2.5024	-8.4229
15168408	-0.0547	-0.0884	0.98	-4.3945	4.7607	-2.4414
15180433	-0.0249	-0.1626	1.0229	-2.5024	3.1738	-2.0142
15192404	-0.0366	-0.1396	0.9932	3.0518	5.3711	-1.9531
15204435	-0.0537	-0.1616	1.0317	2.3804	4.0283	-1.0376
15218408	-0.0483	-0.1655	1.0361	5.7983	0.2441	-3.1738
15230431	-0.0684	-0.1196	1.0293	5.3101	-1.8921	-3.0518
15242404	-0.0757	-0.1147	1.0229	3.9062	-4.5166	-0.4883
15253792	-0.0776	-0.1216	0.998	1.3428	-6.2866	2.6855
15266404	-0.085	-0.1177	0.9907	-2.0752	-5.6152	6.4087
15278431	-0.0688	-0.1514	1.0073	-1.77	-4.2114	8.8501
15290404	-0.0825	-0.1968	1.0229	-0.3662	-5.4321	10.8032
15302435	-0.0679	-0.2314	1.0356	0.061	-8.8501	9.1553
15314408	-0.0542	-0.2461	1.0107	3.1738	-13.0615	6.4087
15326431	-0.0562	-0.2261	0.9502	2.7466	-12.5732	3.2959
15340408	0.0161	-0.2256	0.9307	-1.8921	-14.5874	2.0142
15352435	-0.0498	-0.2095	0.9287	-3.9062	-7.2021	-0.4272
15364454	-0.0396	-0.1953	0.9624	-2.6245	-2.2583	-1.4648
15376431	-0.0391	-0.2002	0.9741	0.8545	-1.0376	-1.8311
15388459	-0.0347	-0.1924	0.9688	1.5259	-0.3662	-1.5869
15400476	-0.0439	-0.1631	0.9897	2.5635	-0.1831	-1.2817
15412414	-0.0483	-0.1426	0.98	3.1128	-2.0142	0.9155
15424431	-0.0293	-0.1499	0.9604	2.3193	-3.0518	3.6011
15436404	-0.0352	-0.1587	0.9688	2.8687	-0.8545	4.3945
15450601	-0.0356	-0.1489	0.9883	3.8452	-0.1831	4.5776
15462400	-0.0352	-0.1743	0.9775	4.5776	-0.061	4.8218
15474423	-0.0366	-0.1812	0.9761	4.3945	0.9155	3.0518
15486396	-0.0327	-0.167	0.9849	4.3335	1.3428	2.7466
15498423	-0.0425	-0.1646	0.9941	4.0283	1.4648	5.127
15511523	-0.0376	-0.1865	1.002	1.5259	0	7.8735
15523423	-0.022	-0.2275	1.0361	1.9531	-0.6104	6.1035
15535395	-0.0259	-0.2432	1.0376	5.6152	-2.0752	2.2583
15547427	-0.0293	-0.2407	1.0254	8.2397	-4.5776	-1.8311
15559391	-0.0332	-0.2148	1.0161	9.5215	-6.3477	-3.9673
15573427	-0.043	-0.2002	0.9927	10.376	-6.897	-4.2725
15585391	-0.0425	-0.1777	0.9707	10.6812	-7.2632	-3.479
15597427	-0.1035	-0.1328	1.0239	4.3945	-11.0474	0.1221
15609379	-0.0161	-0.189	0.9502	1.709	-10.437	1.77
15621431	-0.0083	-0.2388	0.9258	3.2349	-4.5776	1.0376
15633391	-0.0063	-0.2515	0.9521	5.4932	2.3804	-1.709
15645427	-0.0132	-0.251	0.9922	6.4087	4.8828	-5.4321
15657387	-0.0205	-0.2227	1.021	6.2866	4.3945	-9.1553
15669427	-0.0259	-0.2129	1.02	4.0283	1.0986	-10.1929
15683391	-0.0327	-0.1987	1.0024	0.7324	-1.5259	-11.1694
15695431	-0.0264	-0.21	0.9839	1.3428	-2.2583	-10.5591
15707391	-0.0068	-0.2246	0.9824	3.7842	0.9766	-11.5356
15719431	-0.0083	-0.2031	1.0044	3.1128	2.9907	-14.0381
15731391	-0.0205	-0.1768	1.043	3.0518	-0.1221	-15.5029
15743427	-0.0796	-0.1689	1.0771	4.2114	-6.958	-15.0757
15755387	0.0176	-0.1416	0.9893	1.2817	-14.0381	-15.625
15767431	-0.0024	-0.1631	0.9385	2.9907	-12.3901	-13.7329
15779391	0.002	-0.1499	0.915	5.6152	-6.8359	-12.6343
15793427	-0.0195	-0.1118	0.9097	2.8076	-1.8311	-10.1318
15805391	-0.0088	-0.0889	0.9155	0.6714	1.709	-7.2632
15817427	0.0039	-0.0762	0.9395	-0.4272	5.188	-3.7842
15829387	0.0044	-0.1113	0.9839	2.8076	7.2632	-0.7324
15841427	-0.0103	-0.1079	0.9878	7.8735	5.8594	2.4414
15853391	-0.0103	-0.1309	0.9771	8.0566	4.0283	4.6997
15866557	-0.0112	-0.1357	0.9648	7.6294	3.418	5.0049
15879387	-0.0254	-0.1304	0.9424	2.5635	3.1738	7.2021
15891427	-0.0137	-0.1782	0.9434	-1.8921	6.6528	8.0566
15903391	-0.021	-0.2065	0.9736	0.9766	9.7046	7.8125
15917431	-0.0249	-0.189	0.9854	4.5166	12.3901	6.5308
15929387	-0.0371	-0.1782	1.02	4.6997	14.9536	6.0425
15941427	-0.0254	-0.1836	1.0737	6.2866	12.7563	6.0425
15953391	-0.0479	-0.1401	1.0679	9.4604	7.3242	5.0049
15965431	-0.0557	-0.1396	1.084	6.0425	0.7324	6.6528
15977387	-0.0513	-0.1577	1.0684	2.3193	-6.6528	7.6294
15989431	-0.0327	-0.1709	1.0483	3.6621	-11.2915	6.958
16001460	-0.0737	-0.1279	1.0449	2.1362	-18.7378	6.1035
16013427	-0.0308	-0.1577	1.0801	-5.8594	-31.0059	6.3477
16027387	0.0127	-0.1567	1.002	-5.127	-31.4941	3.1128
16039431	0.0459	-0.0986	0.9556	-7.0801	-30.0903	0.061
16051391	-0.0034	-0.0654	0.874	-7.9956	-21.7896	4.3945
16063427	-0.0459	-0.084	0.8472	-12.085	-9.0942	9.5215
16075387	0.0322	-0.0815	0.875	-21.3623	-3.2349	10.2539
16087431	0.0059	-0.1455	0.9097	-20.813	4.2725	13.6719
16099395	0.0229	-0.1831	0.9424	-13.0615	13.1836	13.0615
16112427	-0.0103	-0.1875	0.9673	-10.6201	15.9302	11.2915
16124391	-0.0205	-0.188	0.9946	-8.7891	13.9771	8.9722
16138431	-0.0347	-0.1758	0.9922	-4.2114	11.9629	8.3618
16150404	-0.0396	-0.1655	0.9907	-5.0049	7.6294	9.2773
16162436	-0.0371	-0.1758	0.9771	-5.6152	4.7607	9.7046
16174404	-0.0342	-0.1914	0.9634	-2.9907	5.127	10.1929
16186440	-0.0308	-0.2134	0.9624	-0.4272	7.4463	9.3384
16198416	-0.041	-0.2119	0.9736	2.0752	9.9487	8.0566
16210436	-0.0337	-0.2188	1.0005	2.6245	10.0098	5.6152
16223454	-0.0381	-0.1729	1.0259	4.6387	8.1787	3.1738
16236568	-0.0566	-0.1514	1.0327	5.6763	3.1738	5.4321
16249404	-0.0469	-0.1826	1.022	8.5449	-0.5493	7.9346
16263436	-0.0347	-0.1899	1.0015	7.6294	0.2441	7.5684
16275404	-0.0518	-0.1958	1.0186	6.6528	-1.2207	7.5684
16287440	-0.0366	-0.21	1.0186	9.1553	-2.8076	8.1787
16299400	-0.0269	-0.2271	1.0137	11.5967	-4.0283	7.2632
16311436	-0.0273	-0.2168	0.9956	11.6577	-5.249	6.7749
16323404	-0.0259	-0.229	0.9839	10.3149	-4.4556	6.5308
16335436	-0.0068	-0.2451	0.9688	8.728	-3.0518	3.1738
16347454	-0.0054	-0.2324	0.9609	6.897	1.5259	-1.8311
16359440	-0.02	-0.1948	0.9873	3.479	4.5166	-5.188
16381888	-0.0288	-0.1489	1.0063	-1.8921	2.0142	-5.3101
16394436	-0.0239	-0.1802	1.0005	-3.6621	-0.3052	-4.4556
16406405	-0.0132	-0.1963	1.0039	-0.7935	-0.9766	-5.7983
16418436	-0.0015	-0.1982	0.9951	1.5869	-0.6104	-7.4463
16430401	0	-0.1924	0.9868	0.3052	-0.2441	-9.8267
16442436	-0.0083	-0.1729	0.9961	-1.709	0.4272	-12.085
16454405	-0.0112	-0.1489	1.0166	-2.3804	0.1831	-12.6953
16466440	-0.0054	-0.1572	1.0103	-2.3804	-1.5259	-12.8784
16478401	-0.0039	-0.1665	0.9961	-2.8076	-1.2207	-14.8315
16492440	-0.0034	-0.1245	0.9873	-2.6245	-0.1831	-16.9067
16504405	-0.0112	-0.0947	0.9917	-2.9907	-0.061	-15.9302
16516440	0.0029	-0.082	0.9937	-4.2725	0.3052	-15.625
16528401	-0.0195	-0.0376	0.9756	-6.2866	-1.0986	-14.8926
16540436	-0.0239	-0.0625	0.9551	-6.958	-1.4038	-11.1084
16552405	-0.0098	-0.106	0.9512	-5.6152	1.0986	-9.5825
16564436	-0.0244	-0.126	0.9648	-4.1504	3.479	-10.1318
16576401	-0.0264	-0.1255	0.9746	-4.0283	4.3945	-11.1694
16589557	-0.0356	-0.1431	0.9731	-5.7983	5.9814	-12.085
16602405	-0.0464	-0.1792	1.0093	-5.7983	6.7749	-14.8926
16616527	-0.043	-0.2109	1.0342	-4.5776	3.9673	-18.9209
16629401	-0.0459	-0.2061	1.043	-1.2207	2.2583	-24.0479
16641440	-0.0679	-0.1777	1.0264	1.0376	-0.7935	-26.123
16653401	-0.061	-0.1924	1.0034	3.1738	-3.7231	-27.8931
16665436	-0.0537	-0.1694	0.9683	5.249	-3.8452	-30.1514
16677401	-0.0439	-0.125	0.938	4.3945	-0.4883	-28.7476
16689440	-0.0596	-0.0874	0.917	-0.8545	2.7466	-25.4517
16701405	-0.0488	-0.1104	0.9243	-4.6997	5.7373	-20.4468
16713436	-0.0322	-0.1411	0.9395	-3.6621	10.2539	-18.9209
16727401	-0.0391	-0.1519	0.9688	-0.8545	13.7329	-18.9209
16740472	-0.043	-0.1353	0.9883	-1.0376	14.9536	-19.104
16753409	-0.0381	-0.1245	1.0342	-3.1128	16.8457	-17.8223
16765436	-0.04	-0.1353	1.0811	-3.418	15.0757	-17.0898
16777401	-0.0562	-0.1514	1.085	-3.9062	10.437	-16.7236
16789476	-0.0396	-0.1987	1.0684	-4.8828	6.6528	-18.0664
16802405	-0.0464	-0.1997	1.0449	-3.6621	5.5542	-20.9351
16814436	-0.0552	-0.1831	1.0366	-1.4038	4.2114	-21.7285
16826401	-0.0508	-0.2026	1.0327	0.6714	2.7466	-21.8506
16840440	-0.0444	-0.229	1.0132	0.1221	1.5259	-25.2075
16852401	-0.0518	-0.2295	0.999	-0.7935	1.0376	-29.3579
16864436	-0.0552	-0.2217	0.9731	0.5493	0.3052	-33.3862
16876405	-0.0479	-0.2324	0.9546	0.9155	1.9531	-38.6963
16888440	-0.064	-0.2207	0.9712	4.6997	4.3945	-42.8467
16900401	-0.0557	-0.2319	0.9941	12.8784	6.1646	-44.3726
16912436	-0.0532	-0.1777	0.979	15.9302	7.4463	-45.6543
16924405	-0.0562	-0.1353	0.9951	11.9629	7.8735	-42.1753
16936440	-0.0513	-0.146	1.0171	10.8032	7.019	-36.8652
16951529	-0.0391	-0.2046	0.9844	9.2163	4.8218	-32.4707
16964436	-0.0381	-0.2197	0.9883	9.3994	6.1035	-33.6304
16976401	-0.063	-0.1543	0.9897	13.0005	4.7607	-31.9824
16988440	-0.063	-0.1567	0.9688	13.855	2.9297	-26.3062
17001455	-0.0483	-0.2256	0.9512	10.376	4.9438	-22.0947
17013440	-0.0366	-0.2979	0.9878	8.4839	7.6294	-24.0479
17025498	-0.0435	-0.2808	1.0249	10.498	8.2397	-28.6865
17038440	-0.0444	-0.2095	1.0415	11.8408	5.0659	-30.7617
17050405	-0.0488	-0.1743	1.0562	13.1836	2.3193	-30.0293
17064436	-0.0474	-0.1909	1.0488	15.2588	-1.5259	-27.4048
17076405	-0.043	-0.2349	1.0054	14.9536	-3.3569	-29.1138
17088436	-0.0366	-0.2471	1.002	13.4888	-2.6245	-34.79
17100405	-0.0547	-0.1899	1.02	16.9067	-1.8921	-39.2456
17112440	-0.0488	-0.1646	1.0195	22.0947	-2.0752	-40.1001
17124405	-0.0571	-0.145	1.0264	26.123	-2.8687	-43.335
17136436	-0.0684	-0.1196	1.0142	28.9307	-4.3335	-44.9829
17148401	-0.0698	-0.0972	0.9995	31.4941	-4.6387	-46.1426
17160440	-0.0669	-0.0854	1.001	33.2642	-3.0518	-46.875
17174405	-0.0737	-0.0806	0.9976	38.208	-2.7466	-49.4385
17186436	-0.0698	-0.0659	0.9741	37.2925	-1.4038	-50.1099
17198401	-0.0586	-0.0796	0.9771	33.8135	0.1831	-50.7202
17210440	-0.0493	-0.0737	0.9785	31.7383	0.7935	-51.3916
17222405	-0.0454	-0.0737	0.9502	30.3955	1.5869	-51.0254
17234436	-0.019	-0.0913	0.9399	29.9683	4.6997	-51.8188
17246401	-0.0146	-0.0869	0.9502	31.6162	8.2397	-53.5889
17258440	-0.0103	-0.0483	0.9712	30.5176	8.4839	-52.8564
17270405	-0.0132	-0.0176	0.9941	28.7476	5.7983	-50.415
17284557	-0.0112	0.0083	0.9756	21.1182	3.2349	-42.8467
17296401	0.0142	-0.0469	0.9741	10.1318	2.3193	-37.1704
17308440	0.0415	-0.1172	0.9878	4.9438	2.0752	-37.9028
17322085	0.0361	-0.1299	0.9922	3.6011	0.6104	-41.9312
17334497	0.0405	-0.1611	0.9922	2.4414	-0.3052	-47.6074
17346405	0.0479	-0.1221	1.002	3.418	0.4272	-56.7627
17358440	0.0293	-0.0508	1.0342	5.0659	1.6479	-61.2793
17370401	0.0186	0.0171	1.0522	4.2114	0.9766	-61.2793
17382436	-0.0093	0.063	1.0786	-0.1221	-2.5635	-56.2744
17394405	0.0049	0.0532	1.0894	-0.9155	-5.7983	-47.9736
17408440	0.0127	-0.0308	1.0708	0.3662	-11.9629	-43.5181
17420401	0.0117	-0.0732	1.0264	-1.6479	-14.6484	-43.1519
17432459	0.0273	-0.0981	1.0166	-1.1597	-13.0615	-44.2505
17445405	0.0273	-0.0938	1.0044	3.479	-9.3994	-44.7388
17458480	0.0132	-0.0659	1.0312	7.6294	-6.5308	-45.8984
17471444	-0.0234	-0.0396	1.0283	10.376	-10.437	-44.4336
17483436	-0.0137	-0.0796	1.0186	13.855	-13.3057	-42.0532
17495401	-0.0078	-0.0884	0.9976	21.6064	-16.2964	-45.4102
17507440	-0.0283	-0.0728	0.9287	22.8271	-16.4795	-46.875
17521401	-0.0317	-0.064	0.8545	15.0757	-13.1226	-48.4009
17533477	-0.0332	-0.0171	0.7964	8.9111	-4.8828	-46.6919
17546405	-0.0127	0.0215	0.8066	-0.4883	10.8643	-39.978
17558436	0.0044	-0.0278	0.9609	-3.7231	23.1934	-33.6304
17570401	0.0015	-0.0728	1.0806	3.2959	24.5361	-32.959
17582436	0.0024	-0.1182	1.1172	8.606	19.043	-34.2407
17594405	0.0029	-0.1475	1.1118	7.6294	8.667	-37.7197
17606436	0.0112	-0.1807	1.0356	-0.1831	1.1597	-42.2974
17618401	0.0474	-0.208	0.9897	-9.3994	-0.3052	-49.1333
17632440	0.0337	-0.2197	0.9702	-12.6953	0.4883	-57.312
17643751	0.0264	-0.2266	0.96	-8.9722	2.2583	-64.6362
17656424	-0.0259	-0.1826	0.936	-3.1738	4.1504	-74.0356
17668420	-0.0737	-0.0581	0.9624	6.7749	5.7983	-80.2002
17680428	-0.082	0.1421	0.9868	22.8882	5.3101	-80.3223
17693549	-0.1113	0.3423	0.9976	32.2266	0.9766	-66.9556
17706416	-0.0952	0.3228	0.9873	23.9868	-0.7324	-42.7246
17718420	-0.0786	0.1855	0.979	3.418	-3.9062	-26.7334
17731467	-0.0361	0.0015	0.9658	-21.4844	-5.6763	-20.9961
17745420	-0.02	-0.1006	0.9551	-35.7666	-6.6528	-24.5361
17757424	-0.001	-0.1675	0.9507	-36.7432	-4.6997	-29.0527
17769424	0.0005	-0.208	0.9282	-28.9917	-2.1362	-36.1328
17781428	-0.0107	-0.1836	0.9209	-14.5264	3.2959	-44.6167
17793420	-0.0215	-0.0688	0.9497	1.8921	13.3057	-49.3774
17805424	-0.0327	0.0239	1.0361	12.6953	18.1885	-47.2412
17817420	-0.0688	0.0674	1.0796	12.6953	14.4653	-39.3066
17829428	-0.0552	0.0034	1.0747	0.5493	8.2397	-30.7617
17841420	0.0088	-0.1216	1.0771	-13.1836	5.6763	-29.2969
17855424	0.0024	-0.2231	1.0659	-20.874	3.54	-36.2549
17867424	0.0132	-0.2915	1.0186	-31.7993	3.0518	-46.6919
17879424	0.0186	-0.3345	1.0156	-37.5366	4.0894	-60.4248
17891420	-0.0083	-0.2559	0.9849	-27.2827	5.8594	-75.3174
17903428	-0.0132	-0.1074	0.9805	-10.2539	13.5498	-81.665
17915424	-0.0166	0.0542	1.0605	2.2583	18.2495	-81.4819
17927428	-0.0557	0.1357	1.103	3.6621	10.376	-70.9229
17939420	-0.0391	0.0898	1.0469	-4.6997	1.4648	-56.2744
17951424	-0.0054	-0.0186	1.0244	-15.625	1.0986	-47.4243
17965420	-0.0342	-0.1562	1.0854	-24.9023	-0.1831	-48.0957
17978468	-0.022	-0.208	1.0396	-32.1655	-6.5308	-59.3872
17989737	-0.0488	-0.2612	0.918	-56.5186	-8.5449	-75.9277
18002428	-0.0049	-0.2085	0.8779	-77.9419	-6.2256	-91.5527
18014424	0.0557	-0.1055	0.9512	-67.1997	7.0801	-94.5435
18026424	0.0503	0.0024	1.0405	-40.4663	17.0288	-88.3179
18038424	0.0142	0.0381	1.0845	-23.3154	14.9536	-73.9136
18051591	-0.0278	-0.0391	1.1079	-15.7471	5.7983	-57.0068
18064424	-0.0176	-0.1821	1.0991	-10.5591	-5.6763	-50.293
18078424	-0.0332	-0.2915	0.9893	-5.249	-15.1367	-53.5278
18090420	-0.0479	-0.2881	0.8062	-7.6294	-11.3525	-60.5469
18102428	-0.0356	-0.3101	0.7725	-13.916	1.5259	-65.979
18114424	-0.0264	-0.3174	0.8335	-9.8877	14.6484	-71.0449
18126424	-0.021	-0.2793	0.8945	-6.0425	22.8271	-76.5991
18138420	-0.0469	-0.1665	0.9478	0.4883	27.771	-75.2563
18150431	-0.0605	-0.123	1.0264	7.7515	30.4565	-66.9556
18162424	-0.0801	-0.0698	1.1084	16.5405	28.6255	-59.9976
18174424	-0.0898	-0.0259	1.1396	18.4326	18.0054	-52.5513
18196896	-0.0249	-0.019	0.9932	13.5498	3.0518	-34.6069
18209421	0.0093	-0.1206	0.9536	10.9253	5.3711	-24.8413
18221412	0.0337	-0.187	0.9565	7.3242	6.6528	-21.9727
18233425	0.0068	-0.2212	0.9497	5.9814	8.1177	-22.3389
18245416	-0.0312	-0.2275	0.9409	8.4229	11.2305	-26.6113
18257465	-0.0366	-0.2075	0.9297	8.9111	15.686	-32.8979
18269421	-0.019	-0.2012	1.0078	15.0757	23.8647	-40.8936
18281425	-0.0024	-0.0762	1.1284	32.2876	28.1372	-47.6074
18293421	-0.021	0.126	1.1807	41.9312	19.5312	-45.166
18307475	-0.0806	0.248	1.1108	33.3252	-2.0752	-21.0571
18320421	-0.0454	0.0498	0.978	14.1602	-14.6484	2.6855
18332425	-0.0288	-0.1465	0.8931	0.3052	-13.7939	7.6294
18344417	-0.0439	-0.2417	0.8135	-9.0942	-7.5073	4.3945
18356488	-0.0112	-0.2524	0.8037	-12.0239	6.3477	-2.9907
18369421	-0.0259	-0.1694	0.8926	-2.8076	21.7896	-8.606
18381425	-0.0464	-0.1572	0.9668	11.5967	30.7007	-9.2163
18393412	-0.02	-0.2598	0.9956	12.7563	33.4473	-14.8926
18405421	-0.0361	-0.2769	1.02	4.3945	29.9072	-27.0996
18418542	-0.0293	-0.2422	1.0215	-4.2725	23.1934	-34.8511
18433421	-0.0347	-0.2139	1.0029	-5.7983	18.1274	-34.4849
18445421	-0.0435	-0.1831	0.978	-6.7139	16.2964	-33.7524
18457417	-0.0557	-0.0869	0.9893	-4.4556	15.9302	-28.9307
18469425	-0.0825	0.021	1.0034	-2.3804	14.8315	-17.5171
18481417	-0.0356	-0.0142	1.0034	-3.2349	10.3149	0.061
18493421	-0.0005	-0.1821	1.0107	0.4272	10.0098	10.8643
18505417	0.0234	-0.3354	1.0342	4.3335	11.8408	10.3149
18517425	-0.0088	-0.4077	1.0513	-0.4272	10.3149	4.5166
18529421	-0.0166	-0.4473	1.1318	-10.8032	7.5684	-7.1411
18543421	-0.0854	-0.2983	1.1875	-12.9395	-1.77	-22.8882
18555421	-0.0972	-0.0195	1.1162	-12.5732	-9.8267	-27.0386
18567425	-0.0986	0.1626	1.061	-13.3667	-14.8926	-15.3198
18579417	-0.0522	0.1069	0.9653	-5.0049	-20.0806	-1.9531
18591421	-0.0415	0.1123	0.8638	9.3384	-15.8691	8.606
18603421	-0.0151	-0.0234	0.8267	23.7427	-7.1411	16.4185
18615425	-0.0093	-0.2002	0.8823	32.2266	1.8311	16.4185
18627417	-0.0137	-0.2573	0.978	26.2451	3.2349	7.019
18639421	-0.0571	-0.2104	1.0825	20.813	-0.6104	-2.3193
18653421	-0.1484	-0.1182	1.0474	26.4282	-4.8218	-7.3853
18665437	-0.1797	-0.0615	0.9292	32.2876	2.1973	-5.6152
18677417	-0.1914	-0.0625	0.9824	34.0576	18.3716	-0.8545
18689421	-0.207	-0.063	1.1489	35.7056	22.9492	4.8218
18701421	-0.207	-0.0469	1.1826	28.6255	14.9536	11.6577
18713421	-0.1992	-0.0342	1.1646	3.9062	-0.6714	19.7754
18726453	-0.1631	-0.1807	1.0986	-15.7471	-17.0898	25.5737
18738408	-0.0962	-0.2466	0.9668	-19.4092	-21.4844	19.043
18750421	-0.0635	-0.1875	0.8857	-15.0757	-15.1978	12.3901
18764421	-0.0391	-0.1509	0.8887	-3.418	-8.5449	10.7422
18777538	-0.0054	-0.1509	0.8745	6.958	-4.6387	7.6904
18790425	0.0264	-0.1455	0.8652	12.5122	0.4883	3.1128
18802417	0.0063	-0.1064	0.8979	13.1226	2.0142	-1.5259
18814421	0.0322	-0.0576	0.8867	8.2397	1.6479	-8.1177
18826417	0.0488	0.0435	0.9277	4.0894	0.1831	-13.2446
18838425	0.0283	0.1294	0.9395	7.2021	-3.479	-10.9253
18850421	0.0156	0.1299	0.9028	9.3384	-4.8828	-4.0894
18862421	0.0098	0.0566	0.8975	7.5684	-3.479	1.2817
18874417	-0.0049	-0.0161	0.9214	7.5684	0.1831	4.5776
18888425	-0.0361	-0.0898	0.9683	7.9956	3.6011	7.5073
18900421	-0.0786	-0.1406	0.9893	8.3618	3.6621	7.1411
18912421	-0.1016	-0.1436	1.002	6.7749	3.9062	5.3101
18925449	-0.0786	-0.1821	1.0723	3.6011	2.9297	3.1128
