time,deltaX,deltaY
106.286737,379,17870,60,255
106.316755,0,-1,56,255
106.355236,-2,-2,50,255
106.393724,0,0,53,255
106.423610,2,1,59,255
106.462007,15,1,60,255
106.500505,13,0,64,255
106.530459,-5,1,55,255
106.568836,-3,0,55,255
106.607335,-1,0,60,255
106.637162,0,2,63,255
106.675539,4,3,64,255
106.714016,-1,4,68,255
106.743979,3,2,65,255
106.782341,0,6,61,255
106.828669,-6,7,65,255
106.858477,3,1,70,255
106.896952,-11,9,68,255
106.950809,3,8,69,255
106.980751,0,10,64,255
107.019298,9,8,64,255
107.057689,6,8,71,255
107.087613,1,8,70,255
107.126023,-7,9,74,255
107.164483,-13,10,76,255
107.194341,1,10,67,255
107.232841,7,12,69,255
107.286999,17,14,76,255
107.316943,-2,8,72,255
107.355439,-10,11,68,255
107.393825,-13,13,71,255
107.423750,2,10,82,255
107.473973,6,15,74,255
107.512490,5,16,75,255
107.542353,0,10,78,255
107.580824,-2,15,77,255
107.619304,-4,14,82,255
107.650852,-2,11,70,255
107.703637,-1,21,79,255
107.742140,0,16,80,255
107.771975,2,12,73,255
107.810360,8,21,72,255
107.848821,8,20,72,255
107.878672,2,13,75,255
107.917168,0,18,73,255
107.955624,-5,20,69,255
107.985480,0,14,67,255
108.023909,11,21,64,255
108.080581,3,28,65,255
108.110510,-5,12,68,255
108.148933,-13,19,61,255
108.187384,-1,17,66,255
108.217261,5,12,69,255
108.255749,5,19,71,255
108.294213,5,13,73,255
108.324062,-4,10,69,255
108.374101,-5,19,66,255
108.412701,1,15,71,255
108.442555,5,12,77,255
108.480958,4,15,70,255
108.519391,-2,16,75,255
108.549260,-6,13,79,255
108.587717,-3,15,84,255
108.626185,1,18,91,255
108.656052,5,17,84,255
108.694434,0,16,87,255
108.732871,-2,18,83,255
108.762722,-2,16,92,255
108.801208,6,19,92,255
108.839689,8,14,93,255
108.869566,8,15,86,255
108.907985,7,20,77,255
108.946475,4,19,79,255
108.976326,4,11,97,255
109.014798,2,17,94,255
109.058120,2,18,89,255
109.087951,0,16,83,255
109.150817,6,29,110,255
109.189390,8,19,110,255
109.219272,0,16,99,255
109.257731,-1,21,99,255
109.306121,5,24,103,255
109.335938,6,14,95,255
109.374297,7,18,103,255
109.412774,2,16,109,255
109.442666,-4,14,105,255
109.481115,-5,14,105,255
109.519611,7,16,89,255
109.549478,6,15,91,255
109.587849,7,15,86,255
109.637088,4,25,84,255
109.679194,-5,21,91,255
109.717715,7,21,87,255
109.756212,6,20,83,255
109.786184,0,14,78,255
109.838141,-2,31,82,255
109.876712,-3,22,82,255
109.906589,0,19,69,255
109.945095,0,16,71,255
109.983587,0,19,74,255
110.013459,0,15,76,255
110.051894,-3,19,73,255
110.090386,2,15,64,255
110.120365,4,16,61,255
110.158759,3,19,57,255
110.197224,1,19,62,255
110.227074,0,13,63,255
110.265498,-3,19,63,255
110.303995,0,20,65,255
110.333953,0,11,68,255
110.375878,1,19,61,255
110.428149,5,25,73,255
110.458183,0,15,68,255
110.496562,-2,16,71,255
110.535042,-3,18,72,255
110.564897,0,11,74,255
110.603300,-1,18,72,255
110.641773,-2,17,75,255
110.671701,-1,13,66,255
110.710090,0,20,72,255
110.748571,3,20,70,255
110.778393,2,13,73,255
110.816802,1,21,73,255
110.855297,0,21,71,255
110.884947,-1,13,68,255
110.937710,-1,27,64,255
110.976204,0,20,74,255
111.006065,2,14,71,255
111.044561,1,15,74,255
111.097232,4,17,63,255
111.127163,1,14,73,255
111.165702,0,16,74,255
111.204197,3,18,81,255
111.234059,2,16,75,255
111.272441,2,19,77,255
111.310954,0,20,80,255
111.340781,-1,12,89,255
111.379300,1,18,90,255
111.417792,4,16,92,255
111.447654,2,12,86,255
111.486041,0,15,99,255
111.535883,-4,22,102,255
111.565866,-1,10,102,255
111.604287,-1,14,103,255
111.642752,-1,15,102,255
111.672656,-1,11,116,255
111.711135,-1,14,106,255
111.768376,1,25,110,255
111.799884,0,15,111,255
111.852619,-1,26,124,255
111.891088,-2,15,122,255
111.920939,0,16,107,255
111.959400,2,18,107,255
111.997780,2,18,101,255
112.027707,-2,18,109,255
112.066099,-5,22,108,255
112.113006,3,22,106,255
112.142885,4,10,105,255
112.181346,4,19,95,255
112.219813,7,15,99,255
112.249669,5,16,104,255
112.288028,0,13,106,255
112.326500,0,18,109,255
112.356358,3,15,103,255
112.394799,0,18,102,255
112.457895,-3,37,101,255
112.487925,0,16,95,255
112.542496,-2,24,107,255
112.581032,0,21,109,255
112.610874,-1,14,98,255
112.649336,-1,21,102,255
112.691350,1,18,102,255
112.721175,1,12,112,255
112.759555,-2,18,113,255
112.798013,-1,14,107,255
112.825286,0,11,103,255
112.877913,0,22,107,255
112.916350,0,17,113,255
112.946180,0,15,110,255
112.984635,-3,20,113,255
113.023090,-4,19,109,255
113.052928,-1,18,113,255
113.091320,0,19,111,255
113.129771,1,15,112,255
113.159597,2,15,106,255
113.198096,0,19,109,255
113.236555,-3,18,105,255
113.264020,0,12,119,255
113.316817,5,20,112,255
113.355292,2,18,113,255
113.385153,1,13,116,255
113.423566,0,17,119,255
113.462042,3,19,120,255
113.491879,2,12,112,255
113.530352,2,19,112,255
113.568823,1,22,115,255
113.598675,-1,15,117,255
113.649158,0,27,115,255
113.687719,3,17,112,255
113.717675,2,15,112,255
113.756047,0,18,118,255
113.794532,0,17,115,255
113.824396,0,13,113,255
113.862853,-1,17,125,255
113.901228,0,14,127,255
113.943380,-1,13,115,255
113.981915,-1,15,127,255
114.020435,-1,16,130,255
114.050394,0,13,126,255
114.088822,1,14,121,255
114.127309,1,15,113,255
114.157195,-1,14,121,255
114.195623,-2,16,123,255
114.234113,-5,18,120,255
114.264073,0,15,119,255
114.302501,0,19,123,255
114.343086,-2,19,127,255
114.372974,-3,14,118,255
114.411455,-5,21,129,255
114.449842,0,19,130,255
114.479795,0,12,127,255
114.521894,4,19,136,255
114.573897,6,18,110,255
114.603977,3,10,126,255
114.642372,2,15,124,255
114.680837,1,15,127,255
114.710683,0,11,111,255
114.762975,-3,20,132,255
114.801547,-5,17,127,255
114.831415,-2,14,120,255
114.869802,-2,15,116,255
114.908306,0,17,98,255
114.938266,2,14,113,255
114.976633,0,19,106,255
115.015132,-1,15,108,255
115.044996,1,15,93,255
115.083358,2,17,103,255
115.121860,-3,17,100,255
115.151807,-5,10,109,255
115.204169,-8,20,97,255
115.242738,2,14,98,255
115.272590,3,11,98,255
115.325348,2,21,108,255
115.363909,1,18,109,255
115.393802,1,18,92,255
115.434401,1,20,98,255
115.472896,0,20,97,255
115.502750,-1,14,111,255
115.541126,-2,22,106,255
115.581029,0,21,99,255
115.610998,-1,15,90,255
115.649363,-3,22,93,255
115.687843,-2,22,89,255
115.717710,-1,16,98,255
115.776795,0,19,101,255
115.815348,5,16,102,255
115.845203,1,18,86,255
115.899361,0,24,97,255
115.937971,0,20,95,255
115.967854,-1,15,90,255
116.006235,-3,21,80,255
116.044713,-3,20,80,255
116.074564,0,11,82,255
116.113055,1,19,76,255
116.159152,2,20,72,255
116.188995,2,15,77,255
116.227501,0,20,79,255
116.265897,-1,18,76,255
116.295808,0,16,72,255
116.334193,-1,17,72,255
116.372704,-1,14,69,255
116.402559,-2,16,82,255
116.441042,-3,16,82,255
116.503251,-3,27,74,255
116.535160,-1,14,70,255
116.587920,-3,25,68,255
116.626412,-1,23,73,255
116.656255,-1,12,69,255
116.694717,-1,21,71,255
116.736679,-1,19,76,255
116.766501,-1,18,74,255
116.804893,0,21,77,255
116.843362,-1,20,83,255
116.873211,-1,14,83,255
116.911708,-1,20,85,255
116.950198,-4,19,78,255
116.980059,0,11,88,255
117.018448,2,19,79,255
117.066680,2,19,86,255
117.096584,4,14,84,255
117.134990,5,15,82,255
117.185107,1,19,78,255
117.215054,0,14,77,255
117.253516,0,17,79,255
117.292023,0,16,84,255
117.319507,0,16,78,255
117.372309,-5,25,67,255
117.410806,-1,23,65,255
117.440681,-1,18,67,255
117.479103,-2,22,61,255
117.517595,-2,18,57,255
117.547464,0,17,55,255
117.590247,-2,16,47,255
117.628739,-4,19,49,255
117.658607,-1,16,46,255
117.697019,1,13,46,255
117.735501,2,10,39,255
117.765468,0,15,43,255
117.803904,-1,17,44,255
117.854409,-1,16,42,255
117.884370,2,13,41,255
117.922912,1,15,37,255
117.961381,3,16,34,255
117.991259,4,13,34,255
118.029649,4,17,34,255
118.068138,0,19,41,255
118.097985,-3,16,42,255
118.136503,-2,22,47,255
118.175008,-1,18,51,255
118.204874,1,11,56,255
118.261330,3,29,69,255
118.299951,-2,17,82,255
118.329779,-1,10,73,255
118.368172,0,17,76,255
118.406639,1,17,74,255
118.436480,-4,14,79,255
118.488472,-5,24,68,255
118.527043,1,17,64,255
118.556879,1,12,71,255
118.595345,5,16,76,255
118.634492,2,18,76,255
118.664354,-5,14,71,255
118.702770,4,14,75,255
118.741219,4,19,74,255
118.771078,3,12,81,255
118.809578,-1,15,75,255
118.848035,-2,13,73,255
118.877908,-3,13,59,255
118.917033,0,15,59,255
118.964696,1,20,66,255
118.994657,1,11,57,255
119.033100,0,18,59,255
119.071543,-1,22,67,255
119.101398,0,16,72,255
119.139804,-2,18,81,255
119.192093,-9,30,82,255
119.221840,-6,20,95,255
119.251529,1,11,91,255
119.290057,-5,21,88,255
119.328516,1,21,84,255
119.358385,2,12,93,255
119.396800,7,15,87,255
119.435291,8,18,85,255
119.465153,3,14,74,255
119.503593,2,15,71,255
119.542072,3,19,81,255
119.571905,2,18,80,255
119.610376,5,19,80,255
119.648712,0,21,83,255
119.678658,1,17,72,255
119.717100,3,20,67,255
119.755529,4,15,67,255
119.785392,0,16,71,255
119.828818,-1,20,78,255
119.871456,0,24,72,255
119.901220,1,12,74,255
119.939733,0,17,75,255
119.978168,-2,16,70,255
120.009317,-1,16,92,255
120.062091,-2,21,96,255
120.100531,5,18,97,255
120.130366,2,13,101,255
120.184618,-2,24,108,255
120.223164,-3,20,110,255
120.253012,0,18,102,255
120.291515,0,19,103,255
120.330015,-2,22,96,255
120.359870,0,19,108,255
120.410092,-4,28,108,255
120.448596,-7,19,97,255
120.478465,1,17,104,255
120.516855,4,12,98,255
120.555331,2,13,104,255
120.585182,0,11,91,255
120.623623,1,14,88,255
120.662100,4,13,86,255
120.691972,2,13,97,255
120.754519,-4,27,78,255
120.809269,-2,27,86,255
120.839203,0,13,75,255
120.877705,-2,18,74,255
120.916193,-1,18,70,255
120.946085,0,13,74,255
120.990413,-3,22,73,255
121.028891,1,19,71,255
121.058872,5,12,73,255
121.097292,0,16,68,255
121.135755,-3,16,66,255
121.165658,-4,12,64,255
121.204104,-3,17,70,255
121.242595,0,14,61,255
121.272567,3,13,67,255
121.321927,2,22,57,255
121.360405,0,18,57,255
121.390275,-1,12,59,255
121.428750,-6,19,55,255
121.490552,-3,32,50,255
121.520495,-2,14,48,255
121.558997,-5,18,52,255
121.597513,-6,20,53,255
121.627383,-3,15,54,255
121.665781,1,18,52,255
121.704301,0,18,55,255
121.734169,0,6,60,255
121.772631,0,16,55,255
121.811105,-5,16,61,255
121.840982,-1,12,59,255
121.879368,2,19,59,255
121.917847,1,22,59,255
121.947812,-3,18,64,255
121.986203,-3,19,77,255
122.024707,0,23,75,255
122.054581,0,19,71,255
122.105014,-3,27,84,255
122.143631,0,23,93,255
122.173495,-1,18,78,255
122.211897,0,17,87,255
122.250380,-3,20,92,255
122.280241,-5,14,105,255
122.318701,-6,17,108,255
122.357194,-4,15,114,255
122.387047,-3,16,98,255
122.425423,0,18,99,255
122.463922,4,18,97,255
122.493776,0,13,110,255
122.532214,-5,18,112,255
122.570719,-6,19,122,255
