Timestamp(us)	AccelX(g)	AccelY(g)	AccelZ(g)	GyroX(dps)	GyroY(dps)	GyroZ(dps)
60516429	-0.0132	0.0044	1.0054	0.9766	-0.6714	-0.2441
60528441	-0.0156	0.0054	1.0049	0.5493	-0.6104	-0.2441
60540433	-0.0122	0.0049	1.0073	0.7324	-0.9155	-0.061
60554437	-0.0083	0.0073	1.0063	0.8545	-0.9155	-0.1831
60566425	-0.0117	0.0107	1.0015	0.7935	-0.7324	-0.061
60578437	-0.0142	0.0083	1.0068	0.7324	-0.6104	0.061
60590425	-0.0161	0.0103	1.0068	0.7324	-0.6104	-0.1831
60602437	-0.0137	0.0078	1.0044	0.8545	-0.6714	0
60614425	-0.0122	0.0063	1.001	0.6714	-0.6714	-0.1831
60626437	-0.0137	0.0039	1.0073	0.7324	-0.7935	0
60638433	-0.0088	0.0024	1.0078	0.6714	-0.7324	-0.1831
60650437	-0.0122	0.0059	1.0044	0.7935	-0.6104	-0.2441
60662425	-0.0146	0.0005	1.0088	0.7324	-0.7324	-0.061
60676433	-0.0142	0.0039	1.0103	0.7935	-0.5493	0.061
60688433	-0.0107	0.0059	1.0039	0.6104	-0.4883	-0.1831
60700433	-0.0142	0.0054	1.0054	0.6714	-0.5493	-0.1221
60712425	-0.0103	0.0088	1.0068	0.7324	-0.8545	-0.1831
60724437	-0.0103	0.0088	1.0039	0.7324	-0.7935	-0.1831
60736429	-0.0137	0.0059	1.0049	0.6714	-0.7324	-0.1221
60748462	-0.0137	0.0078	1.0034	0.6714	-0.8545	-0.3052
60760425	-0.0151	0.0083	1.0039	0.7324	-0.4883	-0.061
60772437	-0.0156	0.0093	1.0049	0.4883	-0.9155	0
60786433	-0.0142	0.0103	1.0059	0.6104	-0.4883	-0.1221
60798433	-0.0142	0.0029	1.0093	0.6104	-0.7935	-0.1221
60810437	-0.0088	0.0059	1.0049	0.8545	-0.6714	0
60822437	-0.0107	0.0034	1.0078	0.7935	-0.6104	-0.1831
60835562	-0.0132	0.0083	1.0088	0.6104	-0.6104	-0.061
60848432	-0.0117	0.0054	1.0088	0.7324	-0.7324	0.061
60860433	-0.0132	0.0044	1.0024	0.6714	-0.5493	-0.1831
60872433	-0.0137	0.0078	1.0049	0.7935	-0.6714	0
60884437	-0.0107	0.0044	1.0083	0.7935	-0.6104	0.1831
60896433	-0.0093	0.0103	1.0054	0.6714	-0.6104	-0.1831
60910437	-0.0156	0.0063	1.0078	0.7935	-0.7324	-0.1831
60922437	-0.0156	0.0068	1.0083	0.7324	-0.8545	-0.061
60934433	-0.0112	0.0049	1.002	0.7324	-0.7935	-0.1831
60946433	-0.0151	0.0068	1.0039	0.9155	-0.7935	-0.1221
60959437	-0.0156	0.0083	1.0054	0.9155	-0.6104	-0.1221
60971437	-0.0122	0.0034	1.0083	0.7324	-0.7324	-0.1221
60983433	-0.0142	0.0039	1.0059	0.6104	-0.7324	-0.2441
60995433	-0.0137	0.0063	1.0083	0.6104	-0.5493	-0.1831
61007437	-0.0146	0.0073	1.0059	0.9766	-0.7935	-0.1831
61021433	-0.0112	0.0068	1.0078	0.6714	-0.8545	-0.061
61033433	-0.0117	0.0034	1.0039	0.6714	-0.5493	-0.3052
61045433	-0.0156	0.0059	1.002	0.7935	-0.8545	-0.1831
61057523	-0.0156	0.0068	1.0107	0.9155	-0.4883	-0.1221
61070437	-0.0146	0.0063	1.0088	0.7324	-0.7935	-0.1831
61082433	-0.0146	0.0068	1.0073	0.6714	-0.8545	0.061
61094433	-0.0127	0.0103	1.0088	0.8545	-0.7935	-0.1221
61106429	-0.0161	0.0078	1.0063	0.7935	-0.6104	-0.3052
61118441	-0.0098	0.0049	1.0073	0.7324	-0.6104	-0.1831
61130429	-0.0142	0.0049	1.0049	0.9155	-0.7324	-0.1221
61144441	-0.0127	0.0039	1.0088	0.7324	-0.7935	-0.061
61156453	-0.0132	0.0039	1.0059	0.8545	-0.7324	-0.1831
61168437	-0.0166	0.0039	1.0044	0.8545	-0.7324	-0.3052
61180429	-0.0151	0.0034	1.0015	0.7324	-0.6714	-0.1221
61193558	-0.0156	0.0039	1.0068	0.9155	-0.8545	-0.2441
61205433	-0.0127	0.0054	1.0078	0.8545	-0.6714	-0.061
61217437	-0.0137	0.0044	1.0054	0.6104	-0.8545	-0.061
61229429	-0.0117	0.0049	1.0098	0.7935	-0.7935	-0.2441
61241441	-0.0146	0.0088	1.0054	0.6714	-0.9155	-0.1831
61266238	-0.0151	0.0122	1.0073	0.5493	-0.6104	-0.1831
61279778	-0.0151	0.0073	1.0049	0.6104	-0.9766	-0.3052
61293769	-0.0132	0.0034	1.0083	0.6714	-0.6714	-0.1831
61307770	-0.0122	0.0063	1.0078	0.8545	-0.8545	-0.1221
61321761	-0.0132	0.0039	1.0073	0.7935	-0.7935	0
61335786	-0.0161	0.0049	1.0073	0.7935	-0.6104	-0.1221
61349769	-0.0122	0.0029	1.0205	0.6714	-0.7324	-0.1831
61363777	-0.0137	0.0044	1.0073	0.7324	-0.6714	-0.1831
61377761	-0.0103	0.0073	1.0049	0.7324	-0.4883	-0.1221
61391778	-0.0122	0.0049	1.002	0.7324	-0.6714	-0.1221
61407769	-0.0151	0.0073	1.0073	0.7324	-0.6714	-0.1221
61421770	-0.0146	0.0068	1.0073	0.8545	-0.7935	0.1221
61435769	-0.0161	0.0098	1.0068	0.7935	-0.7324	-0.1221
61449770	-0.0156	0.0083	1.0063	0.7935	-0.6714	-0.1221
61463769	-0.0112	0.0049	1.0078	0.7935	-0.6714	0.1221
61477770	-0.0117	0.0039	1.0088	0.7935	-0.6714	-0.061
61491761	-0.0112	0.0054	1.0068	0.6104	-0.6714	-0.2441
61505778	-0.0088	0.0034	1.0107	0.9155	-0.8545	0
61519769	-0.0137	0.0015	1.0068	0.7324	-0.7324	-0.2441
61532414	-0.0093	0.0029	0.999	0.4883	-0.6714	-0.1221
61545749	-0.0146	0.0024	1.0161	0.7324	-0.4883	-0.1831
61559769	-0.0151	0.0059	1.0054	0.6714	-0.8545	0
61573761	-0.0117	0.0083	1.002	0.7935	-0.9155	-0.1831
61587769	-0.0142	0.0103	0.9995	0.9155	-0.7935	-0.2441
61602879	-0.0166	0.0103	1.0098	0.4883	-0.5493	-0.1831
61616782	-0.0151	0.0039	1.0283	0.3662	-0.6104	-0.061
61630774	-0.0044	0.0361	0.9014	0.3052	-0.4883	0.1221
61644770	-0.0137	0.0078	0.9897	0.4272	-0.4883	-0.3662
61658761	-0.0142	0.0034	1.0073	1.0376	-0.8545	-0.1831
61674826	-0.0122	0.0044	1.0166	1.1597	-0.6714	-0.2441
61688765	-0.0151	0.0054	1.0127	0.4883	-0.6714	-0.1831
61702778	-0.0137	0.0068	1.0039	0.6714	-0.7324	-0.1221
61716774	-0.0107	0.0127	1.0088	0.7935	-0.7324	-0.061
61730782	-0.0137	0.0093	1.0107	0.7324	-0.5493	-0.1221
61744777	-0.0063	0.0171	0.9927	0.6714	-0.5493	0
61758765	-0.0112	0.0088	1.0044	0.7324	-0.6714	-0.1831
61772778	-0.0122	0.0073	1.0127	0.4883	-0.7935	-0.061
61786782	-0.0088	0.0098	0.9907	1.4038	-0.7935	-0.1831
61800761	-0.0137	0.0049	1.001	0.4272	-0.6714	-0.061
61816778	-0.0146	0.0044	1	0.6714	-0.7935	-0.2441
61830774	-0.0127	0.002	1.0098	0.5493	-0.5493	-0.1221
61844769	-0.0112	0.0039	1.0005	0.6104	-0.7935	-0.061
61858769	-0.0098	-0.0024	1.0137	0.8545	-0.6104	-0.1831
61872778	-0.0112	-0.0029	1.0195	0.9155	-0.6714	-0.1221
61886769	-0.0107	0.0015	1.0293	0.7935	-0.9155	-0.1221
61900782	-0.0176	0.0083	1.0112	0.4272	-0.7935	-0.061
61914761	-0.0142	0.0103	1.0024	0.9155	-0.7324	0
61928778	-0.0137	0.0073	1.0137	0.7935	-0.7324	-0.1831
61944774	-0.0161	0.0059	1.0059	0.9155	-0.7935	-0.1831
61958778	-0.0112	0.0117	1.0049	0.9155	-0.7324	-0.3052
61972769	-0.0142	0.0049	1.0054	0.7324	-0.7935	-0.1221
61986782	-0.0103	0.0034	1.0083	0.9155	-0.7935	-0.061
62000769	-0.0151	0.0029	1.0127	0.4883	-0.6714	-0.3052
62014778	-0.0132	0.0044	1.0034	0.6104	-0.6104	0.061
62029891	-0.0146	0.0088	1.0068	0.7935	-0.8545	0
62043769	-0.0132	0.0093	1.0098	0.6714	-0.6714	-0.3052
62057774	-0.0137	0.0083	1.0063	0.7324	-0.4272	-0.061
62070422	-0.0146	0.0063	1.0015	0.6714	-0.9155	-0.1221
62083826	-0.0151	0.0103	1.0103	0.6104	-0.6714	-0.1831
62097782	-0.0103	0.0093	1.0054	0.9155	-0.5493	0
62111769	-0.0127	0.0098	1.0049	0.8545	-0.4883	-0.061
62125782	-0.0151	0.0034	1.0117	0.9766	-0.7324	-0.061
62139770	-0.0249	-0.0059	1.0312	0.9155	-0.8545	0
62153818	-0.0093	0.0098	0.9946	0.6714	-0.8545	0.061
62167761	-0.0098	0.0054	1.0015	0.7935	-0.7324	-0.061
62181778	-0.0142	0.0049	1.0059	0.6714	-0.5493	-0.1831
62195761	-0.0146	0.0034	1.002	0.7324	-0.3662	0
62211782	-0.0151	0.0059	1.0034	0.7324	-0.7324	-0.3052
62225777	-0.0171	0.0068	1.0083	0.9155	-0.6104	-0.1831
62239770	-0.0146	0.0078	1.0078	0.6714	-0.5493	-0.1831
62253769	-0.0137	0.0039	1.0034	0.7935	-0.9155	-0.3052
62267782	-0.0156	0.0088	1.0054	0.7324	-0.7324	-0.061
62281799	-0.0132	0.0044	1.0049	0.6714	-0.8545	-0.1831
62295778	-0.0151	0.0054	1.0063	0.7935	-0.6714	-0.3052
62309761	-0.0171	0.0054	1.0098	0.7324	-0.8545	-0.1221
62323782	-0.0137	0.002	1.0068	0.6714	-0.6714	-0.1831
62337777	-0.0107	0.0054	1.0063	0.7324	-0.7935	-0.2441
62353899	-0.0103	0.0024	1.0063	0.8545	-0.9766	0
62367757	-0.0117	0.0049	1.0068	0.7324	-0.8545	-0.1221
62381778	-0.0107	0.0083	1.0059	0.8545	-0.6104	-0.061
62395753	-0.0161	0.0093	1.0054	0.7324	-0.9155	-0.1221
62409778	-0.0171	0.0103	1.0068	0.6714	-0.6104	-0.2441
62423761	-0.0166	0.0078	1.0054	0.6714	-0.7324	-0.061
62437769	-0.0151	0.0107	1.0059	0.7935	-0.7935	0
62452882	-0.0122	0.0049	1.0044	0.7324	-0.8545	0.061
62466778	-0.0132	0.0068	1.0054	0.7324	-0.5493	-0.1831
62482749	-0.0195	-0.0005	1.0322	-0.1831	-0.6104	0.2441
62496778	-0.019	-0.0005	1.0244	0.4883	-0.7935	-0.1221
62510757	-0.0142	0.001	1.0024	1.0376	-0.7935	-0.1221
62524769	-0.0127	0.0088	0.9863	0.9766	-0.6714	0.061
62538757	-0.0127	0.0059	0.9956	0.3662	-0.5493	-0.061
62552777	-0.0142	0.0049	1.0059	0.7935	-0.7324	0
62566753	-0.0137	0.0068	1.0068	0.6104	-0.6714	0.061
62580778	-0.0122	0.0054	1.0059	0.7935	-0.6714	-0.1831
62594819	-0.0088	0.0083	1.0078	0.6104	-0.7324	-0.061
62608778	-0.0127	0.0063	1.0059	0.7935	-0.7935	-0.061
62624757	-0.0156	0.0078	1.002	0.7324	-0.7324	-0.3662
62638778	-0.0117	0.0083	1.0083	0.4883	-0.6714	0
62652761	-0.0132	0.0073	1.0059	0.7935	-0.8545	-0.1831
62666778	-0.0137	0.002	1.0098	0.9155	-0.9766	-0.061
62680749	-0.0127	0.0039	1.0059	0.8545	-0.6104	-0.1221
62694782	-0.0176	0.0068	1.0039	0.8545	-0.7324	-0.061
62708766	-0.0117	0.0068	1.0132	0.7324	-0.8545	-0.1831
62722761	-0.0088	0.0078	1.0127	0.7935	-0.7935	-0.061
62736757	-0.0146	0.0078	1.0029	0.7324	-0.6714	-0.1221
62752778	-0.0151	0.0098	1.0024	0.7324	-0.7324	-0.061
62766753	-0.0156	0.0078	1.0146	0.8545	-0.6714	-0.1221
62780778	-0.0156	0.0088	1.0083	0.6714	-0.6104	-0.061
62794757	-0.0166	0.0083	1.0044	0.6104	-0.8545	-0.1221
62808774	-0.0132	0.0005	1.0093	0.7324	-0.8545	-0.1831
62822761	-0.0117	0.002	1.0068	0.7935	-0.7324	-0.061
62836778	-0.0161	0.0015	1.0044	0.4272	-0.9155	0.061
62850757	-0.0117	0.0063	1.0068	0.8545	-0.6104	-0.3052
62864778	-0.0166	0.0054	1.0098	0.8545	-0.8545	-0.1221
62879886	-0.0161	0.0093	1.0054	0.8545	-0.6714	-0.061
62895770	-0.0132	0.0083	1.0088	0.7935	-0.7324	-0.1831
62909777	-0.0107	0.0107	1.0049	0.6104	-0.6714	-0.061
62923782	-0.0093	0.0078	1.0068	0.7935	-0.7935	-0.061
62937769	-0.0122	0.0083	1.0098	0.6714	-0.7324	-0.1221
62951778	-0.0166	0.0024	1.0049	0.8545	-0.7935	0
62965761	-0.0107	0.0068	1.0068	0.7935	-0.7324	-0.061
62979782	-0.0122	0.0039	1.0063	0.6104	-0.9155	-0.3662
62993769	-0.0137	0.0034	1.0063	0.7935	-0.6714	0.061
63007770	-0.0093	0.0039	1.0078	0.6104	-0.7324	-0.1221
63023777	-0.0132	0.0068	1.0068	0.7935	-0.7324	-0.1221
63037782	-0.0117	0.0078	1.0063	0.7935	-0.7935	-0.1221
63051757	-0.0107	0.0078	1.0029	0.7324	-0.6714	-0.1221
63065778	-0.0142	0.0068	1.0063	0.8545	-0.6714	-0.1221
63079904	-0.0132	0.0088	1.0068	0.7935	-0.6714	-0.1221
63093778	-0.0171	0.0088	1.0078	0.8545	-0.7324	0.061
63107786	-0.019	0.0103	1.0068	0.6714	-0.5493	-0.1221
63121778	-0.0166	0.002	1.0015	0.6104	-0.6104	-0.3662
63135769	-0.0142	0.001	1.0078	0.7935	-0.6714	-0.1221
63149782	-0.0112	0	1.0073	0.7935	-0.8545	-0.061
63165769	-0.0132	0.0029	1.0078	0.6714	-0.7935	-0.1831
63179778	-0.0142	0.0044	1.0059	0.7324	-0.7935	-0.2441
63193761	-0.0156	0.0078	1.0054	0.7324	-0.7935	-0.1831
63207782	-0.0151	0.0088	1.0078	0.8545	-0.6104	-0.1831
63221757	-0.0142	0.0083	1.0088	0.6714	-0.7935	-0.2441
63235777	-0.0137	0.0083	1.0098	0.7324	-0.7935	-0.061
63249753	-0.0146	0.0068	1.0054	0.7324	-0.7935	-0.1831
63263778	-0.0132	0.0088	1.0039	0.8545	-0.8545	0.061
63277757	-0.0107	0.0049	1.0078	0.6104	-0.7935	-0.1221
63293899	-0.0112	0.0063	1.0073	0.7324	-0.9155	0
63307774	-0.0127	0.0088	1.0078	0.7324	-0.9155	-0.2441
63321778	-0.0171	0.0068	1.0093	0.9155	-0.6714	0
63335753	-0.0146	0.0103	1.0063	0.7935	-0.6104	-0.061
63349778	-0.0132	0.0034	1.0088	0.7324	-0.7324	-0.2441
63363761	-0.0137	0.0049	1.0068	0.7324	-0.7324	0
63377769	-0.0103	0.0059	1.0063	0.6714	-0.7324	-0.3052
63391757	-0.0122	0.0068	1.0083	0.7324	-0.8545	-0.1831
63405778	-0.0146	0.0059	1.0073	0.7324	-0.4272	-0.1831
63419761	-0.0098	0.0059	1.0215	0.8545	-0.6714	-0.061
63443250	-0.0117	0.0049	1.019	1.2817	-0.7324	-0.061
63456778	-0.0161	0.0044	1.0044	0.6104	-0.9155	0
63470782	-0.0156	0.0044	0.9995	0.4883	-0.9155	-0.3052
63484749	-0.0151	0.0049	1.0054	0.8545	-0.7935	-0.1831
63498786	-0.0103	0.0059	1.0161	0.9155	-0.6104	-0.1221
63512782	-0.0122	0.0054	1.001	0.9766	-0.7935	-0.1221
63526769	-0.0146	0.0083	1.0039	0.7324	-0.7324	0
63540770	-0.0146	0.0073	1.0059	0.6104	-0.6104	-0.1831
63554786	-0.0137	0.0044	1.0093	0.7935	-0.6104	0.061
63570761	-0.0117	0.0054	1.0063	0.9766	-0.6714	-0.061
63584782	-0.0132	0.0044	1.0161	1.0986	-0.7935	-0.1221
63598778	-0.02	0.0078	1.0107	0.9155	-0.5493	-0.2441
63612778	-0.0195	0.0088	0.9888	0.7935	-0.9155	0
63626757	-0.02	0.0044	1.0093	0.5493	-0.6714	0
63640799	-0.0127	0.0068	1.0122	0.6104	-0.6104	-0.1831
63654770	-0.0088	0.0044	1.0107	0.7324	-0.6104	-0.061
63668786	-0.0088	0.0049	1.0078	0.9766	-0.6714	-0.2441
63682761	-0.0151	0.0073	1.0015	0.9155	-0.9155	-0.1221
63696782	-0.019	0.0054	1.0005	0.7324	-0.8545	0
63713900	-0.0151	0.0063	1.0034	0.6104	-0.7935	-0.061
63727786	-0.0142	0.0093	1.0117	0.6714	-0.6714	-0.061
63741770	-0.0098	0.0029	1.0088	0.5493	-0.7935	-0.2441
63755782	-0.0137	0.0059	1.0054	0.8545	-0.7324	-0.1221
63769761	-0.0127	0.0063	1.0078	0.9766	-0.6714	-0.2441
63783786	-0.0122	0.0059	1.0073	0.5493	-0.5493	-0.1221
63797770	-0.0137	0.0044	1.0005	0.7324	-0.7324	0
63811775	-0.0137	0.0044	1.0088	0.7935	-0.9155	0
63825778	-0.0151	0.0049	1.0103	0.9766	-0.6714	-0.1221
63841782	-0.0166	0.0078	1.0063	0.7935	-0.9155	-0.061
63855757	-0.0127	0.0083	1.0073	0.8545	-0.7324	-0.1831
63869786	-0.0132	0.0063	1.0063	0.6714	-0.6104	-0.1221
63883778	-0.0146	0.0068	1.0078	0.6714	-0.7935	-0.1831
63897775	-0.0142	0.0088	1.0088	0.7935	-0.6104	-0.2441
63911770	-0.0117	0.0073	1.0098	0.5493	-0.6714	-0.2441
63925852	-0.0127	0.0078	1.0093	0.7324	-0.6714	-0.061
63939778	-0.0107	0.0083	1.0068	0.7935	-0.9155	-0.1221
63953782	-0.0166	0.0049	1.0044	0.7324	-0.9155	0
63967761	-0.0127	0.001	1.0073	0.6714	-0.7935	-0.1221
63983782	-0.0117	0.0044	1.0049	0.8545	-0.7324	-0.1831
63997778	-0.0117	0.0098	1.0063	0.8545	-0.7935	-0.061
64011782	-0.0132	0.0039	1.0083	0.8545	-0.6104	-0.1831
64025774	-0.0137	0.0073	1.0107	0.8545	-0.7324	-0.3052
64039786	-0.0127	0.0054	1.0103	0.7324	-0.7935	-0.1221
64053761	-0.0146	0.0083	1.0063	0.9766	-0.7935	-0.1831
64067782	-0.0142	0.0073	1.0034	0.7324	-0.7935	-0.2441
64081770	-0.0171	0.0078	1.0059	0.6714	-0.4883	-0.1221
64095778	-0.0166	0.0122	1.0054	0.6104	-0.6714	-0.1831
64111770	-0.0171	0.0059	1.0078	0.7324	-0.7324	-0.1831
64126904	-0.0166	0.0093	1.0059	0.7935	-0.6104	0
64140757	-0.0142	0.0059	1.0044	0.8545	-0.6714	-0.2441
64154786	-0.0146	0.0039	1.0068	0.7935	-0.7324	-0.061
64168770	-0.0117	0.0039	1.0049	0.6714	-0.8545	0
64182775	-0.0107	0.0039	1.0088	0.7324	-0.9155	-0.2441
64196778	-0.0142	0.0068	1.0059	0.7324	-0.6104	-0.2441
64210786	-0.0156	0.0049	1.0063	0.6714	-0.6714	-0.3662
64224778	-0.0151	0.0083	1.0029	0.6104	-0.9766	-0.3052
64238782	-0.0142	0.0059	1.0039	0.6104	-0.6714	-0.061
64254778	-0.0093	0.0083	1.0024	0.7324	-0.6104	-0.2441
64268782	-0.0112	0.0078	1.0044	0.7935	-0.8545	-0.061
64282770	-0.0122	0.0083	1.0015	0.7935	-0.6714	-0.1831
64296778	-0.0122	0.0049	1.0054	0.5493	-0.6104	-0.1831
64310778	-0.0146	0.0044	1.0073	0.7324	-0.7324	-0.061
64324791	-0.0137	0.0059	1.0073	0.7324	-0.7935	-0.061
64338757	-0.0137	0.001	1.0098	0.6104	-0.8545	-0.1221
64352778	-0.0176	0.0059	1.0049	0.6714	-0.6104	0
64366778	-0.0083	0.0029	1.0068	0.6104	-0.7324	-0.3662
64382778	-0.0161	0.0068	1.0054	0.6714	-0.6104	-0.061
64396770	-0.0132	0.0093	1.0054	0.6714	-0.6104	0.1831
64410786	-0.0161	0.0088	1.0063	0.7324	-0.9155	-0.061
64424761	-0.0176	0.0083	1.0127	0.6104	-0.6714	-0.1831
64438811	-0.0146	0.0083	1.0098	0.6714	-0.8545	-0.1221
64452770	-0.0127	0.0103	0.9995	0.7935	-0.5493	-0.061
64466778	-0.0132	0.0034	1.0034	0.8545	-0.7935	-0.2441
64480778	-0.0093	0.0068	1.0083	0.7935	-0.7935	-0.1221
64494786	-0.0103	0.0054	1.0063	0.5493	-0.7324	-0.061
64508770	-0.0142	0.0049	1.0112	0.7324	-0.8545	-0.1221
64524908	-0.0156	0.0063	1.0156	0.7324	-0.9155	-0.1221
64538778	-0.0151	0.0068	1.0034	0.8545	-0.7935	-0.1221
64553900	-0.0151	0.0059	1.0044	0.6714	-0.6714	0
64567770	-0.0103	0.0063	1.0059	0.5493	-0.6104	-0.1221
64581782	-0.0146	0.0083	1.0083	0.5493	-0.6104	-0.1221
64595778	-0.0146	0.0078	1.0078	0.5493	-0.7324	-0.061
64609782	-0.0186	0.0063	1.0083	0.6104	-0.9766	-0.1221
64623757	-0.0229	0.002	1.1201	0.1831	-0.9766	-0.3052
64637786	-0.019	0.0044	1.0239	-0.061	-1.0986	0.061
64653770	-0.0127	0.0068	0.9897	0.4883	-0.7935	-0.2441
64667770	-0.0034	0.0107	1.001	0.9766	-0.6104	-0.1221
64681778	-0.0078	0.0059	1.0239	0.9155	-0.6104	-0.1831
64695786	-0.0137	0.0063	1.0103	0.6714	-0.7935	-0.2441
64847939	-0.0122	0.0034	1.0093	0.5493	-0.7324	-0.3662
64976904	-0.0142	0.0054	1.0034	0.7935	-0.7935	-0.2441
64990770	-0.0132	0.0044	1.0093	0.7324	-0.6104	-0.2441
65004786	-0.0132	0.0029	1.0093	0.6714	-0.6104	-0.1221
65018761	-0.0132	0.0029	1.0112	0.9155	-0.7324	-0.061
65032782	-0.0151	0.0044	1.0029	0.6104	-0.7935	-0.1221
65048778	-0.0132	0.0029	1.0093	0.6714	-0.6104	-0.061
65062786	-0.0107	0.0024	1.0063	0.6714	-0.7324	0.1831
65076770	-0.0156	0.0049	1.0073	0.6714	-0.7935	-0.2441
65090782	-0.0156	0.0078	1.0054	0.7324	-0.5493	-0.061
65104776	-0.0122	0.0098	1.0083	0.7324	-0.7324	-0.1831
65118799	-0.0142	0.0073	1.0029	0.6714	-0.7935	-0.1831
65132770	-0.0137	0.0098	1.0015	0.8545	-0.5493	0
65146775	-0.0088	0.0059	1.0044	0.7324	-0.9766	-0.1221
65160778	-0.0142	0.0063	1.0103	0.7324	-0.6104	-0.1831
65176782	-0.0161	0.0024	1.0078	0.4883	-0.7935	0.061
65190757	-0.0146	0.0059	1.0054	0.7935	-0.7324	-0.2441
65204791	-0.0142	0.0034	1.0083	0.7935	-0.7324	-0.061
65218778	-0.0151	0.0063	1.0107	0.6714	-0.7324	-0.1221
65232790	-0.0166	0.0029	1.0054	0.7935	-0.7324	0
65246770	-0.0083	0.0044	1.0093	0.8545	-0.8545	-0.1221
65260786	-0.0142	0.0068	1.0063	1.0986	-0.9155	-0.1221
65274770	-0.0117	0.0049	1.0068	0.7324	-0.4883	-0.061
65288782	-0.0156	0.0059	1.0054	0.5493	-0.6714	-0.1221
65302761	-0.0181	0.0098	1.0063	0.7935	-0.8545	-0.061
65318782	-0.0151	0.0142	1.0029	0.8545	-0.8545	-0.2441
65332778	-0.0137	0.0112	1.0059	0.9155	-0.7324	-0.1221
65346782	-0.0137	0.0137	1.0049	0.7935	-0.6714	-0.1831
65360822	-0.0088	0.0107	1.0073	0.7324	-0.7324	-0.1221
65374786	-0.0151	0.0088	1.0083	0.6104	-0.6714	0
65389895	-0.0161	0.0054	1.0073	0.8545	-0.9766	-0.061
65403782	-0.0171	0.002	1.0098	0.6104	-0.7324	-0.3052
65417830	-0.0137	0.001	1.0044	0.9155	-0.7935	-0.1221
65431778	-0.0107	-0.0005	1.0073	0.7324	-0.5493	-0.2441
65447770	-0.0132	0.0005	1.0103	0.8545	-0.7324	0
65461852	-0.019	0.0029	1.0068	0.8545	-0.6714	-0.3052
65475757	-0.0176	0.0034	1.0044	0.7324	-0.7935	-0.1831
65489786	-0.0142	0.0049	1.0073	0.7935	-0.7935	0
65503770	-0.0117	0.0044	1.0093	0.7324	-0.7324	-0.061
65517775	-0.0098	0.0088	1.0059	0.6104	-0.6104	-0.1221
65531778	-0.0132	0.0088	1.0088	0.7935	-0.6714	-0.061
65545778	-0.0137	0.0098	1.0073	0.7935	-0.8545	-0.1831
65559769	-0.0156	0.0044	1.0044	0.9155	-0.8545	-0.1221
65573778	-0.0156	0.0068	1.0117	0.9155	-0.7935	-0.2441
65589776	-0.0112	0.0044	1.0107	0.6714	-0.9155	-0.061
65603776	-0.0127	0.0049	1.0073	0.6714	-0.6714	-0.2441
65617769	-0.0142	0.0039	1.0049	0.4883	-0.6104	-0.1221
65631778	-0.0107	0.0088	1.0068	0.8545	-0.8545	-0.061
65645776	-0.0112	0.0063	1.0093	0.7935	-0.8545	-0.2441
65659778	-0.0156	0.0039	1.0088	0.7935	-0.9155	-0.1221
65673769	-0.0127	0.0078	1.0063	0.7935	-0.7324	-0.1831
65687778	-0.0117	0.0059	1.0029	0.7324	-0.6714	-0.3662
65701776	-0.0122	0.0078	1.0117	0.7324	-0.7324	-0.061
65717823	-0.0142	0.0059	1.0093	0.4883	-0.7935	-0.061
65731776	-0.0142	0.0088	1.0059	0.6714	-0.5493	-0.1221
65745778	-0.0112	0.0073	1.0068	0.7324	-0.7935	-0.1831
65759769	-0.0093	0.0098	1.0093	1.0376	-0.3662	-0.1831
65773776	-0.0107	0.0034	1.0098	0.5493	-0.8545	-0.1221
65787778	-0.0122	0.0054	1.0044	0.6714	-0.6714	-0.061
65801778	-0.0122	0.0054	1.0068	0.7935	-0.6104	-0.1221
65816900	-0.0176	0.0054	1.0073	0.5493	-0.6714	-0.061
65830782	-0.0132	0.0044	1.0093	0.7935	-0.8545	-0.1221
65844770	-0.0107	0.0083	1.0054	0.8545	-0.7324	-0.1831
65868250	-0.0107	0.0063	1.0049	0.7935	-0.7935	-0.3052
65881757	-0.0142	0.0083	1.002	0.8545	-0.7324	-0.2441
65895782	-0.0103	0.0063	1.0063	0.7935	-0.6104	-0.1831
65909761	-0.0195	0.0059	1.0054	0.8545	-0.6714	-0.061
65923778	-0.0166	0.0063	1.0024	0.8545	-0.5493	0
65937757	-0.0151	0.0063	1.0068	0.9155	-0.7935	0
65951778	-0.0117	0.0044	1.0054	0.8545	-0.7324	-0.2441
65965761	-0.0151	0.0059	1.0073	0.9155	-0.7935	-0.061
65979778	-0.0142	0.0039	1.0054	0.8545	-0.6104	-0.061
65995757	-0.0146	0.0059	1.0073	0.6714	-0.7324	-0.1221
66009782	-0.0171	0.0078	1.0049	0.7935	-0.6714	-0.1831
66023761	-0.0181	0.0073	1.0054	0.6714	-0.6714	-0.1221
66037776	-0.0107	0.0088	1.0034	1.0376	-0.5493	-0.1831
66051761	-0.0132	0.0078	1.0054	0.6714	-0.7324	-0.1831
66065782	-0.0132	0.0059	1.0088	0.6104	-0.7935	-0.1221
66079761	-0.0142	0.0073	1.0049	0.8545	-0.7935	-0.1831
66093778	-0.0151	0.0054	1.0093	0.6104	-0.8545	-0.1221
66107757	-0.0132	0.0015	1.0078	0.7324	-0.7324	-0.061
66121786	-0.0137	0.0068	1.0068	0.8545	-0.7935	0.061
66137757	-0.0112	0.0078	1.0107	0.6104	-0.6714	-0.061
