time,gyro x,gyro y,gyro z,accel x,accel y,accel z
73.067736,1.825557709,-0.964687347,-1.207725525,-0.062616147,0.013254151,0.907825708
73.106471,6.235347748,-2.933071136,-4.061119080,0.018316466,-0.082204834,1.060535669
73.120791,3.305660248,-3.604457855,-1.848594666,0.021978576,-0.097219482,1.051624537
73.136291,-5.590213776,2.071811676,1.714332581,-0.067132749,-0.121267334,0.947254419
73.174744,5.678401947,13.462497711,-1.772300720,-0.007074158,-0.046072021,1.009388208
73.213206,-2.813114166,6.733371735,1.157386780,-0.041375916,-0.090993896,1.026844263
73.227393,-3.064884186,13.935520172,0.028236389,-0.090692319,-0.069875732,0.993274927
73.242884,-0.524295807,16.819431305,-0.910179138,-0.066034116,-0.058767334,1.011219263
73.281402,-3.690494537,7.175876617,-1.268760681,0.025396544,-0.098806396,1.102283716
73.319825,-2.370609283,-0.834987640,-1.573936462,0.019048888,-0.041311279,1.049549341
73.334115,-2.324832916,-5.076931000,-2.512351990,0.035406310,-0.081106201,1.079944849
73.349608,-5.529178619,-11.210964203,-2.161399841,0.035040099,-0.101003662,1.077625513
73.388064,-5.666507721,-2.177761078,-1.070396423,-0.074334897,-0.002859131,0.978626490
73.426562,-7.268680573,1.743747711,-3.008262634,-0.028192323,-0.073659912,0.990589380
73.440740,-6.894840240,2.949192047,-3.130332947,-0.032586854,-0.092580810,0.982898951
73.456282,-7.077945709,7.145359039,-1.940147400,-0.035272401,-0.106130615,0.914539576
73.494718,-1.065982819,12.081577301,-2.367393494,-0.033685487,-0.137746826,1.001331568
73.533191,-6.192935944,14.507724762,-2.123252869,-0.049798768,-0.146780029,0.993641138
73.547490,-1.592411041,15.354587555,-1.398460388,-0.040643495,-0.067800537,0.972767115
73.562985,-2.828372955,14.812900543,-1.779930115,-0.048822206,-0.110036865,0.981800318
73.601453,-5.391849518,14.080478668,-2.657310486,-0.073968686,-0.138723388,1.000477076
73.639931,2.374874115,2.216770172,-2.832786560,-0.037591737,-0.132375732,0.907703638
73.654285,3.847347260,-7.648036957,-5.373374939,-0.031976502,-0.132497802,0.896961451
73.669635,6.082759857,-11.836574554,-5.770103455,-0.004754822,-0.128713623,0.870228052
73.708178,9.180294037,-12.935207367,-4.816429138,-0.149774358,-0.094045654,0.964588404
73.746629,3.244625092,28.797580719,-3.099815369,-0.094476499,-0.130910888,0.919788599
73.760932,4.152523041,26.920749664,-2.458946228,-0.019525331,-0.136037841,0.869129419
73.776438,8.554683685,22.686435699,-1.535789490,0.019170959,-0.110158935,0.888050318
73.826245,13.033138275,-30.131862640,-4.694358826,-0.020990174,-0.048147216,0.917347193
73.864754,12.964473724,-36.517665863,-3.572837830,-0.081537046,-0.056203857,0.980579615
73.879051,12.468563080,-33.107326508,-4.267112732,-0.087884702,-0.068777099,0.992420435
73.894531,9.767757416,-24.600551605,-8.058921814,-0.081659116,-0.067190185,1.004993677
73.932959,4.648433685,1.705600739,-7.936851501,-0.059930604,-0.057424560,0.990467310
73.971441,5.167232513,28.034641266,-3.771202087,-0.004632751,-0.036672607,1.021961451
73.985612,5.380855560,30.598117828,-3.954307556,0.007452209,-0.040334716,1.048328638
74.001077,1.337276459,30.300571442,-3.473655701,0.045294005,-0.099660888,1.073963404
74.039547,0.383602142,22.442295074,-0.177757263,0.048223693,-0.078054443,1.060291529
74.078001,-0.066532135,4.429294586,1.699073792,0.024542052,-0.065969482,1.065418482
74.092286,-1.127017975,-2.208278656,1.493080139,0.016363341,-0.123586670,1.047840357
74.107767,-1.180423737,-4.291103363,1.691444397,0.008917053,-0.109670654,1.028309107
74.146186,1.444087982,-2.955959320,2.851112366,-0.022455018,-0.157522216,1.048938990
74.146927,1.444087982,-2.955959320,2.851112366,-0.022455018,-0.157522216,1.048938990
74.147514,1.444087982,-2.955959320,2.851112366,-0.022455018,-0.157522216,1.048938990
74.148122,1.444087982,-2.955959320,2.851112366,-0.022455018,-0.157522216,1.048938990
74.148715,1.444087982,-2.955959320,2.851112366,-0.022455018,-0.157522216,1.048938990
74.149325,1.444087982,-2.955959320,2.851112366,-0.022455018,-0.157522216,1.048938990
74.149998,-0.409854889,-0.346706390,3.255470276,-0.032464784,-0.140188232,1.045032740
74.150597,-0.409854889,-0.346706390,3.255470276,-0.032464784,-0.140188232,1.045032740
74.199415,0.658260345,3.918125153,3.247840881,-0.041131776,-0.099050537,1.047230005
74.213725,0.070796967,1.621677399,1.485450745,-0.047601502,-0.126638427,1.053089380
74.229042,-1.218570709,-0.178859711,0.310523987,-0.047601502,-0.130056396,1.050403833
74.267574,-2.271427155,-1.750514984,0.730140686,-0.040155213,-0.078664795,1.011707544
74.306026,1.779781342,-14.766262054,-0.826255798,-0.049310487,-0.099416748,1.044788599
74.320198,0.261531830,-17.802761078,-3.008262634,-0.072992124,-0.081106201,1.028064966
74.335521,0.650630951,-16.437099457,-2.787010193,-0.076898374,-0.089773193,1.023060083
74.374018,-1.676334381,-5.908535004,-2.581016541,-0.051629823,-0.120290771,1.013172388
74.412472,-5.269779205,6.542636871,-0.414268494,-0.049920838,-0.133596435,0.983875513
74.426630,-5.269779205,10.456516266,0.020606995,-0.047967713,-0.141775146,0.977161646
74.442090,-4.758609772,15.514804840,0.440223694,-0.028314393,-0.142507568,0.975574732
74.480552,-2.034915924,14.576389313,1.782997131,-0.004632751,-0.130788818,0.969593287
74.481257,-2.034915924,14.576389313,1.782997131,-0.004632751,-0.130788818,0.969593287
74.481872,-2.034915924,14.576389313,1.782997131,-0.004632751,-0.130788818,0.969593287
74.482514,-2.034915924,14.576389313,1.782997131,-0.004632751,-0.130788818,0.969593287
74.483115,-2.034915924,14.576389313,1.782997131,-0.004632751,-0.130788818,0.969593287
74.483751,-2.034915924,14.576389313,1.782997131,-0.004632751,-0.130788818,0.969593287
74.484361,-2.034915924,14.576389313,1.782997131,-0.004632751,-0.130788818,0.969593287
74.485000,-2.034915924,14.576389313,1.782997131,-0.004632751,-0.130788818,0.969593287
74.533840,-0.173343658,-5.092189789,1.668556213,0.002447327,-0.106740966,1.000232935
74.548241,1.634822845,-16.780422211,0.630958557,-0.013543884,-0.094289795,1.021473169
74.563737,2.351985931,-21.167324066,-1.406089783,-0.029657166,-0.078176513,1.035511255
74.602214,-1.302494049,-17.886684418,-1.398460388,-0.071527280,-0.092580810,1.050403833
74.640613,-4.186405182,-8.395717621,-3.702537537,-0.081414975,-0.063406006,1.094837427
74.654943,-5.910648346,-5.794094086,-3.908531189,-0.082269467,-0.058034912,1.085560083
74.670250,-7.482303619,4.398777008,-4.091636658,-0.081170835,-0.018606201,1.047962427
74.708765,-1.767887115,30.720188141,2.919776917,-0.021112245,-0.002492920,1.040760279
74.747225,-4.865421295,18.558933258,4.819496155,0.031744201,-0.102956787,1.030384302
74.761523,-5.475772858,11.715366364,5.918128967,0.027837951,-0.100881591,1.015369654
74.776854,-2.973331451,-2.528713226,6.970985413,0.001714905,-0.048391357,1.003895044
74.815388,-3.400577545,-17.871425629,5.483253479,-0.034539979,-0.044729248,0.993274927
74.853863,0.162349701,-18.420742035,7.001502991,-0.085443296,-0.022390381,0.948719263
74.868038,2.451168060,-15.468166351,5.452735901,-0.105462827,-0.039846435,0.957996607
74.883343,2.084957123,-13.331935883,4.468544006,-0.108514585,-0.067678466,0.959827662
74.921861,0.322566986,-3.245876312,-0.246421814,-0.102288999,-0.095266357,0.936512232
74.960314,0.192867279,-0.522182465,-2.489463806,-0.066766538,-0.102834716,0.946766138
74.974487,-0.165714264,-0.125453949,-1.978294373,-0.061029237,-0.091115966,0.940662622
74.989946,0.429378510,0.080539703,-0.399009705,-0.052240174,-0.092947021,0.928455591
75.028379,3.778682709,-2.360866547,0.669105530,-0.086541928,-0.076833740,0.942737818
75.066826,1.062618256,4.375888824,-0.772850037,-0.096795835,-0.109060302,0.960193872
75.080987,1.375423431,4.810764313,-1.306907654,-0.088983335,-0.077444091,0.958729029
75.096505,2.458797455,2.735569000,-2.779380798,-0.075555600,-0.087942138,0.970203638
75.134779,1.184688568,-0.606105804,-4.518882751,-0.068109311,-0.116750732,0.975574732
75.135571,1.184688568,-0.606105804,-4.518882751,-0.068109311,-0.116750732,0.975574732
75.136350,1.184688568,-0.606105804,-4.518882751,-0.068109311,-0.116750732,0.975574732
75.136996,1.184688568,-0.606105804,-4.518882751,-0.068109311,-0.116750732,0.975574732
75.137631,1.184688568,-0.606105804,-4.518882751,-0.068109311,-0.116750732,0.975574732
75.138395,1.184688568,-0.606105804,-4.518882751,-0.068109311,-0.116750732,0.975574732
75.187243,2.870784760,9.449436188,-1.512901306,-0.046747010,-0.099782959,0.978138208
75.201630,2.870784760,8.808567047,-0.849143982,-0.044427674,-0.085134521,0.983631372
75.227424,4.022823334,4.024936676,-1.131431580,-0.045526307,-0.091970459,1.020862818
75.266029,4.404293060,-1.719997406,-0.147239685,-0.041009706,-0.080007568,1.048572779
75.304488,1.070247650,-6.839321136,-0.818626404,-0.059564393,-0.009450927,1.014881372
75.318677,1.878963470,-5.244777679,-0.437156677,-0.061761659,-0.008108154,1.005848169
75.334008,5.457149506,-0.323818207,0.554664612,-0.056512635,0.011789307,0.998523951
75.372589,5.609737396,4.276706696,3.133399963,-0.045648377,-0.039602295,1.014148951
75.411041,5.220638275,5.924655914,2.225502014,-0.071527280,-0.057668701,1.024646997
75.425217,4.343257904,6.016208649,-0.269309998,-0.065789975,-0.024099365,1.029163599
75.440738,4.053340912,5.161716461,-0.681297302,-0.055780213,-0.017141357,1.036487818
75.479020,0.757442474,2.155735016,-1.665489197,-0.044427674,-0.001272216,1.009876490
75.517576,2.435909271,8.282138824,0.913246155,-0.045892518,-0.009572998,0.967396021
75.531726,1.108394623,8.030368805,0.211341858,-0.038812440,-0.051076904,0.962269068
75.547250,1.276241302,7.389499664,-0.536338806,-0.037103456,-0.052419677,0.948353052
75.585766,4.244075775,7.824375153,-0.147239685,-0.036737245,-0.067922607,0.912098169
75.624021,5.388484955,0.332309723,-0.086204529,-0.039544862,-0.060598388,0.944202662
75.638449,5.815731049,-2.566860199,-0.627891541,-0.046869081,-0.062307373,0.946277857
75.653819,6.006465912,-6.709621429,-1.421348572,-0.056024354,-0.042043701,0.948353052
75.692378,5.403743744,-10.379360199,-2.977745056,-0.061883729,-0.045339599,0.969471216
75.730766,5.869136810,-1.544521332,-2.535240173,-0.081903256,-0.045583740,0.957874537
75.745089,7.082210541,1.110507965,-3.443138123,-0.081903256,-0.050222412,0.966785669
75.760413,5.930171967,5.512668610,-3.527061462,-0.070794858,-0.096487060,0.989979029
75.798985,5.312191010,6.657077789,-5.274192810,-0.058709901,-0.080617920,1.006336451
75.799713,4.495845795,6.519748688,-5.541221619,-0.054803651,-0.080739990,1.009021997
75.800322,4.495845795,6.519748688,-5.541221619,-0.054803651,-0.080739990,1.009021997
75.800954,4.495845795,6.519748688,-5.541221619,-0.054803651,-0.080739990,1.009021997
75.801552,4.495845795,6.519748688,-5.541221619,-0.054803651,-0.080739990,1.009021997
75.802174,4.495845795,6.519748688,-5.541221619,-0.054803651,-0.080739990,1.009021997
75.802771,4.495845795,6.519748688,-5.541221619,-0.054803651,-0.080739990,1.009021997
75.803403,4.495845795,6.519748688,-5.541221619,-0.054803651,-0.080739990,1.009021997
75.803995,4.495845795,6.519748688,-5.541221619,-0.054803651,-0.080739990,1.009021997
75.804613,4.495845795,6.519748688,-5.541221619,-0.054803651,-0.080739990,1.009021997
75.805219,4.495845795,6.519748688,-5.541221619,-0.054803651,-0.080739990,1.009021997
75.805834,4.495845795,6.519748688,-5.541221619,-0.054803651,-0.080739990,1.009021997
75.844105,6.120906830,1.331760406,-6.800071716,-0.038324159,-0.027273193,1.047230005
