time,type,distance,
119.541774,U,60.38,FALSE
119.54488,L,88.25,FALSE
119.571228,R,114.84,FALSE
119.594403,L,88.15,FALSE
119.591496,U,60.26,FALSE
119.620229,R,114.96,FALSE
119.642536,L,39.87,TRUE
119.641215,U,60.32,FALSE
119.669151,R,112.23,FALSE
119.692066,L,39.76,TRUE
119.718144,R,112.34,FALSE
119.690939,U,60.39,FALSE
119.741666,L,42.35,TRUE
119.740664,U,60.29,FALSE
119.791344,L,47.5,TRUE
119.767075,R,109.9,FALSE
119.790385,U,60.43,FALSE
119.842053,L,88.16,FALSE
119.816072,R,109.75,FALSE
119.840105,U,60.43,FALSE
119.864997,R,107.27,FALSE
119.890555,L,52.57,FALSE
119.889828,U,60.34,FALSE
119.940162,L,55.12,FALSE
119.913993,R,107.45,FALSE
119.939474,U,57.89,FALSE
119.962992,R,107.27,FALSE
119.989761,L,57.65,FALSE
120.012056,R,109.83,FALSE
119.989201,U,57.78,FALSE
120.039363,L,60.2,FALSE
120.038952,U,57.77,FALSE
120.061053,R,109.92,FALSE
120.088968,L,62.74,FALSE
120.110045,R,109.83,FALSE
120.088676,U,57.94,FALSE
120.138576,L,65.16,FALSE
120.159037,R,109.83,FALSE
120.138389,U,57.87,FALSE
120.188175,L,67.77,FALSE
120.188036,U,55.31,FALSE
120.20811,R,112.23,FALSE
120.237778,L,70.28,FALSE
120.257105,R,112.36,FALSE
120.237757,U,55.31,FALSE
120.287451,L,75.34,FALSE
120.287483,U,55.31,FALSE
120.337049,L,77.97,FALSE
120.355173,R,114.84,FALSE
120.337054,U,50.23,FALSE
120.386654,L,80.42,FALSE
120.386696,U,47.68,TRUE
120.40417,R,114.79,FALSE
120.436329,L,85.48,FALSE
120.453169,R,114.88,FALSE
120.436342,U,45.12,TRUE
120.48593,L,88.08,FALSE
120.485917,U,40.04,TRUE
120.502242,R,117.4,FALSE
120.535602,L,93.21,FALSE
120.551239,R,117.37,FALSE
120.535646,U,40.19,TRUE
120.585204,L,95.7,FALSE
120.600234,R,117.37,FALSE
120.58588,U,57.87,FALSE
120.634656,L,93.17,FALSE
120.634912,U,34.06,TRUE
120.649305,R,119.77,FALSE
120.684182,L,93.14,FALSE
120.698224,R,117.37,FALSE
120.684781,U,23.83,TRUE
120.733637,L,90.63,FALSE
120.735517,U,42.49,TRUE
120.783163,L,90.7,FALSE
120.747221,R,117.47,FALSE
120.785163,U,40.04,TRUE
120.796289,R,119.8,FALSE
120.832693,L,90.58,FALSE
120.835475,U,60.43,FALSE
120.845287,R,119.75,FALSE
120.88222,L,90.6,FALSE
120.891565,R,26.01,TRUE
120.885196,U,60.43,FALSE
120.931751,L,90.6,FALSE
120.941176,R,31.04,TRUE
120.934918,U,60.43,FALSE
120.981198,L,88.04,FALSE
120.990417,R,39.43,TRUE
120.984717,U,62.97,FALSE
121.030725,L,88.06,FALSE
121.039634,R,47,TRUE
121.034441,U,62.99,FALSE
121.08025,L,88.09,FALSE
121.088925,R,57.06,FALSE
121.084091,U,60.32,FALSE
121.129776,L,88.08,FALSE
121.138067,R,62.05,FALSE
121.133735,U,57.87,FALSE
121.179229,L,85.57,FALSE
121.187356,R,72.13,FALSE
121.183683,U,65.58,FALSE
121.228753,L,85.54,FALSE
121.235092,R,28.53,TRUE
121.233404,U,65.53,FALSE
121.278212,L,83.07,FALSE
121.284408,R,39.43,TRUE
121.283123,U,65.53,FALSE
121.327735,L,82.98,FALSE
121.333772,R,51.94,FALSE
121.332848,U,65.47,FALSE
121.377262,L,83,FALSE
121.38313,R,64.58,FALSE
121.382566,U,65.51,FALSE
121.426718,L,80.42,FALSE
121.432491,R,77.16,FALSE
121.432289,U,65.53,FALSE
121.476246,L,80.44,FALSE
121.481854,R,89.72,FALSE
121.481861,U,60.41,FALSE
121.525702,L,77.92,FALSE
121.531215,R,102.3,FALSE
121.531214,U,47.66,TRUE
121.575231,L,77.86,FALSE
121.580579,R,114.88,FALSE
121.581449,U,65.53,FALSE
121.624757,L,77.9,FALSE
121.629943,R,127.42,FALSE
121.631165,U,65.51,FALSE
121.674289,L,78.02,FALSE
121.679161,R,134.97,FALSE
121.680884,U,65.47,FALSE
121.723813,L,77.9,FALSE
121.728163,R,135.01,FALSE
121.730603,U,65.53,FALSE
121.773343,L,77.88,FALSE
121.777159,R,134.97,FALSE
121.780325,U,65.56,FALSE
121.822872,L,78,FALSE
121.826156,R,134.91,FALSE
121.830115,U,68.07,FALSE
121.8724,L,77.86,FALSE
121.87515,R,134.97,FALSE
121.879835,U,68.07,FALSE
121.921931,L,77.88,FALSE
121.924151,R,135.01,FALSE
121.929556,U,68.12,FALSE
121.971461,L,77.86,FALSE
121.97315,R,134.97,FALSE
121.979271,U,68.08,FALSE
122.020912,L,75.44,FALSE
122.022151,R,134.85,FALSE
122.028989,U,68.08,FALSE
122.070444,L,75.46,FALSE
122.071145,R,134.94,FALSE
122.078705,U,68.08,FALSE
122.11997,L,75.46,FALSE
122.120216,R,137.41,FALSE
122.128422,U,68.08,FALSE
122.169503,L,75.51,FALSE
122.169215,R,137.36,FALSE
122.17814,U,68.08,FALSE
122.219028,L,75.44,FALSE
122.218206,R,137.39,FALSE
122.227891,U,67.96,FALSE
122.268556,L,75.44,FALSE
122.267201,R,137.39,FALSE
122.277609,U,68.14,FALSE
122.318014,L,72.9,FALSE
122.316199,R,137.41,FALSE
122.327357,U,68.08,FALSE
122.367544,L,72.97,FALSE
122.365266,R,139.9,FALSE
122.377078,U,68.01,FALSE
122.41707,L,72.9,FALSE
122.414261,R,139.93,FALSE
122.426793,U,68.08,FALSE
122.466601,L,72.87,FALSE
122.463257,R,139.88,FALSE
122.476513,U,68.08,FALSE
122.512254,R,139.92,FALSE
122.51613,L,72.97,FALSE
122.526231,U,68.08,FALSE
122.565656,L,72.89,FALSE
122.561275,R,139.95,FALSE
122.575947,U,68.08,FALSE
122.61519,L,72.85,FALSE
122.610274,R,139.9,FALSE
122.625671,U,68.19,FALSE
122.664717,L,72.87,FALSE
122.659271,R,140.07,FALSE
122.675462,U,70.64,FALSE
122.708266,R,139.92,FALSE
122.714243,L,72.94,FALSE
122.725184,U,70.61,FALSE
122.763771,L,72.9,FALSE
122.75726,R,139.95,FALSE
122.774902,U,70.64,FALSE
122.8133,L,72.89,FALSE
122.806333,R,142.39,FALSE
122.824622,U,70.62,FALSE
122.855253,R,139.95,FALSE
122.862463,L,60.22,FALSE
122.874345,U,70.62,FALSE
122.912358,L,72.89,FALSE
122.904249,R,140.04,FALSE
122.924066,U,70.62,FALSE
122.961887,L,72.9,FALSE
122.953101,R,134.92,FALSE
123.002016,R,132.45,FALSE
122.973865,U,73.09,FALSE
123.011419,L,72.8,FALSE
123.023582,U,73.2,FALSE
123.050213,R,104.73,FALSE
123.06095,L,73.06,FALSE
123.073304,U,73.25,FALSE
123.11055,L,75.41,FALSE
123.099209,R,104.72,FALSE
123.148204,R,104.75,FALSE
123.123026,U,73.13,FALSE
123.16008,L,75.34,FALSE
123.17274,U,73.09,FALSE
123.209532,L,72.9,FALSE
123.197276,R,107.14,FALSE
123.222457,U,73.2,FALSE
123.259061,L,72.9,FALSE
123.246559,R,117.28,FALSE
123.272173,U,73.18,FALSE
123.295339,R,109.71,FALSE
123.308666,L,75.36,FALSE
123.343899,R,94.75,FALSE
123.321897,U,73.09,FALSE
123.407724,L,75.51,FALSE
123.392677,R,87.21,FALSE
123.37162,U,73.27,FALSE
123.407724,L,75.53,FALSE
123.42134,U,73.23,FALSE
123.457254,L,75.41,FALSE
123.441898,R,94.66,FALSE
123.470985,U,70.64,FALSE
123.506783,L,75.44,FALSE
123.490894,R,94.64,FALSE
123.520789,U,73.06,FALSE
123.556317,L,75.41,FALSE
123.539815,R,92.15,FALSE
123.570503,U,73.18,FALSE
123.60584,L,75.46,FALSE
123.590052,R,134.87,FALSE
123.620222,U,73.32,FALSE
123.639048,R,134.94,FALSE
123.655373,L,75.38,FALSE
123.669935,U,73.16,FALSE
123.704997,L,77.99,FALSE
123.687974,R,132.56,FALSE
123.719654,U,73.2,FALSE
123.737048,R,134.96,FALSE
123.754528,L,78.04,FALSE
123.786037,R,134.97,FALSE
123.769374,U,73.18,FALSE
123.804059,L,77.92,FALSE
123.819095,U,73.16,FALSE
123.835033,R,135.06,FALSE
123.853587,L,77.9,FALSE
123.884026,R,134.97,FALSE
123.868817,U,73.08,FALSE
123.903114,L,78.09,FALSE
123.933025,R,134.97,FALSE
123.918534,U,73.18,FALSE
123.952646,L,78,FALSE
123.968256,U,73.2,FALSE
124.002169,L,78,FALSE
123.981954,R,132.38,FALSE
124.051695,L,77.99,FALSE
124.03095,R,132.45,FALSE
124.017975,U,73.06,FALSE
124.067693,U,73.03,FALSE
124.079951,R,132.52,FALSE
124.101299,L,80.4,FALSE
124.117406,U,73.18,FALSE
124.150827,L,80.53,FALSE
124.128873,R,130.02,FALSE
124.167198,U,75.74,FALSE
124.177943,R,132.38,FALSE
124.199478,L,50.08,FALSE
124.226862,R,129.95,FALSE
124.216918,U,75.69,FALSE
124.249888,L,80.42,FALSE
124.266638,U,75.72,FALSE
124.299415,L,80.53,FALSE
124.275857,R,129.98,FALSE
124.348939,L,80.51,FALSE
124.324708,R,124.92,FALSE
124.316362,U,75.7,FALSE
124.371811,R,59.55,FALSE
124.36608,U,75.6,FALSE
124.39847,L,80.42,FALSE
124.415801,U,75.65,FALSE
124.447997,L,80.53,FALSE
124.422702,R,125,FALSE
124.497526,L,80.53,FALSE
124.471908,R,132.45,FALSE
124.465527,U,75.76,FALSE
124.515245,U,75.62,FALSE
124.520907,R,132.52,FALSE
124.547057,L,80.4,FALSE
124.569247,R,109.83,FALSE
124.564987,U,75.72,FALSE
124.596588,L,80.44,FALSE
124.618897,R,132.45,FALSE
124.614709,U,75.67,FALSE
124.646116,L,80.42,FALSE
124.66571,R,57.04,FALSE
124.664526,U,78.26,FALSE
124.695716,L,82.96,FALSE
124.715067,R,69.6,FALSE
124.714246,U,78.28,FALSE
124.745242,L,83.03,FALSE
124.764424,R,82.18,FALSE
124.763963,U,78.18,FALSE
124.803299,L,377.86,FALSE
124.813784,R,94.66,FALSE
124.813709,U,78.28,FALSE
124.850109,L,283.77,FALSE
124.863142,R,107.36,FALSE
124.863132,U,68.14,FALSE
124.902613,L,372.78,FALSE
124.912504,R,119.8,FALSE
124.912483,U,55.31,FALSE
124.952139,L,372.65,FALSE
124.961866,R,132.42,FALSE
124.961909,U,45.1,TRUE
125.052066,L,403.13,FALSE
125.01115,R,142.51,FALSE
125.012592,U,78.14,FALSE
125.051999,L,400.79,FALSE
125.060148,R,142.46,FALSE
125.062306,U,78.26,FALSE
125.101455,L,398.1,FALSE
125.109219,R,144.95,FALSE
125.1121,U,80.8,FALSE
125.151936,L,431.17,FALSE
125.158286,R,147.54,FALSE
125.16174,U,78.26,FALSE
125.25054,L,415.85,FALSE
125.207282,R,147.43,FALSE
125.211533,U,80.84,FALSE
125.250028,L,398.15,FALSE
125.256277,R,147.45,FALSE
125.261251,U,80.84,FALSE
125.349145,L,400.6,FALSE
125.305275,R,147.45,FALSE
125.310973,U,80.72,FALSE
125.349074,L,398.15,FALSE
125.354273,R,147.47,FALSE
125.360688,U,80.84,FALSE
125.398528,L,395.51,FALSE
125.403345,R,150.04,FALSE
125.410408,U,80.84,FALSE
125.448055,L,395.51,FALSE
125.452411,R,152.58,FALSE
125.460127,U,80.84,FALSE
125.497512,L,392.95,FALSE
125.500828,R,132.59,FALSE
125.509848,U,80.84,FALSE
125.544976,L,321.79,FALSE
125.549823,R,132.47,FALSE
125.559569,U,80.84,FALSE
125.594564,L,316.73,FALSE
125.598823,R,132.45,FALSE
125.609288,U,80.96,FALSE
125.637122,L,70.42,FALSE
125.647822,R,132.45,FALSE
125.659001,U,80.84,FALSE
125.686574,L,67.74,FALSE
125.696892,R,134.97,FALSE
125.708719,U,80.84,FALSE
125.736103,L,67.76,FALSE
125.745889,R,135.08,FALSE
125.758434,U,80.84,FALSE
125.785562,L,65.28,FALSE
125.794982,R,137.48,FALSE
125.808156,U,80.8,FALSE
125.835015,L,62.64,FALSE
125.844055,R,139.93,FALSE
125.884541,L,62.74,FALSE
125.857878,U,80.73,FALSE
125.892103,R,107.41,FALSE
125.907523,U,78.28,FALSE
125.934,L,60.08,FALSE
125.941024,R,104.87,FALSE
125.957242,U,78.31,FALSE
125.983527,L,60.12,FALSE
125.991255,R,147.52,FALSE
126.033055,L,60.2,FALSE
126.039014,R,104.89,FALSE
126.006962,U,78.19,FALSE
126.056682,U,78.3,FALSE
126.082515,L,57.68,FALSE
126.089459,R,155.09,FALSE
126.106394,U,78.28,FALSE
126.132044,L,57.47,FALSE
126.136928,R,102.28,FALSE
126.15611,U,78.28,FALSE
126.181569,L,57.61,FALSE
126.185853,R,99.78,FALSE
126.231099,L,57.63,FALSE
126.234851,R,99.78,FALSE
126.205832,U,78.11,FALSE
126.255547,U,78.19,FALSE
126.280633,L,57.61,FALSE
126.283844,R,99.76,FALSE
126.305266,U,78.28,FALSE
126.330161,L,57.58,FALSE
126.332767,R,97.25,FALSE
126.379691,L,57.65,FALSE
126.38176,R,97.25,FALSE
126.354906,U,75.81,FALSE
126.404627,U,75.62,FALSE
126.429223,L,57.51,FALSE
126.430754,R,97.27,FALSE
126.454344,U,75.74,FALSE
126.47875,L,57.68,FALSE
126.479756,R,97.18,FALSE
126.50407,U,75.64,FALSE
126.528277,L,57.65,FALSE
126.528681,R,94.75,FALSE
126.553788,U,75.74,FALSE
126.577804,L,57.65,FALSE
126.577679,R,94.66,FALSE
126.603533,U,75.74,FALSE
126.626922,L,42.41,TRUE
126.626674,R,94.75,FALSE
126.653252,U,75.65,FALSE
126.676893,L,57.68,FALSE
126.675668,R,94.82,FALSE
126.702966,U,75.74,FALSE
126.724664,R,94.66,FALSE
126.726423,L,57.68,FALSE
126.776023,L,60.2,FALSE
126.773656,R,94.76,FALSE
126.752615,U,73.08,FALSE
126.802404,U,75.64,FALSE
126.825552,L,60.12,FALSE
126.822654,R,94.75,FALSE
126.875075,L,60.2,FALSE
126.871652,R,94.76,FALSE
126.852126,U,75.84,FALSE
126.924604,L,60.19,FALSE
126.920575,R,92.22,FALSE
126.901844,U,75.67,FALSE
126.951565,U,75.7,FALSE
126.974135,L,60.1,FALSE
126.969718,R,97.25,FALSE
127.001278,U,75.74,FALSE
127.023661,L,60.19,FALSE
127.01857,R,92.14,FALSE
127.051005,U,75.62,FALSE
127.067495,R,89.63,FALSE
127.072998,L,52.6,FALSE
127.100726,U,75.67,FALSE
127.122233,L,42.41,TRUE
127.116423,R,87.11,FALSE
127.150449,U,75.84,FALSE
127.172347,L,62.74,FALSE
127.165345,R,84.74,FALSE
127.214339,R,84.69,FALSE
127.200174,U,75.62,FALSE
127.221882,L,62.66,FALSE
127.249895,U,75.74,FALSE
127.263335,R,84.6,FALSE
127.27141,L,62.78,FALSE
127.321012,L,65.28,FALSE
127.312401,R,87.18,FALSE
127.299618,U,75.74,FALSE
127.37054,L,65.27,FALSE
127.361467,R,89.72,FALSE
127.349268,U,72.96,FALSE
127.398987,U,73.09,FALSE
127.420291,L,72.9,FALSE
127.410393,R,87.2,FALSE
127.469082,L,47.49,TRUE
127.459388,R,87.21,FALSE
127.448706,U,73.06,FALSE
127.498426,U,73.09,FALSE
127.508388,R,87.3,FALSE
127.521183,L,136.5,FALSE
127.557309,R,84.67,FALSE
127.548141,U,73.18,FALSE
127.570706,L,136.34,FALSE
127.597893,U,73.18,FALSE
127.606309,R,84.59,FALSE
127.6203,L,138.91,FALSE
127.655228,R,82.18,FALSE
127.647616,U,73.09,FALSE
127.669824,L,139,FALSE
127.704222,R,82.18,FALSE
127.697408,U,75.67,FALSE
127.719357,L,139.09,FALSE
127.768957,L,141.51,FALSE
127.753219,R,82.18,FALSE
127.747054,U,73.23,FALSE
127.818561,L,144.06,FALSE
127.802146,R,79.66,FALSE
127.796768,U,73.09,FALSE
127.851144,R,79.68,FALSE
127.846488,U,73.11,FALSE
127.868092,L,143.98,FALSE
127.917621,L,144.06,FALSE
127.90014,R,79.66,FALSE
127.896207,U,73.08,FALSE
127.949065,R,77.1,FALSE
127.945927,U,73.11,FALSE
127.967157,L,144.01,FALSE
127.997186,R,46.92,TRUE
127.995646,U,73.11,FALSE
128.016688,L,144.05,FALSE
128.046546,R,59.55,FALSE
128.045396,U,73.16,FALSE
128.066219,L,143.96,FALSE
128.114125,L,88.15,FALSE
128.095899,R,72.11,FALSE
128.095117,U,73.06,FALSE
128.144888,R,72.11,FALSE
128.144834,U,73.09,FALSE
128.163581,L,85.47,FALSE
128.193879,R,72.08,FALSE
128.194475,U,70.62,FALSE
128.213034,L,82.96,FALSE
128.262561,L,83.07,FALSE
128.242872,R,72.04,FALSE
128.243901,U,60.41,FALSE
128.291933,R,74.53,FALSE
128.293256,U,47.55,TRUE
128.312091,L,82.96,FALSE
128.340994,R,77.16,FALSE
128.361616,L,83,FALSE
128.342978,U,47.73,TRUE
128.389986,R,77.05,FALSE
128.393435,U,73.16,FALSE
128.411144,L,83.1,FALSE
128.439044,R,79.64,FALSE
128.443152,U,73.16,FALSE
128.460668,L,83,FALSE
128.488109,R,82.22,FALSE
128.49246,U,57.84,FALSE
128.510269,L,85.52,FALSE
128.537029,R,79.56,FALSE
128.542621,U,73.18,FALSE
128.559799,L,85.64,FALSE
128.585943,R,77.14,FALSE
128.592338,U,73.15,FALSE
128.609402,L,88.16,FALSE
128.658926,L,88.16,FALSE
128.634789,R,72.01,FALSE
128.642086,U,73.15,FALSE
128.683711,R,69.5,FALSE
128.691804,U,73.18,FALSE
128.708458,L,88.25,FALSE
128.732625,R,67.01,FALSE
128.757984,L,88.16,FALSE
128.741529,U,73.09,FALSE
128.807513,L,88.15,FALSE
128.781544,R,64.47,FALSE
128.791246,U,73.18,FALSE
128.830458,R,61.98,FALSE
128.840996,U,73.2,FALSE
128.857045,L,88.04,FALSE
128.879451,R,62.07,FALSE
128.906577,L,88.02,FALSE
128.928513,R,64.58,FALSE
128.890718,U,73.22,FALSE
128.940439,U,73.11,FALSE
128.956104,L,88.09,FALSE
128.977509,R,64.47,FALSE
128.990156,U,73.2,FALSE
129.005632,L,88.04,FALSE
129.026499,R,64.56,FALSE
129.039883,U,73.27,FALSE
129.055157,L,88.11,FALSE
129.075493,R,64.51,FALSE
129.089602,U,73.18,FALSE
129.15421,L,88.16,FALSE
129.124488,R,64.51,FALSE
129.139324,U,73.18,FALSE
129.154211,L,88.21,FALSE
129.17341,R,62,FALSE
129.20366,L,85.61,FALSE
129.189125,U,75.69,FALSE
129.253184,L,85.61,FALSE
129.222402,R,62.12,FALSE
129.238765,U,73.22,FALSE
129.271396,R,61.98,FALSE
129.288481,U,73.15,FALSE
129.302789,L,88.28,FALSE
129.319874,R,44.48,TRUE
129.338197,U,73.2,FALSE
129.352388,L,90.65,FALSE
129.369155,R,54.5,FALSE
129.387847,U,70.5,FALSE
129.401987,L,93.17,FALSE
129.41837,R,61.97,FALSE
129.437634,U,73.18,FALSE
129.451591,L,95.71,FALSE
129.467358,R,62.07,FALSE
129.487284,U,70.73,FALSE
129.50119,L,98.38,FALSE
129.55079,L,100.85,FALSE
129.516352,R,62.16,FALSE
129.536995,U,70.62,FALSE
129.565342,R,61.95,FALSE
129.586713,U,70.64,FALSE
129.600316,L,100.9,FALSE
129.614357,R,61.95,FALSE
129.649699,L,95.77,FALSE
129.66335,R,62.04,FALSE
129.636439,U,70.55,FALSE
129.699226,L,95.78,FALSE
129.686157,U,70.49,FALSE
129.712346,R,62,FALSE
129.735952,U,73.16,FALSE
129.748681,L,93.16,FALSE
129.761263,R,59.55,FALSE
129.798135,L,90.69,FALSE
129.810258,R,59.55,FALSE
129.785673,U,73.08,FALSE
129.835394,U,73.03,FALSE
129.847672,L,90.48,FALSE
129.859254,R,59.51,FALSE
129.885109,U,73.18,FALSE
129.897124,L,88.27,FALSE
129.908243,R,59.55,FALSE
129.934836,U,73.34,FALSE
129.946654,L,88.23,FALSE
129.957233,R,59.55,FALSE
129.996207,L,88.15,FALSE
129.984556,U,73.13,FALSE
130.006302,R,61.91,FALSE
130.034267,U,73.18,FALSE
130.045816,L,90.57,FALSE
130.05522,R,59.62,FALSE
130.095341,L,90.69,FALSE
130.10428,R,62.05,FALSE
130.083989,U,73.09,FALSE
130.133707,U,73.03,FALSE
130.144872,L,90.82,FALSE
130.153275,R,62.09,FALSE
130.194326,L,88.15,FALSE
130.202265,R,62.05,FALSE
130.183423,U,73.08,FALSE
130.243855,L,88.15,FALSE
130.250213,R,26.01,TRUE
130.233068,U,70.47,FALSE
130.29339,L,88.09,FALSE
130.299446,R,31.04,TRUE
130.332495,U,70.61,FALSE
130.342847,L,85.62,FALSE
130.348677,R,39.45,TRUE
130.332499,U,70.74,FALSE
130.382219,U,70.54,FALSE
130.39238,L,85.54,FALSE
130.39796,R,49.49,TRUE
130.44183,L,83.07,FALSE
130.447241,R,59.55,FALSE
130.43194,U,70.5,FALSE
130.481655,U,70.54,FALSE
130.491357,L,83,FALSE
130.496448,R,67.08,FALSE
130.540883,L,83.08,FALSE
130.545514,R,69.6,FALSE
130.531372,U,70.52,FALSE
130.590415,L,83.08,FALSE
130.594577,R,72.13,FALSE
130.581087,U,70.57,FALSE
130.639944,L,83.07,FALSE
130.64357,R,72.13,FALSE
130.630806,U,70.62,FALSE
130.6894,L,80.54,FALSE
130.692559,R,72.11,FALSE
130.680524,U,70.52,FALSE
130.730237,U,70.55,FALSE
130.738933,L,80.59,FALSE
130.741551,R,72.06,FALSE
130.788462,L,80.53,FALSE
130.790471,R,69.6,FALSE
130.779954,U,70.57,FALSE
130.837995,L,80.44,FALSE
130.839534,R,72.11,FALSE
130.829746,U,73.18,FALSE
130.887522,L,80.51,FALSE
130.8886,R,74.63,FALSE
130.879387,U,70.55,FALSE
130.929103,U,70.52,FALSE
130.937052,L,80.49,FALSE
130.937666,R,77.16,FALSE
130.98658,L,80.51,FALSE
130.986731,R,79.64,FALSE
130.978822,U,70.54,FALSE
131.03611,L,80.53,FALSE
131.035797,R,82.17,FALSE
131.028541,U,70.52,FALSE
131.085567,L,77.97,FALSE
131.08486,R,84.69,FALSE
131.078259,U,70.55,FALSE
131.135095,L,77.99,FALSE
131.133924,R,87.18,FALSE
131.127983,U,70.68,FALSE
131.177701,U,70.55,FALSE
131.184626,L,77.97,FALSE
131.182913,R,87.21,FALSE
131.23183,R,84.67,FALSE
131.227424,U,70.47,FALSE
131.234156,L,78.02,FALSE
131.283609,L,75.44,FALSE
131.280744,R,82.15,FALSE
131.277139,U,70.55,FALSE
131.333139,L,75.46,FALSE
131.329007,R,57.02,FALSE
131.326861,U,70.5,FALSE
131.37836,R,69.59,FALSE
131.376609,U,70.5,FALSE
131.382675,L,75.58,FALSE
131.432201,L,75.44,FALSE
131.427567,R,77.14,FALSE
131.426328,U,70.49,FALSE
131.481655,L,72.9,FALSE
131.476484,R,74.65,FALSE
131.476047,U,70.54,FALSE
131.531332,L,78,FALSE
131.52555,R,77.09,FALSE
131.525839,U,73.16,FALSE
131.57983,L,42.41,TRUE
131.574543,R,77.03,FALSE
131.575411,U,68.08,FALSE
131.623531,R,77.09,FALSE
131.630023,L,65.22,FALSE
131.62476,U,55.37,FALSE
131.679919,L,77.99,FALSE
131.672523,R,77.03,FALSE
131.674923,U,70.61,FALSE
131.72151,R,77,FALSE
131.724641,U,70.61,FALSE
131.728644,L,50.13,FALSE
131.778979,L,77.99,FALSE
131.770426,R,74.55,FALSE
131.774361,U,70.62,FALSE
131.828508,L,78,FALSE
131.819421,R,74.63,FALSE
131.824379,U,80.82,FALSE
131.878038,L,77.99,FALSE
131.868409,R,74.58,FALSE
131.873802,U,70.62,FALSE
131.917402,R,74.53,FALSE
131.923517,U,70.62,FALSE
131.927571,L,78.11,FALSE
131.977094,L,78.02,FALSE
131.966395,R,74.51,FALSE
131.973159,U,68.07,FALSE
132.026622,L,77.97,FALSE
132.015382,R,74.53,FALSE
132.022874,U,68.07,FALSE
132.064303,R,71.97,FALSE
132.072591,U,68.08,FALSE
132.076155,L,78.12,FALSE
132.124576,L,39.88,TRUE
132.113293,R,72.23,FALSE
132.122305,U,68.08,FALSE
132.162283,R,71.99,FALSE
132.174105,L,39.87,TRUE
132.172025,U,67.98,FALSE
132.211273,R,72.06,FALSE
132.223637,L,39.8,TRUE
132.221742,U,68.15,FALSE
132.260267,R,72.23,FALSE
132.271458,U,68.08,FALSE
132.273312,L,44.95,TRUE
132.322695,L,39.87,TRUE
132.30926,R,72.01,FALSE
132.321282,U,70.64,FALSE
132.358251,R,71.99,FALSE
132.372302,L,42.37,TRUE
132.371004,U,70.49,FALSE
132.422864,L,77.97,FALSE
132.407243,R,72.04,FALSE
132.42082,U,73.18,FALSE
132.471731,L,55.12,FALSE
132.45623,R,72.01,FALSE
132.470612,U,75.74,FALSE
132.505291,R,74.6,FALSE
132.521336,L,57.66,FALSE
132.520331,U,75.65,FALSE
132.570354,L,39.87,TRUE
132.554283,R,74.72,FALSE
132.570123,U,78.3,FALSE
132.603273,R,74.53,FALSE
132.620617,L,65.28,FALSE
132.652261,R,74.6,FALSE
132.61985,U,78.3,FALSE
132.670221,L,67.82,FALSE
132.669566,U,78.14,FALSE
132.701256,R,74.53,FALSE
132.719822,L,70.36,FALSE
132.719281,U,78.18,FALSE
132.750247,R,74.53,FALSE
132.769424,L,72.87,FALSE
132.799234,R,74.63,FALSE
132.768999,U,78.31,FALSE
132.819102,L,78,FALSE
132.818723,U,78.28,FALSE
132.868628,L,77.99,FALSE
132.848228,R,74.58,FALSE
132.868537,U,80.77,FALSE
132.918155,L,77.97,FALSE
132.897224,R,74.56,FALSE
132.918182,U,78.28,FALSE
132.946218,R,74.65,FALSE
132.967689,L,77.93,FALSE
132.995201,R,74.62,FALSE
132.967898,U,78.28,FALSE
133.017217,L,77.86,FALSE
133.044263,R,77.16,FALSE
133.01757,U,75.72,FALSE
133.066749,L,77.88,FALSE
133.067213,U,73.18,FALSE
133.093258,R,77.07,FALSE
133.116308,L,78.09,FALSE
133.142248,R,77.16,FALSE
133.116933,U,73.2,FALSE
133.165836,L,77.88,FALSE
133.166505,U,68.08,FALSE
133.215364,L,78,FALSE
133.191272,R,77.03,FALSE
133.216446,U,75.74,FALSE
133.240191,R,74.53,FALSE
133.264897,L,77.86,FALSE
133.265721,U,60.39,FALSE
133.289184,R,74.56,FALSE
133.314425,L,77.92,FALSE
133.315367,U,57.87,FALSE
133.363981,L,77.99,FALSE
133.338178,R,74.51,FALSE
133.365012,U,55.33,FALSE
133.387315,R,79.51,FALSE
133.413512,L,77.92,FALSE
133.436374,R,82.17,FALSE
133.414658,U,52.76,FALSE
133.463043,L,77.9,FALSE
133.464227,U,47.66,TRUE
133.485442,R,84.78,FALSE
133.512572,L,77.9,FALSE
133.513873,U,45.14,TRUE
133.534577,R,89.72,FALSE
133.562099,L,77.88,FALSE
133.583561,R,89.7,FALSE
133.563446,U,40,TRUE
133.611549,L,75.39,FALSE
133.613164,U,40,TRUE
133.63248,R,87.09,FALSE
133.710605,L,75.46,FALSE
133.681469,R,87.06,FALSE
133.662716,U,33.94,TRUE
133.710605,L,75.46,FALSE
133.712286,U,28.82,TRUE
133.729151,R,41.87,TRUE
133.760138,L,75.34,FALSE
133.76193,U,26.42,TRUE
133.80959,L,72.9,FALSE
133.779306,R,82.27,FALSE
133.811646,U,26.39,TRUE
133.828297,R,82.06,FALSE
133.859122,L,72.82,FALSE
133.877215,R,79.64,FALSE
133.862794,U,75.74,FALSE
133.908656,L,72.8,FALSE
133.912512,U,75.72,FALSE
133.926212,R,79.57,FALSE
133.958217,L,72.82,FALSE
133.97486,R,67.08,FALSE
