time,type,distance,
133.962229,U,75.72,FALSE
134.007673,L,70.26,FALSE
134.024286,R,82.17,FALSE
134.011948,U,75.72,FALSE
134.057199,L,70.31,FALSE
134.073354,R,84.67,FALSE
134.06167,U,75.72,FALSE
134.10673,L,70.31,FALSE
134.122349,R,84.64,FALSE
134.11131,U,73.22,FALSE
134.156337,L,72.8,FALSE
134.171341,R,84.67,FALSE
134.161029,U,73.28,FALSE
134.205936,L,75.34,FALSE
134.210746,U,73.16,FALSE
134.220263,R,82.13,FALSE
134.255535,L,78.11,FALSE
134.260464,U,73.18,FALSE
134.269259,R,82.25,FALSE
134.30521,L,82.96,FALSE
134.318249,R,82.24,FALSE
134.310112,U,70.62,FALSE
134.354815,L,85.54,FALSE
134.367243,R,82.18,FALSE
134.359832,U,70.62,FALSE
134.404201,L,80.51,FALSE
134.41624,R,82.17,FALSE
134.409554,U,70.62,FALSE
134.453657,L,77.88,FALSE
134.465237,R,82.17,FALSE
134.459278,U,70.64,FALSE
134.503037,L,72.84,FALSE
134.514232,R,82.17,FALSE
134.509005,U,70.71,FALSE
134.552496,L,70.26,FALSE
134.563253,R,82.18,FALSE
134.558726,U,70.62,FALSE
134.602023,L,70.31,FALSE
134.612247,R,82.18,FALSE
134.608449,U,70.62,FALSE
134.651511,L,67.81,FALSE
134.659833,R,33.56,TRUE
134.658173,U,70.55,FALSE
134.701041,L,67.72,FALSE
134.710237,R,82.12,FALSE
134.707895,U,70.57,FALSE
134.750569,L,67.74,FALSE
134.757459,R,20.98,TRUE
134.757616,U,70.69,FALSE
134.800096,L,67.74,FALSE
134.806847,R,28.49,TRUE
134.807338,U,70.62,FALSE
134.849625,L,67.77,FALSE
134.856084,R,36.94,TRUE
134.857057,U,70.61,FALSE
134.899154,L,67.74,FALSE
134.905227,R,41.92,TRUE
134.906705,U,68.08,FALSE
134.948681,L,67.74,FALSE
134.954582,R,54.52,FALSE
134.956057,U,55.33,FALSE
134.998211,L,67.74,FALSE
135.003797,R,62.07,FALSE
135.005477,U,45.12,TRUE
135.047739,L,67.77,FALSE
135.053154,R,74.63,FALSE
135.055939,U,70.64,FALSE
135.097267,L,67.74,FALSE
135.102296,R,79.66,FALSE
135.105734,U,73.15,FALSE
135.14687,L,70.35,FALSE
135.151293,R,79.66,FALSE
135.155456,U,73.16,FALSE
135.196396,L,70.24,FALSE
135.200361,R,82.18,FALSE
135.205103,U,70.64,FALSE
135.245925,L,70.26,FALSE
135.24936,R,82.18,FALSE
135.254829,U,70.78,FALSE
135.295456,L,70.23,FALSE
135.29836,R,82.18,FALSE
135.304571,U,70.62,FALSE
135.344982,L,70.24,FALSE
135.347433,R,84.64,FALSE
135.354319,U,70.64,FALSE
135.394508,L,70.24,FALSE
135.396428,R,84.69,FALSE
135.404038,U,70.64,FALSE
135.444037,L,70.26,FALSE
135.445454,R,84.69,FALSE
135.453758,U,70.64,FALSE
135.493589,L,70.31,FALSE
135.494376,R,82.22,FALSE
135.543115,L,70.36,FALSE
135.543371,R,82.15,FALSE
135.503553,U,73.11,FALSE
135.553273,U,73.11,FALSE
135.592644,L,70.35,FALSE
135.592442,R,84.59,FALSE
135.602994,U,73.28,FALSE
135.642172,L,70.36,FALSE
135.641508,R,87.11,FALSE
135.652709,U,73.2,FALSE
135.690576,R,89.63,FALSE
135.691703,L,70.4,FALSE
135.702429,U,73.08,FALSE
135.741156,L,67.81,FALSE
135.739645,R,92.12,FALSE
135.752144,U,73.18,FALSE
135.790687,L,67.82,FALSE
135.788786,R,97.13,FALSE
135.801863,U,73.18,FALSE
135.840217,L,67.88,FALSE
135.837781,R,97.25,FALSE
135.851579,U,73.18,FALSE
135.889773,L,67.82,FALSE
135.886734,R,94.64,FALSE
135.901293,U,73.18,FALSE
135.939304,L,67.82,FALSE
135.935661,R,92.12,FALSE
135.951017,U,73.04,FALSE
135.988908,L,70.28,FALSE
135.984584,R,89.74,FALSE
136.000762,U,73.18,FALSE
136.033435,R,84.6,FALSE
136.038433,L,70.43,FALSE
136.050481,U,73.18,FALSE
136.087668,L,60.19,FALSE
136.082435,R,84.69,FALSE
136.100203,U,73.08,FALSE
136.136977,L,52.57,FALSE
136.131356,R,82.2,FALSE
136.149922,U,73.11,FALSE
136.186283,L,44.95,TRUE
136.180349,R,82.06,FALSE
136.199638,U,73.18,FALSE
136.235667,L,39.85,TRUE
136.229418,R,84.59,FALSE
136.24936,U,73.32,FALSE
136.286077,L,70.38,FALSE
136.278416,R,84.69,FALSE
136.299076,U,73.22,FALSE
136.335606,L,70.36,FALSE
136.327409,R,84.6,FALSE
136.348794,U,73.2,FALSE
136.376334,R,82.03,FALSE
136.385134,L,70.28,FALSE
136.425255,R,79.66,FALSE
136.398439,U,70.59,FALSE
136.434667,L,70.45,FALSE
136.448158,U,70.62,FALSE
136.484196,L,70.36,FALSE
136.474257,R,79.76,FALSE
136.49788,U,70.54,FALSE
136.533725,L,70.36,FALSE
136.523327,R,82.06,FALSE
136.572251,R,79.66,FALSE
136.547671,U,73.06,FALSE
136.582449,L,42.37,TRUE
136.597314,U,70.54,FALSE
136.632785,L,70.36,FALSE
136.62125,R,79.57,FALSE
136.682315,L,70.36,FALSE
136.670249,R,79.54,FALSE
136.647104,U,73.27,FALSE
136.696825,U,73.06,FALSE
136.731845,L,70.35,FALSE
136.719243,R,79.63,FALSE
136.746539,U,73.18,FALSE
136.781376,L,70.33,FALSE
136.768239,R,79.57,FALSE
136.796187,U,70.55,FALSE
136.817236,R,79.63,FALSE
136.830904,L,70.31,FALSE
136.845979,U,73.16,FALSE
136.880357,L,67.81,FALSE
136.866307,R,82.27,FALSE
136.895697,U,73.18,FALSE
136.915303,R,82.29,FALSE
136.929888,L,67.95,FALSE
136.979265,L,62.74,FALSE
136.964295,R,82.18,FALSE
136.945418,U,73.25,FALSE
137.01329,R,82.17,FALSE
136.995137,U,73.06,FALSE
137.028944,L,67.86,FALSE
137.04486,U,73.13,FALSE
137.078475,L,67.81,FALSE
137.062292,R,82.25,FALSE
137.094573,U,73.18,FALSE
137.127194,L,39.87,TRUE
137.111288,R,82.06,FALSE
137.144296,U,73.06,FALSE
137.160286,R,82.1,FALSE
137.177537,L,67.7,FALSE
137.19401,U,73.16,FALSE
137.22706,L,67.82,FALSE
137.209285,R,82.17,FALSE
137.24373,U,73.27,FALSE
137.258351,R,84.71,FALSE
137.276594,L,67.84,FALSE
137.307348,R,84.66,FALSE
137.293478,U,73.16,FALSE
137.326121,L,67.82,FALSE
137.356345,R,84.71,FALSE
137.343196,U,73.18,FALSE
137.37565,L,67.76,FALSE
137.425173,L,67.81,FALSE
137.405342,R,84.69,FALSE
137.39292,U,73.25,FALSE
137.454336,R,84.69,FALSE
137.442639,U,73.08,FALSE
137.474701,L,67.72,FALSE
137.492359,U,73.08,FALSE
137.524229,L,67.81,FALSE
137.503332,R,84.59,FALSE
137.552324,R,84.69,FALSE
137.542154,U,75.64,FALSE
137.573755,L,67.86,FALSE
137.601392,R,87.21,FALSE
137.591875,U,75.7,FALSE
137.623288,L,67.72,FALSE
137.641592,U,75.81,FALSE
137.672815,L,67.82,FALSE
137.699411,R,87.23,FALSE
137.69131,U,75.7,FALSE
137.699414,R,87.35,FALSE
137.722347,L,67.77,FALSE
137.748403,R,87.2,FALSE
137.741057,U,75.64,FALSE
137.771879,L,67.77,FALSE
137.797326,R,84.69,FALSE
137.790773,U,75.72,FALSE
137.82141,L,67.81,FALSE
137.870935,L,67.88,FALSE
137.846319,R,84.69,FALSE
137.840498,U,75.62,FALSE
137.89553,R,92.22,FALSE
137.89022,U,75.65,FALSE
137.920464,L,67.7,FALSE
137.939871,U,73.16,FALSE
137.969992,L,67.77,FALSE
137.942998,R,39.47,TRUE
137.99345,R,89.72,FALSE
137.98959,U,73.06,FALSE
138.019521,L,67.91,FALSE
138.041064,R,41.97,TRUE
138.039305,U,73.09,FALSE
138.06905,L,67.76,FALSE
138.118578,L,67.81,FALSE
138.090352,R,51.98,FALSE
138.0891,U,75.86,FALSE
138.139709,R,64.61,FALSE
138.13882,U,75.62,FALSE
138.16811,L,67.72,FALSE
138.189067,R,77.14,FALSE
138.188539,U,75.72,FALSE
138.217744,L,70.28,FALSE
138.238501,R,92.12,FALSE
138.23826,U,75.72,FALSE
138.267272,L,70.28,FALSE
138.316798,L,70.35,FALSE
138.287425,R,89.63,FALSE
138.28798,U,75.72,FALSE
138.336276,R,84.62,FALSE
138.33711,U,55.3,FALSE
138.36633,L,70.31,FALSE
138.385267,R,84.62,FALSE
138.386535,U,45.1,TRUE
138.415858,L,70.28,FALSE
138.465386,L,70.35,FALSE
138.433462,R,56.94,FALSE
138.437136,U,75.7,FALSE
138.481948,R,39.43,TRUE
138.486854,U,75.74,FALSE
138.514916,L,70.26,FALSE
138.531231,R,49.49,TRUE
138.564517,L,72.9,FALSE
138.536576,U,75.86,FALSE
138.580959,R,74.55,FALSE
138.586288,U,75.74,FALSE
138.614047,L,72.8,FALSE
138.62966,R,64.58,FALSE
138.636007,U,75.74,FALSE
138.663572,L,72.8,FALSE
138.679092,R,79.66,FALSE
138.685732,U,75.62,FALSE
138.713096,L,72.99,FALSE
138.728085,R,79.68,FALSE
138.735523,U,78.3,FALSE
138.762625,L,72.71,FALSE
138.777078,R,79.66,FALSE
138.785245,U,78.31,FALSE
138.812145,L,72.84,FALSE
138.826074,R,79.54,FALSE
138.834963,U,78.28,FALSE
138.861671,L,72.84,FALSE
138.875068,R,79.66,FALSE
138.884679,U,78.3,FALSE
138.911201,L,72.9,FALSE
138.960722,L,72.9,FALSE
138.973059,R,79.76,FALSE
138.934393,U,78.3,FALSE
138.973059,R,79.78,FALSE
138.984112,U,78.3,FALSE
139.010253,L,72.87,FALSE
139.022052,R,79.59,FALSE
139.033833,U,78.23,FALSE
139.059778,L,72.78,FALSE
139.07097,R,77.16,FALSE
139.1093,L,72.89,FALSE
139.083553,U,78.24,FALSE
139.119967,R,77.21,FALSE
139.133344,U,80.91,FALSE
139.158858,L,72.8,FALSE
139.168739,R,69.6,FALSE
139.183065,U,80.8,FALSE
139.208381,L,72.8,FALSE
139.21795,R,77.16,FALSE
139.232786,U,80.72,FALSE
139.257906,L,72.9,FALSE
139.266945,R,77.14,FALSE
139.282499,U,80.85,FALSE
139.30743,L,72.87,FALSE
139.315941,R,77.09,FALSE
139.33222,U,80.85,FALSE
139.35696,L,72.78,FALSE
139.363459,R,26.06,TRUE
139.406557,L,75.44,FALSE
139.412755,R,31.04,TRUE
139.381941,U,80.73,FALSE
139.431579,U,78.18,FALSE
139.456086,L,75.55,FALSE
139.462063,R,41.96,TRUE
139.481293,U,78.21,FALSE
139.505616,L,75.34,FALSE
139.511352,R,52.01,FALSE
139.555144,L,75.44,FALSE
139.560563,R,59.56,FALSE
139.53101,U,78.19,FALSE
139.580727,U,78.21,FALSE
139.604678,L,75.46,FALSE
139.609995,R,74.63,FALSE
139.630445,U,78.26,FALSE
139.654133,L,72.84,FALSE
139.658993,R,74.63,FALSE
139.68024,U,80.91,FALSE
139.703663,L,72.84,FALSE
139.707918,R,72.18,FALSE
139.729879,U,78.24,FALSE
139.753198,L,72.84,FALSE
139.756839,R,69.6,FALSE
139.779666,U,80.84,FALSE
139.80276,L,72.85,FALSE
139.80576,R,67.1,FALSE
139.829386,U,80.72,FALSE
139.852365,L,75.48,FALSE
139.854758,R,67.17,FALSE
139.879099,U,80.84,FALSE
139.901827,L,72.8,FALSE
139.903749,R,67.1,FALSE
139.951428,L,75.46,FALSE
139.952889,R,72.11,FALSE
139.928821,U,80.68,FALSE
139.978536,U,80.7,FALSE
140.000886,L,72.94,FALSE
140.00189,R,72.02,FALSE
140.050492,L,75.41,FALSE
140.050957,R,74.63,FALSE
140.028254,U,80.91,FALSE
140.099943,L,72.9,FALSE
140.100026,R,77.14,FALSE
140.077974,U,80.7,FALSE
140.127689,U,80.75,FALSE
140.149329,L,67.82,FALSE
140.149094,R,79.61,FALSE
140.177406,U,80.85,FALSE
140.198863,L,67.82,FALSE
140.198162,R,82.05,FALSE
140.227127,U,80.75,FALSE
140.248544,L,72.82,FALSE
140.247227,R,84.74,FALSE
140.276867,U,80.77,FALSE
140.298068,L,72.9,FALSE
140.296295,R,87.3,FALSE
140.326579,U,80.82,FALSE
140.347525,L,70.38,FALSE
140.345366,R,89.75,FALSE
140.397058,L,70.35,FALSE
140.394358,R,89.72,FALSE
140.376324,U,80.82,FALSE
140.446593,L,70.4,FALSE
140.44328,R,87.2,FALSE
140.426037,U,80.72,FALSE
140.47568,U,78.12,FALSE
140.496199,L,72.87,FALSE
140.492132,R,82.1,FALSE
140.525393,U,78.28,FALSE
140.545655,L,70.36,FALSE
140.541053,R,79.59,FALSE
140.57511,U,78.16,FALSE
140.595336,L,75.44,FALSE
140.589979,R,77.05,FALSE
140.624749,U,75.6,FALSE
140.644356,L,57.68,FALSE
140.638906,R,74.75,FALSE
140.674462,U,75.72,FALSE
140.687905,R,74.53,FALSE
140.693667,L,50.01,FALSE
140.742903,L,39.87,TRUE
140.736973,R,77.16,FALSE
140.724101,U,73.08,FALSE
140.773818,U,73.04,FALSE
140.792217,L,32.42,TRUE
140.785969,R,77.24,FALSE
140.841494,L,23.76,TRUE
140.83496,R,77.16,FALSE
140.823533,U,73.04,FALSE
140.883954,R,77.14,FALSE
140.873246,U,73.06,FALSE
140.892677,L,75.55,FALSE
140.942132,L,72.92,FALSE
140.932948,R,77.1,FALSE
140.922963,U,73.23,FALSE
140.991665,L,72.9,FALSE
140.981941,R,77.12,FALSE
140.972603,U,70.54,FALSE
141.030935,R,77.17,FALSE
141.022324,U,70.66,FALSE
141.041275,L,75.32,FALSE
141.072034,U,70.62,FALSE
141.090803,L,75.44,FALSE
141.07993,R,77.07,FALSE
141.121681,U,67.98,FALSE
141.140334,L,75.46,FALSE
141.128924,R,77.17,FALSE
141.177922,R,77.14,FALSE
141.170959,U,52.65,FALSE
141.188915,L,42.3,TRUE
141.226992,R,79.66,FALSE
141.220605,U,50.35,FALSE
141.239404,L,75.39,FALSE
141.275987,R,79.66,FALSE
141.270322,U,50.13,FALSE
141.288935,L,75.55,FALSE
141.324983,R,79.66,FALSE
141.320113,U,52.76,FALSE
141.338464,L,75.36,FALSE
141.387994,L,75.46,FALSE
141.373978,R,79.66,FALSE
141.370348,U,70.49,FALSE
141.422975,R,79.66,FALSE
141.420063,U,70.52,FALSE
141.437527,L,75.34,FALSE
141.487133,L,77.93,FALSE
141.471026,R,46.92,TRUE
141.469805,U,70.57,FALSE
141.536666,L,77.99,FALSE
141.52038,R,59.5,FALSE
141.51955,U,70.54,FALSE
141.569734,R,72.06,FALSE
141.569268,U,70.64,FALSE
141.635656,L,75.53,FALSE
141.618945,R,79.66,FALSE
141.618984,U,70.62,FALSE
141.635731,L,78.11,FALSE
141.667941,R,79.7,FALSE
141.66848,U,62.95,FALSE
141.685262,L,77.99,FALSE
141.734785,L,77.99,FALSE
141.716937,R,79.57,FALSE
141.717827,U,50.2,FALSE
141.765885,R,77.05,FALSE
141.767248,U,40.02,TRUE
141.783288,L,42.3,TRUE
141.833847,L,77.99,FALSE
141.814876,R,77.02,FALSE
141.817854,U,70.66,FALSE
141.883376,L,77.99,FALSE
141.863867,R,77.05,FALSE
141.86757,U,70.64,FALSE
141.912935,R,79.61,FALSE
141.91729,U,70.62,FALSE
141.93291,L,77.9,FALSE
141.962005,R,82.18,FALSE
141.967035,U,70.64,FALSE
141.982442,L,77.88,FALSE
142.011004,R,82.25,FALSE
142.016754,U,70.64,FALSE
142.031972,L,77.92,FALSE
142.06,R,82.08,FALSE
142.066474,U,70.62,FALSE
142.081504,L,77.88,FALSE
142.109016,R,82.17,FALSE
142.116195,U,70.76,FALSE
142.131105,L,80.59,FALSE
142.180637,L,80.54,FALSE
142.158014,R,82.06,FALSE
142.165912,U,70.64,FALSE
142.20701,R,82.08,FALSE
142.215633,U,70.64,FALSE
142.230174,L,80.44,FALSE
142.279701,L,80.53,FALSE
142.256032,R,82.13,FALSE
142.265427,U,73.18,FALSE
142.329232,L,80.54,FALSE
142.304955,R,79.56,FALSE
142.315145,U,73.18,FALSE
142.353953,R,79.61,FALSE
142.364864,U,73.2,FALSE
142.378766,L,80.44,FALSE
142.402944,R,79.61,FALSE
142.42837,L,83.08,FALSE
142.414659,U,75.62,FALSE
142.451869,R,77.05,FALSE
142.46445,U,78.18,FALSE
142.477908,L,83.15,FALSE
142.500862,R,77.14,FALSE
142.527461,L,83.1,FALSE
142.549855,R,77.14,FALSE
142.563884,U,78.35,FALSE
142.563812,U,75.86,FALSE
142.576993,L,83.15,FALSE
142.62655,L,83.08,FALSE
142.598854,R,77.05,FALSE
142.613524,U,75.74,FALSE
142.647853,R,77.05,FALSE
142.663242,U,75.74,FALSE
142.676086,L,82.98,FALSE
142.696846,R,77.09,FALSE
142.725619,L,83.08,FALSE
142.713037,U,78.19,FALSE
142.745847,R,77.05,FALSE
142.762753,U,78.28,FALSE
142.775151,L,83.13,FALSE
142.794845,R,77.1,FALSE
142.824605,L,80.53,FALSE
142.812472,U,78.21,FALSE
142.874134,L,80.54,FALSE
142.843842,R,77.22,FALSE
142.862218,U,78.24,FALSE
142.892838,R,77.05,FALSE
142.923668,L,80.56,FALSE
142.941831,R,77.12,FALSE
142.911941,U,78.3,FALSE
142.973199,L,80.4,FALSE
142.961653,U,78.19,FALSE
142.990904,R,79.76,FALSE
143.011447,U,80.73,FALSE
143.02273,L,80.44,FALSE
143.039823,R,77.14,FALSE
143.061165,U,80.85,FALSE
143.072484,L,88.02,FALSE
143.08882,R,77.16,FALSE
143.110886,U,80.75,FALSE
143.121869,L,83.1,FALSE
143.171326,L,80.53,FALSE
143.137674,R,72.21,FALSE
143.160529,U,78.28,FALSE
143.186817,R,77.05,FALSE
143.210248,U,78.3,FALSE
143.22086,L,80.44,FALSE
143.235818,R,77.07,FALSE
143.270394,L,80.61,FALSE
143.259971,U,78.19,FALSE
143.284812,R,77.17,FALSE
143.309694,U,78.3,FALSE
143.319925,L,80.63,FALSE
143.333807,R,77.21,FALSE
143.369456,L,80.53,FALSE
143.382799,R,77.16,FALSE
143.359416,U,78.24,FALSE
143.419014,L,80.53,FALSE
143.409211,U,80.72,FALSE
143.431799,R,77.05,FALSE
143.468548,L,80.54,FALSE
143.480794,R,77.16,FALSE
143.458933,U,80.89,FALSE
143.518156,L,83.07,FALSE
143.52979,R,77.16,FALSE
143.508656,U,80.77,FALSE
143.558377,U,80.68,FALSE
143.56769,L,83.22,FALSE
143.578783,R,77.16,FALSE
143.608092,U,80.78,FALSE
143.617221,L,83.13,FALSE
143.627783,R,77.07,FALSE
143.666752,L,83.07,FALSE
143.657889,U,83.57,FALSE
143.676777,R,77.09,FALSE
143.716285,L,83.08,FALSE
143.707604,U,83.24,FALSE
143.725772,R,77.26,FALSE
143.757345,U,83.39,FALSE
143.765817,L,83.19,FALSE
143.773744,R,41.96,TRUE
143.815348,L,83.08,FALSE
143.822207,R,23.5,TRUE
143.807069,U,83.43,FALSE
143.86488,L,83.05,FALSE
143.871735,R,26.02,TRUE
143.856814,U,83.29,FALSE
143.906534,U,83.34,FALSE
143.914414,L,83.1,FALSE
143.920951,R,33.56,TRUE
143.96394,L,83.07,FALSE
143.970261,R,44.46,TRUE
143.956255,U,83.27,FALSE
144.013473,L,83.07,FALSE
144.02013,R,74.7,FALSE
144.005977,U,83.34,FALSE
144.063079,L,85.61,FALSE
144.055702,U,83.29,FALSE
144.068761,R,62.16,FALSE
144.11261,L,85.61,FALSE
144.105422,U,83.51,FALSE
144.118191,R,77.19,FALSE
144.162141,L,85.61,FALSE
144.167259,R,79.66,FALSE
144.155217,U,85.83,FALSE
144.204938,U,85.81,FALSE
144.211668,L,85.62,FALSE
144.218507,R,157.51,FALSE
144.261274,L,88.16,FALSE
144.267502,R,157.59,FALSE
144.254653,U,85.85,FALSE
144.310803,L,88.15,FALSE
144.30437,U,85.83,FALSE
144.316573,R,160.22,FALSE
144.360407,L,90.7,FALSE
144.365567,R,160.12,FALSE
144.354194,U,88.37,FALSE
144.410012,L,93.24,FALSE
144.414638,R,162.69,FALSE
144.403914,U,88.37,FALSE
144.459622,L,95.73,FALSE
144.463707,R,165.11,FALSE
144.453636,U,88.51,FALSE
144.509225,L,98.32,FALSE
144.512779,R,167.67,FALSE
144.503382,U,88.37,FALSE
144.558762,L,98.24,FALSE
144.553098,U,88.44,FALSE
144.610851,R,170.28,FALSE
144.602816,U,88.49,FALSE
144.608294,L,98.39,FALSE
144.610923,R,172.78,FALSE
144.657898,L,100.86,FALSE
144.652538,U,88.41,FALSE
144.659989,R,175.22,FALSE
144.707501,L,103.39,FALSE
144.702258,U,88.41,FALSE
144.760299,R,255.66,FALSE
144.751979,U,88.42,FALSE
144.757107,L,106.03,FALSE
144.76088,R,275.74,FALSE
144.806707,L,108.5,FALSE
144.809945,R,278.24,FALSE
144.801776,U,90.91,FALSE
144.856535,L,118.66,FALSE
144.852758,R,64.64,FALSE
144.851495,U,90.93,FALSE
144.906137,L,121.17,FALSE
144.90212,R,77,FALSE
144.90122,U,91.03,FALSE
144.955664,L,121.19,FALSE
144.951473,R,89.7,FALSE
144.950937,U,90.96,FALSE
145.005191,L,121.22,FALSE
145.000832,R,102.26,FALSE
145.000654,U,91.03,FALSE
145.054722,L,121.1,FALSE
145.050194,R,114.84,FALSE
145.050375,U,91.03,FALSE
145.104253,L,121.17,FALSE
145.099551,R,127.34,FALSE
145.100121,U,91.08,FALSE
145.148984,R,142.42,FALSE
145.149839,U,91.01,FALSE
145.153707,L,118.73,FALSE
145.20316,L,116.11,FALSE
145.198341,R,154.99,FALSE
145.199554,U,91.01,FALSE
145.252691,L,116.12,FALSE
145.247698,R,167.58,FALSE
145.249275,U,91.03,FALSE
145.3006,L,60.19,FALSE
145.297058,R,180.13,FALSE
145.299068,U,93.68,FALSE
145.351677,L,113.58,FALSE
145.346417,R,192.71,FALSE
145.348787,U,93.54,FALSE
145.401205,L,113.58,FALSE
145.395773,R,205.27,FALSE
145.398508,U,93.54,FALSE
145.45074,L,113.55,FALSE
145.445131,R,217.87,FALSE
145.448231,U,93.57,FALSE
145.500126,L,108.48,FALSE
145.494416,R,227.89,FALSE
145.497875,U,91.01,FALSE
145.548702,L,75.46,FALSE
145.543777,R,240.44,FALSE
145.547595,U,91.15,FALSE
145.598235,L,75.44,FALSE
145.593135,R,253.07,FALSE
145.597307,U,91.03,FALSE
145.647836,L,77.99,FALSE
145.642277,R,258.04,FALSE
145.646953,U,88.35,FALSE
145.697438,L,80.51,FALSE
145.691415,R,263.06,FALSE
145.696668,U,88.49,FALSE
145.747037,L,83.07,FALSE
145.741134,R,288.2,FALSE
145.746392,U,88.47,FALSE
145.796636,L,85.62,FALSE
145.789618,R,270.68,FALSE
145.796118,U,88.39,FALSE
145.846237,L,88.16,FALSE
145.835266,R,154.99,FALSE
145.845764,U,85.93,FALSE
145.884187,R,152.51,FALSE
145.895843,L,90.7,FALSE
145.89549,U,86.18,FALSE
145.945521,L,95.78,FALSE
145.933185,R,152.65,FALSE
145.945201,U,85.95,FALSE
145.995054,L,95.78,FALSE
145.982107,R,150.03,FALSE
145.994921,U,85.95,FALSE
146.031101,R,149.97,FALSE
146.044586,L,95.68,FALSE
146.04464,U,85.93,FALSE
146.080098,R,150.16,FALSE
146.094038,L,93.3,FALSE
146.094359,U,85.97,FALSE
146.143569,L,93.26,FALSE
146.12909,R,149.99,FALSE
146.144007,U,83.38,FALSE
146.178012,R,147.43,FALSE
146.193106,L,93.12,FALSE
146.193579,U,78.3,FALSE
146.242557,L,90.7,FALSE
146.227001,R,147.42,FALSE
146.243225,U,75.74,FALSE
146.292088,L,90.7,FALSE
146.275992,R,147.42,FALSE
146.293241,U,85.95,FALSE
146.324985,R,147.5,FALSE
146.341621,L,90.58,FALSE
146.342448,U,68,FALSE
146.39115,L,90.7,FALSE
146.373982,R,147.64,FALSE
146.39209,U,65.51,FALSE
146.422978,R,147.52,FALSE
146.440685,L,90.74,FALSE
146.471972,R,147.54,FALSE
146.442403,U,85.97,FALSE
146.490286,L,93.14,FALSE
146.491387,U,60.45,FALSE
146.521114,R,152.67,FALSE
146.539817,L,93.16,FALSE
146.541033,U,57.85,FALSE
146.570033,R,149.96,FALSE
146.58937,L,93.28,FALSE
146.619458,R,165.13,FALSE
146.590684,U,55.23,FALSE
146.638979,L,95.73,FALSE
146.640329,U,52.77,FALSE
146.688507,L,95.78,FALSE
146.66809,R,152.45,FALSE
146.6899,U,47.69,TRUE
146.717083,R,152.46,FALSE
146.738038,L,95.73,FALSE
146.739544,U,45.12,TRUE
146.766076,R,152.46,FALSE
146.787641,L,98.25,FALSE
146.789119,U,40,TRUE
146.837171,L,98.32,FALSE
146.815143,R,155.16,FALSE
146.840095,U,83.38,FALSE
146.864069,R,152.57,FALSE
146.886778,L,100.78,FALSE
146.912912,R,147.55,FALSE
146.888707,U,45.12,TRUE
146.93638,L,103.35,FALSE
146.961834,R,145.03,FALSE
146.93843,U,45.07,TRUE
146.985909,L,103.32,FALSE
146.988104,U,42.47,TRUE
147.010758,R,142.41,FALSE
147.03551,L,105.98,FALSE
147.03782,U,42.65,TRUE
147.059678,R,139.92,FALSE
147.08511,L,108.48,FALSE
147.087465,U,39.9,TRUE
147.108529,R,134.94,FALSE
147.134716,L,110.96,FALSE
147.138288,U,78.26,FALSE
147.184244,L,111.02,FALSE
147.157532,R,135.06,FALSE
147.188007,U,78.28,FALSE
147.206312,R,127.44,FALSE
147.233928,L,116,FALSE
147.255225,R,124.92,FALSE
147.236616,U,40.02,TRUE
147.283458,L,115.93,FALSE
147.28737,U,75.74,FALSE
147.304148,R,122.29,FALSE
147.333062,L,118.58,FALSE
147.353142,R,122.41,FALSE
147.337094,U,75.67,FALSE
147.382593,L,118.61,FALSE
147.402139,R,122.43,FALSE
147.386737,U,73.15,FALSE
147.432202,L,121.08,FALSE
147.436533,U,75.81,FALSE
147.481732,L,121.2,FALSE
147.451139,R,122.5,FALSE
147.486176,U,73.2,FALSE
147.531263,L,121.19,FALSE
147.500139,R,122.46,FALSE
147.535897,U,73.2,FALSE
147.549131,R,122.29,FALSE
147.580721,L,118.59,FALSE
147.598051,R,119.87,FALSE
147.585474,U,67.93,FALSE
147.63025,L,118.58,FALSE
147.646975,R,117.37,FALSE
147.63519,U,68.07,FALSE
147.679778,L,118.56,FALSE
147.69597,R,117.3,FALSE
147.684909,U,68.14,FALSE
147.72941,L,121.1,FALSE
147.744888,R,114.86,FALSE
147.734629,U,68.03,FALSE
147.779081,L,126.2,FALSE
147.78435,U,68,FALSE
147.793811,R,112.44,FALSE
147.828682,L,128.82,FALSE
147.8428,R,112.34,FALSE
147.834069,U,67.98,FALSE
147.878288,L,131.29,FALSE
147.891726,R,109.83,FALSE
147.883932,U,73.18,FALSE
147.927894,L,133.8,FALSE
147.933725,U,75.72,FALSE
147.940726,R,109.94,FALSE
147.977422,L,133.94,FALSE
147.987368,R,28.53,TRUE
147.983445,U,75.57,FALSE
148.026987,L,133.78,FALSE
148.036838,R,33.56,TRUE
148.033161,U,75.72,FALSE
148.076519,L,133.8,FALSE
148.086151,R,44.36,TRUE
148.082955,U,78.3,FALSE
148.12608,L,133.8,FALSE
148.135873,R,69.62,FALSE
148.132675,U,78.23,FALSE
148.175685,L,136.34,FALSE
148.184071,R,41.96,TRUE
148.182394,U,78.28,FALSE
148.225288,L,138.86,FALSE
148.23343,R,54.5,FALSE
148.232111,U,78.26,FALSE
148.27482,L,138.91,FALSE
148.28272,R,64.56,FALSE
148.281832,U,78.18,FALSE
148.324501,L,144.06,FALSE
148.33208,R,77.14,FALSE
148.331546,U,78.3,FALSE
148.37403,L,144.01,FALSE
148.381436,R,89.72,FALSE
