time,r00,r01,r02,r10,r11,r12,r20,r21,r22
5.045301055908203125e+01,9.965766072273254395e-01,1.367579214274883270e-03,8.266600966453552246e-02,2.910383045673370361e-10,9.998634457588195801e-01,-1.654117368161678314e-02,-8.267731964588165283e-02,1.648454181849956512e-02,9.964402914047241211e-01
5.049134826660156250e+01,9.965421557426452637e-01,7.818102021701633930e-04,8.308628201484680176e-02,2.328306436538696289e-10,9.999558329582214355e-01,-9.409205056726932526e-03,-8.308996260166168213e-02,9.376668371260166168e-03,9.964980483055114746e-01
5.052967071533203125e+01,9.962142705917358398e-01,1.099082524888217449e-03,8.692208677530288696e-02,-9.313225746154785156e-10,9.999198913574218750e-01,-1.264343317598104477e-02,-8.692903071641921997e-02,1.259557064622640610e-02,9.961346983909606934e-01
5.054394531250000000e+01,9.960889816284179688e-01,1.345662632957100868e-03,8.834539353847503662e-02,5.820766091346740723e-11,9.998840093612670898e-01,-1.523007079958915710e-02,-8.835564553737640381e-02,1.517050527036190033e-02,9.959734678268432617e-01
5.055939865112304688e+01,9.960008263587951660e-01,1.608205493539571762e-03,8.933193981647491455e-02,4.074536263942718506e-10,9.998381733894348145e-01,-1.799966953694820404e-02,-8.934640884399414062e-02,1.792768202722072601e-02,9.958394169807434082e-01
5.059778213500976562e+01,9.965358972549438477e-01,2.395475283265113831e-03,8.312458544969558716e-02,-1.164153218269348145e-10,9.995846152305603027e-01,-2.880592085421085358e-02,-8.315909653902053833e-02,2.870614640414714813e-02,9.961223602294921875e-01
5.063613510131835938e+01,9.979287385940551758e-01,2.155614551156759262e-03,6.429268419742584229e-02,2.328306436538696289e-10,9.994384050369262695e-01,-3.350932523608207703e-02,-6.432880461215972900e-02,3.343991562724113464e-02,9.973683357238769531e-01
5.065041732788085938e+01,9.983937740325927734e-01,1.931118778884410858e-03,5.663177371025085449e-02,4.074536263942718506e-10,9.994196295738220215e-01,-3.407976776361465454e-02,-5.666469037532806396e-02,3.402501344680786133e-02,9.978138208389282227e-01
5.066565322875976562e+01,9.987888932228088379e-01,1.681620487943291664e-03,4.917601123452186584e-02,5.820766091346740723e-11,9.994159936904907227e-01,-3.417598083615303040e-02,-4.920475557446479797e-02,3.413458541035652161e-02,9.982054233551025391e-01
5.071460342407226562e+01,9.988467097282409668e-01,1.426942297257483006e-03,4.799914360046386719e-02,3.492459654808044434e-10,9.995587468147277832e-01,-2.971537970006465912e-02,-4.802034795284271240e-02,2.968109957873821259e-02,9.984055757522583008e-01
5.075309371948242188e+01,9.985474944114685059e-01,1.449671224690973759e-03,5.386167392134666443e-02,5.820766091346740723e-10,9.996381402015686035e-01,-2.690497785806655884e-02,-5.388117954134941101e-02,2.686589583754539490e-02,9.981859922409057617e-01
5.076723480224609375e+01,9.983727335929870605e-01,1.531094312667846680e-03,5.700899288058280945e-02,1.164153218269348145e-10,9.996397495269775391e-01,-2.684739045798778534e-02,-5.702954903244972229e-02,2.680369652807712555e-02,9.980128407478332520e-01
5.078253173828125000e+01,9.981452822685241699e-01,1.653743325732648373e-03,6.086068972945213318e-02,1.164153218269348145e-10,9.996314048767089844e-01,-2.716258354485034943e-02,-6.088315322995185852e-02,2.711219526827335358e-02,9.977769851684570312e-01
5.082098770141601562e+01,9.974045157432556152e-01,1.890473533421754837e-03,7.197402417659759521e-02,1.746229827404022217e-10,9.996550083160400391e-01,-2.625699713826179504e-02,-7.199884951114654541e-02,2.618885412812232971e-02,9.970606565475463867e-01
5.085939025878906250e+01,9.973087310791015625e-01,1.830393914133310318e-03,7.329873740673065186e-02,-5.238689482212066650e-10,9.996886849403381348e-01,-2.496391534805297852e-02,-7.332158088684082031e-02,2.489672228693962097e-02,9.969978928565979004e-01
5.087352752685546875e+01,9.973503947257995605e-01,1.780151855200529099e-03,7.272481173276901245e-02,5.820766091346740723e-11,9.997004866600036621e-01,-2.447058819234371185e-02,-7.274659723043441772e-02,2.440575323998928070e-02,9.970517754554748535e-01
5.088896942138671875e+01,9.974992871284484863e-01,1.708003692328929901e-03,7.065846771001815796e-02,-1.746229827404022217e-10,9.997081756591796875e-01,-2.416561171412467957e-02,-7.067910581827163696e-02,2.410517632961273193e-02,9.972079992294311523e-01
5.092729949951171875e+01,9.976779222488403320e-01,1.655024010688066483e-03,6.809076666831970215e-02,-2.910383045673370361e-10,9.997048974037170410e-01,-2.429896406829357147e-02,-6.811088323593139648e-02,2.424253709614276886e-02,9.973833560943603516e-01
5.096565246582031250e+01,9.977245330810546875e-01,1.725660637021064758e-03,6.740022450685501099e-02,1.746229827404022217e-10,9.996724128723144531e-01,-2.559480443596839905e-02,-6.742230802774429321e-02,2.553656324744224548e-02,9.973976612091064453e-01
5.097979736328125000e+01,9.977183938026428223e-01,1.739558414556086063e-03,6.749808788299560547e-02,-1.164153218269348145e-10,9.996685385704040527e-01,-2.576341666281223297e-02,-6.752049922943115234e-02,2.570462040603160858e-02,9.973871707916259766e-01
5.099530029296875000e+01,9.976478815078735352e-01,1.724722911603748798e-03,6.853063404560089111e-02,0.000000000000000000e+00,9.996838569641113281e-01,-2.515922114253044128e-02,-6.855233013629913330e-02,2.510003373026847839e-02,9.973320960998535156e-01
5.104416275024414062e+01,9.968438148498535156e-01,1.556397182866930962e-03,7.937516272068023682e-02,3.074342967011034489e-04,9.997248649597167969e-01,-2.346367388963699341e-02,-7.938982546329498291e-02,2.341401576995849609e-02,9.965688586235046387e-01
5.108258438110351562e+01,9.961085915565490723e-01,-9.251310257241129875e-04,8.812797814607620239e-02,3.169312141835689545e-03,9.996740221977233887e-01,-2.532850578427314758e-02,-8.807582408189773560e-02,2.550924941897392273e-02,9.957869648933410645e-01
5.109690093994140625e+01,9.960486292839050293e-01,-1.702160341665148735e-03,8.879631012678146362e-02,4.098846577107906342e-03,9.996322989463806152e-01,-2.681548334658145905e-02,-8.871798962354660034e-02,2.707348205149173737e-02,9.956890940666198730e-01
5.111214447021484375e+01,9.961350560188293457e-01,-1.965533243492245674e-03,8.781109750270843506e-02,4.512814804911613464e-03,9.995743036270141602e-01,-2.881955541670322418e-02,-8.771708607673645020e-02,2.910445071756839752e-02,9.957200288772583008e-01
5.115055084228515625e+01,9.961051940917968750e-01,-2.743911463767290115e-03,8.813261985778808594e-02,5.911089014261960983e-03,9.993454217910766602e-01,-3.569564223289489746e-02,-8.797696232795715332e-02,3.607756644487380981e-02,9.954691529273986816e-01
5.118890380859375000e+01,9.949899315834045410e-01,-9.127773344516754150e-03,9.956100583076477051e-02,1.306268386542797089e-02,9.991564154624938965e-01,-3.894260525703430176e-02,-9.912152588367462158e-02,4.004801809787750244e-02,9.942694902420043945e-01
5.120318222045898438e+01,9.946662783622741699e-01,-1.103176549077033997e-02,1.025539636611938477e-01,1.521673798561096191e-02,9.990792274475097656e-01,-4.011515155434608459e-02,-1.020169854164123535e-01,4.146172478795051575e-02,9.939182400703430176e-01
5.121844863891601562e+01,9.947100281715393066e-01,-1.198253314942121506e-02,1.020225659012794495e-01,1.633468642830848694e-02,9.989870786666870117e-01,-4.193073511123657227e-02,-1.014167740941047668e-01,4.337542504072189331e-02,9.938980937004089355e-01
5.125684738159179688e+01,9.952355027198791504e-01,-1.697318442165851593e-02,9.601182490587234497e-02,2.147763036191463470e-02,9.987069368362426758e-01,-4.607832804322242737e-02,-9.510558098554611206e-02,4.792089387774467468e-02,9.943131208419799805e-01
5.129525375366210938e+01,9.959592223167419434e-01,-2.143208868801593781e-02,8.721259236335754395e-02,2.564479969441890717e-02,9.985432624816894531e-01,-4.747370257973670959e-02,-8.606807887554168701e-02,4.951841756701469421e-02,9.950579404830932617e-01
5.130941772460937500e+01,9.962658286094665527e-01,-2.261705696582794189e-02,8.332421630620956421e-02,2.668352052569389343e-02,9.984900951385498047e-01,-4.801691323518753052e-02,-8.211239427328109741e-02,5.006099492311477661e-02,9.953650236129760742e-01
5.133544540405273438e+01,9.968553781509399414e-01,-2.414271235466003418e-02,7.547785341739654541e-02,2.781682834029197693e-02,9.984595179557800293e-01,-4.801185429096221924e-02,-7.420243322849273682e-02,4.996041953563690186e-02,9.959911108016967773e-01
5.137381362915039062e+01,9.965444803237915039e-01,-2.536342479288578033e-02,7.909161597490310669e-02,2.877573110163211823e-02,9.986900687217712402e-01,-4.230658710002899170e-02,-7.791497558355331421e-02,4.443632066249847412e-02,9.959690570831298828e-01
5.141212463378906250e+01,9.958261251449584961e-01,-2.537291869521141052e-02,8.767104148864746094e-02,2.870243042707443237e-02,9.989055395126342773e-01,-3.692759945988655090e-02,-8.663813769817352295e-02,3.928984329104423523e-02,9.954646229743957520e-01
5.142626953125000000e+01,9.956071972846984863e-01,-2.497435733675956726e-02,9.023600071668624878e-02,2.825421094894409180e-02,9.989788532257080078e-01,-3.525465354323387146e-02,-8.926340192556381226e-02,3.764933720231056213e-02,9.952961802482604980e-01
5.144178390502929688e+01,9.954227209091186523e-01,-2.413781359791755676e-02,9.247050434350967407e-02,2.732900902628898621e-02,9.990682005882263184e-01,-3.340087085962295532e-02,-9.157813340425491333e-02,3.577511757612228394e-02,9.951549172401428223e-01
5.147994995117187500e+01,9.953219294548034668e-01,-2.003636769950389862e-02,9.451507776975631714e-02,2.290895022451877594e-02,9.993051290512084961e-01,-2.940625697374343872e-02,-9.386018663644790649e-02,3.143392875790596008e-02,9.950891733169555664e-01
5.151834487915039062e+01,9.952344298362731934e-01,-1.497801020741462708e-02,9.635408222675323486e-02,1.753323897719383240e-02,9.995152354240417480e-01,-2.572733908891677856e-02,-9.592202305793762207e-02,2.729413285851478577e-02,9.950145483016967773e-01
5.153264236450195312e+01,9.952290654182434082e-01,-1.320257410407066345e-02,9.667163342237472534e-02,1.566265895962715149e-02,9.995716810226440430e-01,-2.473334968090057373e-02,-9.630364924669265747e-02,2.612947672605514526e-02,9.950093030929565430e-01
5.154804611206054688e+01,9.952748417854309082e-01,-1.114674005657434464e-02,9.645851701498031616e-02,1.350629609078168869e-02,9.996246695518493652e-01,-2.384361624717712402e-02,-9.615651518106460571e-02,2.503374218940734863e-02,9.950516223907470703e-01
5.158641815185546875e+01,9.961302280426025391e-01,-2.833936130627989769e-03,8.784043788909912109e-02,4.578892607241868973e-03,9.997957944869995117e-01,-1.966994255781173706e-02,-8.776678144931793213e-02,1.999604329466819763e-02,9.959400296211242676e-01
5.162472534179687500e+01,9.964756369590759277e-01,5.895928014069795609e-03,8.367651700973510742e-02,-4.465974401682615280e-03,9.998410344123840332e-01,-1.726596988737583160e-02,-8.376501500606536865e-02,1.683141849935054779e-02,9.963434934616088867e-01
5.163904190063476562e+01,9.965002536773681641e-01,8.827650919556617737e-03,8.312283456325531006e-02,-7.451439741998910904e-03,9.998302459716796875e-01,-1.685205847024917603e-02,-8.325748145580291748e-02,1.617369428277015686e-02,9.963968396186828613e-01
5.165430450439453125e+01,9.964140653610229492e-01,1.173746958374977112e-02,8.379619568586349487e-02,-1.036900095641613007e-02,9.998062849044799805e-01,-1.674749143421649933e-02,-8.397651463747024536e-02,1.581854932010173798e-02,9.963424801826477051e-01
5.169271850585937500e+01,9.966161251068115234e-01,1.980582624673843384e-02,7.977799326181411743e-02,-1.847356185317039490e-02,9.996781349182128906e-01,-1.740331947803497314e-02,-8.009698241949081421e-02,1.587064191699028015e-02,9.966609477996826172e-01
5.173103332519531250e+01,9.971531629562377930e-01,2.807958051562309265e-02,6.998136639595031738e-02,-2.657757326960563660e-02,9.993981122970581055e-01,-2.230258658528327942e-02,-7.056547701358795166e-02,2.037915587425231934e-02,9.972991347312927246e-01
5.174531173706054688e+01,9.973095059394836426e-01,3.122153691947460175e-02,6.632428616285324097e-02,-2.968523092567920685e-02,9.992704987525939941e-01,-2.402437292039394379e-02,-6.702598184347152710e-02,2.199088595807552338e-02,9.975088238716125488e-01
5.176058959960937500e+01,9.974220991134643555e-01,3.437851741909980774e-02,6.298661977052688599e-02,-3.284836933016777039e-02,9.991434216499328613e-01,-2.517008595168590546e-02,-6.379797309637069702e-02,2.303619123995304108e-02,9.976969957351684570e-01
5.180951690673828125e+01,9.972552657127380371e-01,4.485559090971946716e-02,5.890535563230514526e-02,-4.318783804774284363e-02,9.986375570297241211e-01,-2.928735688328742981e-02,-6.013880670070648193e-02,2.666297554969787598e-02,9.978338479995727539e-01
5.184798812866210938e+01,9.965473413467407227e-01,5.339783057570457458e-02,6.357777863740921021e-02,-5.162561312317848206e-02,9.982395768165588379e-01,-2.919979766011238098e-02,-6.502505391836166382e-02,2.581673860549926758e-02,9.975496530532836914e-01
5.186213684082031250e+01,9.961765408515930176e-01,5.596543475985527039e-02,6.708499789237976074e-02,-5.411194637417793274e-02,9.981098175048828125e-01,-2.913612872362136841e-02,-6.858880817890167236e-02,2.539462596178054810e-02,9.973219037055969238e-01
5.187737274169921875e+01,9.957016706466674805e-01,5.868416279554367065e-02,7.165534794330596924e-02,-5.671246349811553955e-02,9.979620575904846191e-01,-2.924940548837184906e-02,-7.322579622268676758e-02,2.505992911756038666e-02,9.970005750656127930e-01
5.191585159301757812e+01,9.944248199462890625e-01,6.552490592002868652e-02,8.262428641319274902e-02,-6.319324672222137451e-02,9.975347518920898438e-01,-3.052905015647411346e-02,-8.442096412181854248e-02,2.513753436505794525e-02,9.961135387420654297e-01
5.195425415039062500e+01,9.936115741729736328e-01,7.024452835321426392e-02,8.832524716854095459e-02,-6.781133264303207397e-02,9.972390532493591309e-01,-3.025705181062221527e-02,-9.020680189132690430e-02,2.407431043684482574e-02,9.956318140029907227e-01
5.196839904785156250e+01,9.933798909187316895e-01,7.182866334915161133e-02,8.965012431144714355e-02,-6.934678554534912109e-02,9.971262216567993164e-01,-3.050246834754943848e-02,-9.158343076705932617e-02,2.408359199762344360e-02,9.955061674118041992e-01
5.198382949829101562e+01,9.932774901390075684e-01,7.388222962617874146e-02,8.911569416522979736e-02,-7.134535163640975952e-02,9.969597458839416504e-01,-3.132866322994232178e-02,-9.115937352180480957e-02,2.476006001234054565e-02,9.955286383628845215e-01
5.198465728759765625e+01,9.932719469070434570e-01,7.399240136146545410e-02,8.908696472644805908e-02,-7.145258784294128418e-02,9.969507455825805664e-01,-3.137296438217163086e-02,-9.113664925098419189e-02,2.479638159275054932e-02,9.955298900604248047e-01
5.198525619506835938e+01,9.932677745819091797e-01,7.407196611166000366e-02,8.906621485948562622e-02,-7.153003662824630737e-02,9.969440698623657227e-01,-3.140495717525482178e-02,-9.112025052309036255e-02,2.482261694967746735e-02,9.955306649208068848e-01
5.202330780029296875e+01,9.934454560279846191e-01,7.850638031959533691e-02,8.308795839548110962e-02,-7.612410187721252441e-02,9.966020584106445312e-01,-3.146646916866302490e-02,-8.527592569589614868e-02,2.493521571159362793e-02,9.960456490516662598e-01
5.206166839599609375e+01,9.934761524200439453e-01,8.297217637300491333e-02,7.823779433965682983e-02,-8.053303509950637817e-02,9.961776137351989746e-01,-3.383763879537582397e-02,-8.074630051851272583e-02,2.731615304946899414e-02,9.963605403900146484e-01
5.207581329345703125e+01,9.934563636779785156e-01,8.485620468854904175e-02,7.644854485988616943e-02,-8.237772434949874878e-02,9.959860444068908691e-01,-3.501610830426216125e-02,-7.911300659179687500e-02,2.848931029438972473e-02,9.964587092399597168e-01
5.209131240844726562e+01,9.934395551681518555e-01,8.705581724643707275e-02,7.415434718132019043e-02,-8.453798294067382812e-02,9.957532882690429688e-01,-3.644760698080062866e-02,-7.701241970062255859e-02,2.993964217603206635e-02,9.965803623199462891e-01
5.212966918945312500e+01,9.932891130447387695e-01,9.620194137096405029e-02,6.420315057039260864e-02,-9.381783008575439453e-02,9.948183298110961914e-01,-3.917601704597473145e-02,-6.763928383588790894e-02,3.288970887660980225e-02,9.971676468849182129e-01
5.213036727905273438e+01,9.932847619056701660e-01,9.636755287647247314e-02,6.402231007814407349e-02,-9.398637712001800537e-02,9.948005676269531250e-01,-3.922466561198234558e-02,-6.746941059827804565e-02,3.294403478503227234e-02,9.971774220466613770e-01
5.213097381591796875e+01,9.932808876037597656e-01,9.651244431734085083e-02,6.386405974626541138e-02,-9.413386136293411255e-02,9.947849512100219727e-01,-3.926720470190048218e-02,-6.732077151536941528e-02,3.299158811569213867e-02,9.971858859062194824e-01
5.213162612915039062e+01,9.932767152786254883e-01,9.666708111763000488e-02,6.369514763355255127e-02,-9.429126977920532227e-02,9.947682619094848633e-01,-3.931257873773574829e-02,-6.716214120388031006e-02,3.304237127304077148e-02,9.971948862075805664e-01
5.213224792480468750e+01,9.932726621627807617e-01,9.681528806686401367e-02,6.353323906660079956e-02,-9.444215893745422363e-02,9.947522282600402832e-01,-3.935604542493820190e-02,-6.701009720563888550e-02,3.309106081724166870e-02,9.972035288810729980e-01
5.213300323486328125e+01,9.932677745819091797e-01,9.699512273073196411e-02,6.333675980567932129e-02,-9.462525695562362671e-02,9.947328567504882812e-01,-3.940875828266143799e-02,-6.682559847831726074e-02,3.315018117427825928e-02,9.972140789031982422e-01
5.213363265991210938e+01,9.932636022567749023e-01,9.714426845312118530e-02,6.317379325628280640e-02,-9.477711468935012817e-02,9.947167038917541504e-01,-3.945244476199150085e-02,-6.667258590459823608e-02,3.319923952221870422e-02,9.972227215766906738e-01
5.213426971435546875e+01,9.932588934898376465e-01,9.729621559381484985e-02,6.300769001245498657e-02,-9.493186324834823608e-02,9.946998357772827148e-01,-3.949693962931632996e-02,-6.651664525270462036e-02,3.324925526976585388e-02,9.972310662269592285e-01
5.213489913940429688e+01,9.932551383972167969e-01,9.744606912136077881e-02,6.284394860267639160e-02,-9.508447349071502686e-02,9.946840405464172363e-01,-3.954079747200012207e-02,-6.636293232440948486e-02,3.329859673976898193e-02,9.972401857376098633e-01
5.217296981811523438e+01,9.928715825080871582e-01,1.066017970442771912e-01,5.331702902913093567e-02,-1.044735535979270935e-01,9.936727881431579590e-01,-4.123411700129508972e-02,-5.737529322504997253e-02,3.536995127797126770e-02,9.977262616157531738e-01
5.218733978271484375e+01,9.926775693893432617e-01,1.103726923465728760e-01,4.908581078052520752e-02,-1.083834916353225708e-01,9.932427406311035156e-01,-4.149914905428886414e-02,-5.333448946475982666e-02,3.587517514824867249e-02,9.979321956634521484e-01
5.220259475708007812e+01,9.923609495162963867e-01,1.157579421997070312e-01,4.266035556793212891e-02,-1.139470487833023071e-01,9.925692081451416016e-01,-4.269015789031982422e-02,-4.728507995605468750e-02,3.750301897525787354e-02,9.981771707534790039e-01
5.224102401733398438e+01,9.906119108200073242e-01,1.333280205726623535e-01,3.019396960735321045e-02,-1.318814754486083984e-01,9.902118444442749023e-01,-4.569219052791595459e-02,-3.599047660827636719e-02,4.128120094537734985e-02,9.984991550445556641e-01
5.227934646606445312e+01,9.872745275497436523e-01,1.550416946411132812e-01,3.538285195827484131e-02,-1.531852781772613525e-01,9.869198203086853027e-01,-5.024408549070358276e-02,-4.270994663238525391e-02,4.418455064296722412e-02,9.981104731559753418e-01
5.229360961914062500e+01,9.857877492904663086e-01,1.636036038398742676e-01,3.816915303468704224e-02,-1.615554690361022949e-01,9.855087399482727051e-01,-5.170042067766189575e-02,-4.607439786195755005e-02,4.479919373989105225e-02,9.979332089424133301e-01
5.230885696411132812e+01,9.839970469474792480e-01,1.732805818319320679e-01,4.152275621891021729e-02,-1.710319966077804565e-01,9.838555455207824707e-01,-5.269565805792808533e-02,-4.998351633548736572e-02,4.475064203143119812e-02,9.977471828460693359e-01
5.230960083007812500e+01,9.839072823524475098e-01,1.737511456012725830e-01,4.168571159243583679e-02,-1.714927256107330322e-01,9.837727546691894531e-01,-5.274492502212524414e-02,-5.017374083399772644e-02,4.474730044603347778e-02,9.977378845214843750e-01
5.235841369628906250e+01,9.769427776336669922e-01,2.095406651496887207e-01,4.092994704842567444e-02,-2.072589993476867676e-01,9.768072962760925293e-01,-5.376663058996200562e-02,-5.124697461724281311e-02,4.404382407665252686e-02,9.977141618728637695e-01
5.239687347412109375e+01,9.703767895698547363e-01,2.389161288738250732e-01,3.588320314884185791e-02,-2.369223535060882568e-01,9.701234102249145508e-01,-5.223023891448974609e-02,-4.728978872299194336e-02,4.218148440122604370e-02,9.979900121688842773e-01
5.241101837158203125e+01,9.675940275192260742e-01,2.503465414047241211e-01,3.299794718623161316e-02,-2.484941035509109497e-01,9.672517180442810059e-01,-5.172206461429595947e-02,-4.486575350165367126e-02,4.184615612030029297e-02,9.981164336204528809e-01
5.242644500732421875e+01,9.644192457199096680e-01,2.628805041313171387e-01,2.811228856444358826e-02,-2.613489031791687012e-01,9.640132188796997070e-01,-4.874643683433532715e-02,-3.991508856415748596e-02,3.966486454010009766e-02,9.984159469604492188e-01
5.246477508544921875e+01,9.545973539352416992e-01,2.976933121681213379e-01,1.108265668153762817e-02,-2.971096634864807129e-01,9.541145563125610352e-01,-3.730307146906852722e-02,-2.167899534106254578e-02,3.231664374470710754e-02,9.992426633834838867e-01
5.250312042236328125e+01,9.419695138931274414e-01,3.356563150882720947e-01,-5.282983649522066116e-03,-3.356865942478179932e-01,9.416919946670532227e-01,-2.302861772477626801e-02,-2.754757646471261978e-03,2.346568740904331207e-02,9.997206330299377441e-01
5.251727294921875000e+01,9.366647005081176758e-01,3.501058518886566162e-01,-9.231904521584510803e-03,-3.502226769924163818e-01,9.364649057388305664e-01,-1.943293772637844086e-02,1.841769088059663773e-03,2.143536694347858429e-02,9.997685551643371582e-01
5.253276824951171875e+01,9.305365085601806641e-01,3.660080134868621826e-01,-1.182762160897254944e-02,-3.661619722843170166e-01,9.304166436195373535e-01,-1.582001335918903351e-02,5.214363802224397659e-03,1.905192621052265167e-02,9.998049139976501465e-01
5.257110977172851562e+01,9.141433835029602051e-01,4.053760170936584473e-01,-3.495628014206886292e-03,-4.053850173950195312e-01,9.140486717224121094e-01,-1.334539148956537247e-02,-2.214727923274040222e-03,1.361667644232511520e-02,9.999048709869384766e-01
5.261990737915039062e+01,8.900615572929382324e-01,4.556183815002441406e-01,1.423727348446846008e-02,-4.553413987159729004e-01,8.901143074035644531e-01,-1.900245621800422668e-02,-2.133066579699516296e-02,1.043053157627582550e-02,9.997182488441467285e-01
5.263429641723632812e+01,8.821677565574645996e-01,4.705406427383422852e-01,1.928020454943180084e-02,-4.701533913612365723e-01,8.823227882385253906e-01,-2.150351181626319885e-02,-2.712963707745075226e-02,9.905048646032810211e-03,9.995828866958618164e-01
5.264958572387695312e+01,8.736019730567932129e-01,4.859940707683563232e-01,2.508461847901344299e-02,-4.854979217052459717e-01,8.739222884178161621e-01,-2.348422631621360779e-02,-3.333520516753196716e-02,8.337337523698806763e-03,9.994093775749206543e-01
5.268805313110351562e+01,8.513730764389038086e-01,5.241233110427856445e-01,2.141978591680526733e-02,-5.237803459167480469e-01,8.516239523887634277e-01,-1.977092772722244263e-02,-2.860400453209877014e-02,5.613171495497226715e-03,9.995751380920410156e-01
5.272641372680664062e+01,8.249288201332092285e-01,5.652247071266174316e-01,-3.622653428465127945e-03,-5.652362704277038574e-01,8.249130249023437500e-01,-5.109674297273159027e-03,1.002603676170110703e-04,6.262773647904396057e-03,9.999802112579345703e-01
5.274070739746093750e+01,8.142354488372802734e-01,5.803772807121276855e-01,-1.352447923272848129e-02,-5.804087519645690918e-01,8.143231868743896484e-01,1.869493164122104645e-03,1.209830772131681442e-02,6.327518261969089508e-03,9.999067783355712891e-01
5.275596618652343750e+01,8.026463389396667480e-01,5.959108471870422363e-01,-2.549184300005435944e-02,-5.958657860755920410e-01,8.030202388763427734e-01,1.016092021018266678e-02,2.652545832097530365e-02,7.034092675894498825e-03,9.996237754821777344e-01
5.279439163208007812e+01,7.732624411582946777e-01,6.324943304061889648e-01,-4.489751532673835754e-02,-6.319254636764526367e-01,7.745336294174194336e-01,2.770479395985603333e-02,5.229776725172996521e-02,6.948806345462799072e-03,9.986071586608886719e-01
5.283276748657226562e+01,7.449285387992858887e-01,6.653239727020263672e-01,-4.924964904785156250e-02,-6.642582416534423828e-01,7.465413808822631836e-01,3.790808096528053284e-02,6.198805570602416992e-02,4.475675523281097412e-03,9.980669021606445312e-01
5.284691238403320312e+01,7.345553636550903320e-01,6.767772436141967773e-01,-4.900394380092620850e-02,-6.755641698837280273e-01,7.361809611320495605e-01,4.063397645950317383e-02,6.357590854167938232e-02,3.257410600781440735e-03,9.979719519615173340e-01
5.286216735839843750e+01,7.233295440673828125e-01,6.888105869293212891e-01,-4.831890016794204712e-02,-6.874724626541137695e-01,7.249384522438049316e-01,4.296691715717315674e-02,6.462427973747253418e-02,2.138677984476089478e-03,9.979075193405151367e-01
5.290066909790039062e+01,6.961203813552856445e-01,7.163104414939880371e-01,-4.812895879149436951e-02,-7.151780724525451660e-01,6.977556943893432617e-01,4.071702808141708374e-02,6.274826824665069580e-02,6.076829507946968079e-03,9.980112314224243164e-01
5.293904876708984375e+01,6.671789288520812988e-01,7.426519989967346191e-01,-5.779866501688957214e-02,-7.413329482078552246e-01,6.695662736892700195e-01,4.590065032243728638e-02,7.278823107481002808e-02,1.222411356866359711e-02,9.972727298736572266e-01
5.295318222045898438e+01,6.553997397422790527e-01,7.527227997779846191e-01,-6.212598830461502075e-02,-7.511729598045349121e-01,6.581937074661254883e-01,5.020290613174438477e-02,7.867980748414993286e-02,1.376439072191715240e-02,9.968049526214599609e-01
5.296857452392578125e+01,6.421815752983093262e-01,7.636483907699584961e-01,-6.666190922260284424e-02,-7.618205547332763672e-01,6.454473137855529785e-01,5.501865595579147339e-02,8.504165709018707275e-02,1.545244641602039337e-02,9.962574243545532227e-01
5.296924209594726562e+01,6.416015625000000000e-01,7.641192078590393066e-01,-6.685569882392883301e-02,-7.622788548469543457e-01,6.448884606361389160e-01,5.522878095507621765e-02,8.531582355499267578e-02,1.552781835198402405e-02,9.962332248687744141e-01
5.296987915039062500e+01,6.410500407218933105e-01,7.645654678344726562e-01,-6.703940778970718384e-02,-7.627131938934326172e-01,6.443571448326110840e-01,5.542830750346183777e-02,8.557590097188949585e-02,1.559952273964881897e-02,9.962093830108642578e-01
5.297052383422851562e+01,6.404917836189270020e-01,7.650172710418701172e-01,-6.722523272037506104e-02,-7.631528377532958984e-01,6.438193321228027344e-01,5.563043802976608276e-02,8.583913743495941162e-02,1.567229628562927246e-02,9.961858987808227539e-01
5.297113800048828125e+01,6.399571299552917480e-01,7.654488086700439453e-01,-6.740275770425796509e-02,-7.635728120803833008e-01,6.433043479919433594e-01,5.582383647561073303e-02,8.609076589345932007e-02,1.574205234646797180e-02,9.961630105972290039e-01
5.297188949584960938e+01,6.393047571182250977e-01,7.659744620323181152e-01,-6.761892884969711304e-02,-7.640841603279113770e-01,6.426759362220764160e-01,5.605973303318023682e-02,8.639738708734512329e-02,1.582730002701282501e-02,9.961348772048950195e-01
5.297248077392578125e+01,6.387929320335388184e-01,7.663887739181518555e-01,-6.776352226734161377e-02,-7.644886970520019531e-01,6.421805620193481445e-01,5.622526258230209351e-02,8.660681545734405518e-02,1.588814705610275269e-02,9.961159229278564453e-01
5.297310638427734375e+01,6.382527947425842285e-01,7.668250799179077148e-01,-6.791573762893676758e-02,-7.649145126342773438e-01,6.416577696800231934e-01,5.639979243278503418e-02,8.682744204998016357e-02,1.595240831375122070e-02,9.960955381393432617e-01
5.297372817993164062e+01,6.377152800559997559e-01,7.672590017318725586e-01,-6.806705892086029053e-02,-7.653380632400512695e-01,6.411375999450683594e-01,5.657356232404708862e-02,8.704690635204315186e-02,1.601649262011051178e-02,9.960756301879882812e-01
5.297436141967773438e+01,6.371649503707885742e-01,7.677021622657775879e-01,-6.822159886360168457e-02,-7.657704949378967285e-01,6.406049728393554688e-01,5.675129592418670654e-02,8.727118372917175293e-02,1.608215458691120148e-02,9.960547685623168945e-01
