time,height
57.417893,1073.225975
57.456275,1069.913429
57.485997,1066.651476
57.524297,1062.392161
57.562684,1058.123171
57.592397,1055.330836
57.630585,1051.782906
57.695090,1045.789944
57.724973,1048.410343
57.763330,1052.239664
57.801676,1056.067887
57.831398,1058.846394
57.869705,1062.412474
57.908075,1065.984419
57.953820,1070.397641
57.992134,1074.098909
58.030477,1077.802978
58.076438,1082.234149
58.114920,1085.943963
58.153298,1089.643752
58.183007,1088.208379
58.229236,1085.573096
58.267591,1083.386671
58.297206,1079.932697
58.335507,1075.320867
58.373881,1070.700246
58.403540,1069.979874
58.441807,1069.284012
58.480161,1068.586568
58.509902,1065.758869
58.548318,1061.923261
58.586578,1058.103229
58.616359,1057.242014
58.654659,1056.302491
58.704594,1055.077553
58.734344,1052.750065
58.772537,1049.625484
58.810926,1046.484868
58.852429,1047.068840
58.890903,1047.775784
58.929208,1048.479624
58.959005,1048.193965
58.997344,1047.759040
59.035690,1047.324036
59.065456,1048.579389
59.103708,1050.314931
59.142074,1052.055646
59.171812,1050.928310
59.210036,1049.280358
59.248457,1047.623914
59.278090,1043.622161
59.316301,1038.236977
59.354697,1032.825720
59.384351,1030.484605
59.422707,1027.608220
59.460983,1024.737836
59.490590,1025.201122
59.528921,1026.020240
59.574081,1026.985291
59.603745,1025.850145
59.656089,1023.660769
59.694543,1022.052365
59.722350,1021.059371
59.774905,1019.508333
59.813169,1018.379060
59.842927,1018.931663
59.886707,1019.877298
59.925025,1020.704956
59.954719,1018.135586
59.992997,1014.569758
60.031361,1010.995919
60.061017,1011.095532
60.099201,1011.442728
60.137536,1011.791297
60.167262,1006.907755
60.205449,1000.225820
60.243773,993.519914
60.273386,989.348650
60.311629,984.043925
60.349950,978.728380
60.379710,977.356184
60.417918,975.818068
60.469850,973.727474
60.499732,968.751670
60.538010,962.058851
60.576371,955.351520
60.606066,952.575247
60.644222,949.193258
