time,height
75.053721,1215.587093
75.083281,1218.218758
75.121576,1223.444181
75.159883,1228.671241
75.189469,1232.496026
75.227732,1237.126707
75.277481,1243.147451
75.307201,1246.518168
75.345506,1250.524969
75.383835,1254.534280
75.413386,1257.532553
75.451663,1261.278007
75.489944,1265.023852
75.519530,1269.391654
75.557834,1277.232105
75.596126,1285.070100
75.625681,1288.335217
75.663981,1288.422131
75.702281,1288.509045
75.731896,1290.263881
75.781915,1296.507196
75.820305,1301.298992
75.849932,1302.541313
75.900138,1299.871300
75.938507,1297.830793
75.966159,1296.360228
76.018614,1293.000037
76.056937,1290.531508
76.086557,1290.137286
76.124866,1291.878768
76.163210,1293.621841
76.192794,1292.964224
76.231090,1289.133579
76.269423,1285.299232
76.299038,1283.245169
76.337320,1281.939654
76.375633,1280.633082
76.405245,1280.437281
76.443556,1281.394795
76.481892,1282.352933
76.511530,1283.110449
76.563267,1284.466426
76.601682,1285.473246
76.631321,1286.389811
76.669626,1287.782347
76.707979,1289.176627
76.737571,1290.847043
76.775892,1293.895583
76.814223,1296.944919
76.843827,1297.702917
76.882123,1296.310053
76.920444,1294.916280
76.950036,1295.844659
76.988314,1300.023030
77.026639,1304.206531
77.056215,1305.309623
77.108261,1302.957074
77.146669,1301.220982
77.176124,1299.889577
77.228610,1297.865035
77.266925,1296.395467
77.296512,1294.255133
77.341382,1289.258790
77.379678,1284.994472
77.409268,1284.212363
77.447584,1286.941877
77.485915,1289.672459
77.515506,1292.793215
77.553823,1298.339586
77.592128,1303.884219
77.621719,1302.914442
77.660016,1293.857690
77.698317,1284.799992
77.727908,1281.335096
77.766206,1282.102881
77.818666,1283.154581
77.848370,1281.157989
77.886685,1274.714160
77.925019,1268.267135
77.954620,1264.805345
78.011415,1261.510297
78.049844,1259.280780
78.079489,1255.730573
78.117822,1248.412884
78.156141,1241.097868
78.185757,1239.359195
78.224046,1242.927189
78.262384,1246.499749
78.292011,1248.595571
78.331520,1250.371314
78.369851,1252.094112
78.399479,1253.569077
78.453553,1256.561509
78.491996,1258.688927
78.521611,1262.005714
78.559898,1268.797325
78.598221,1275.595321
78.627816,1279.561225
78.666091,1282.781322
78.704429,1286.006718
78.734018,1289.779118
78.772287,1296.565832
78.810625,1303.364784
78.840225,1304.827330
78.878501,1301.085457
78.916839,1297.337523
78.946437,1296.021827
79.006858,1297.044333
79.045274,1297.694448
79.074937,1298.288965
79.129500,1299.578338
79.167919,1300.486214
79.197542,1302.675631
79.235835,1307.724504
79.274183,1312.780630
79.303778,1314.772988
79.342044,1314.511753
79.380388,1314.249986
79.409968,1314.267216
79.448228,1314.615333
79.486559,1314.964095
79.516138,1314.669711
79.554419,1313.450635
79.592730,1312.230604
79.622325,1310.344565
79.660613,1306.503722
79.710538,1301.495519
79.740258,1300.489221
79.778606,1302.144665
79.816946,1303.799764
79.846540,1301.134680
79.884833,1291.821306
79.923169,1282.497474
79.952789,1276.796958
79.991101,1271.660208
80.029439,1266.519972
80.059047,1263.520324
80.097351,1261.082384
80.135681,1258.642789
80.165285,1258.699316
80.203613,1261.661778
80.241958,1264.625554
80.271540,1266.508942
80.334108,1269.516406
80.372504,1271.361992
80.402134,1274.724362
80.440423,1281.951280
80.478733,1289.182161
80.508335,1293.451702
80.546623,1297.019200
80.584980,1300.593127
80.614583,1302.976006
80.652893,1305.501469
80.691228,1308.028579
80.720817,1310.355309
80.759099,1313.924263
80.797432,1317.497972
80.827016,1317.540610
80.865292,1313.562692
80.915814,1308.312080
80.945521,1304.682902
80.983827,1299.194846
81.022135,1293.706504
81.051679,1289.848709
81.089982,1285.405920
81.128279,1280.963827
81.157883,1280.254566
81.196185,1283.391406
81.234475,1286.527264
81.264039,1288.792153
81.302310,1291.491871
81.340620,1294.194339
81.370157,1295.714162
81.408423,1296.846134
81.446702,1297.978491
81.476263,1299.749393
81.514556,1303.377423
81.566353,1308.284876
81.596045,1308.937114
81.648092,1305.690519
81.686466,1303.296820
81.716085,1302.904767
81.754387,1304.560362
81.792674,1306.215308
81.822252,1306.772545
81.860501,1306.424420
81.898830,1306.075568
81.928380,1305.273632
81.966645,1303.444912
82.004933,1301.615093
82.034489,1300.328030
82.072780,1298.846724
82.111061,1297.365805
82.154562,1297.200399
82.192952,1297.817418
82.231262,1298.433152
82.260809,1299.093840
82.299069,1300.225643
82.337392,1301.359310
82.366956,1302.296476
82.405229,1303.602876
82.443496,1304.909072
82.473073,1306.544061
82.511373,1309.592307
82.549666,1312.639997
82.579271,1320.891657
82.621231,1342.207548
82.659528,1361.662617
82.689075,1373.123201
82.727372,1382.698708
82.765662,1392.272464
82.795370,1399.700439
82.826327,1415.684690
82.864647,1448.044049
82.903002,1480.432964
82.932617,1498.628595
82.970920,1512.038107
83.009244,1525.454971
83.038852,1538.392281
83.077130,1558.930852
83.115443,1579.488203
83.145053,1596.944002
83.183341,1621.845102
83.221641,1646.754005
83.251246,1660.680428
83.289517,1670.774275
83.327843,1680.882627
83.357449,1687.837214
83.395782,1695.571197
83.449832,1706.476208
83.479521,1714.760404
83.517829,1728.874125
83.556121,1742.981951
83.585704,1748.558512
83.623996,1747.861795
83.662287,1747.165097
83.691888,1749.005940
83.730199,1754.930385
83.768511,1760.854984
83.798066,1763.548280
83.836372,1764.245180
83.874652,1764.941606
83.904220,1763.600498
83.942497,1759.074018
83.980819,1754.542217
84.010391,1753.921253
84.064545,1758.838896
84.102995,1762.330483
84.148750,1763.910283
84.187191,1760.246448
84.225506,1756.594623
84.255081,1754.273397
84.293379,1752.008413
84.331686,1749.742896
84.361247,1747.430742
84.399537,1743.598243
84.437843,1739.764143
84.467397,1736.806341
84.505694,1732.973972
84.544014,1729.139301
84.573584,1729.561299
84.611891,1735.135122
84.650225,1740.712873
84.679805,1741.489101
84.729614,1735.977639
84.768022,1731.727719
84.797636,1731.662761
84.835929,1736.366600
84.874229,1741.071298
84.903794,1747.581334
84.942064,1760.288862
84.980407,1773.020629
85.009980,1777.475790
85.048245,1775.271084
85.086571,1773.062864
85.116146,1770.440020
85.154421,1765.680029
85.192710,1760.918297
85.222305,1759.198731
85.261823,1759.909375
85.300131,1760.598260
85.329744,1761.599779
85.379817,1764.204562
85.430069,1766.818655
